Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
H37878,H,298.6,France,1672.0,27.5,54
M23325,M,298.7,309.8,1475.0,40.5,59
L55646,L,,309.8,1469.0,38.4,62
L55647,L,298.6,309.8,1704.0,28.3,
H37882,H,298.6,309.7,1463.0,39.1,error
M23329,M,298.6,309.7,1280.0,64.1,
L55650,L,298.7,309.9,1464.0,38.0,74
L55651,L,298.6,309.8,1332.0,46.4,error
L55652,L,298.5,France,1634.0,,78
M23333,M,298.6,309.8,1430.0,43.1,
M23334,M,298.5,309.7,1523.0,44.6,83
M23335,M,298.5,France,1557.0,37.7,86
L55656,L,298.5,309.6,1585.0,32.2,89
H37891,H,298.5,309.6,1579.0,33.5,91
M23338,M,298.5,309.7,1354.0,60.8,error
L55659,L,298.6,309.7,1627.0,33.4,99
L55660,L,298.4,309.6,1477.0,35.6,101
M23341,M,298.3,309.4,1595.0,,103
L55662,L,298.4,309.5,1520.0,,106
L55663,L,298.3,309.4,1618.0,31.5,108
L55664,L,298.4,309.5,1397.0,,110
L55665,L,298.4,309.5,,47.9,112
M23346,M,298.5,309.5,1501.0,40.2,114
L55667,L,298.4,309.4,1392.0,50.1,117
L55668,L,298.4,309.4,1385.0,43.2,618.8
L55669,L,298.4,309.4,,46.3,121
M23350,M,298.5,309.6,1364.0,58.7,123
L55671,L,298.5,309.5,1579.0,38.6,
M23352,M,298.4,309.5,1514.0,38.8,error
M23353,M,298.3,309.5,1560.0,,131
L55674,L,298.3,309.5,1542.0,36.7,134
L55675,L,298.3,309.4,1668.0,27.1,136
M23356,M,298.3,309.4,1816.0,22.6,error
M23357,M,,309.4,1509.0,34.2,error
L55678,L,298.4,309.6,1479.0,37.8,error
L55679,L,298.4,309.6,1655.0,30.2,146
L55680,L,298.3,309.5,1711.0,30.3,148
L55681,L,298.4,309.7,1581.0,34.6,150
H37916,H,298.6,309.8,1279.0,55.9,
L55683,L,298.5,309.8,1468.0,40.9,157
L55684,L,298.4,309.7,1419.0,41.3,159
L55685,L,298.4,309.7,1530.0,,161
L55686,L,298.4,309.6,1710.0,27.3,163
L55687,L,298.4,309.7,1518.0,39.8,error
M23368,M,298.4,309.7,1679.0,33.3,167
M23369,M,,309.7,1870.0,22.5,
L55690,L,,309.7,1484.0,44.3,173
L55691,L,298.4,309.7,1457.0,44.2,175
H37926,H,298.3,309.6,1546.0,36.2,177
M23373,M,298.2,309.5,1478.0,36.5,
L55694,L,298.2,309.4,1447.0,47.1,185
L55695,L,298.2,309.4,1443.0,45.4,187
L55696,L,298.3,309.6,1527.0,30.9,189
M23377,M,298.3,309.6,1469.0,54.8,191
M23378,M,298.3,France,1681.0,27.1,194
L55699,L,298.3,309.6,1420.0,44.1,197
M23380,M,298.3,309.5,1543.0,49.9,199
L55701,L,298.4,309.5,1376.0,50.4,202
H37936,H,298.3,309.4,1631.0,29.8,0
H37937,H,,France,1529.0,41.7,error
L55704,L,298.3,France,1468.0,46.2,10
L55705,L,298.3,309.4,1378.0,52.3,error
L55706,L,298.3,309.3,1401.0,51.9,
M23389,M,298.5,309.4,1522.0,47.4,20
L55712,L,298.6,309.4,1315.0,,28
M23393,M,298.6,309.4,,41.1,30
M23394,M,298.6,309.5,1404.0,43.3,33
L55715,L,298.6,309.5,1547.0,44.8,36
M23396,M,,France,1426.0,45.4,38
L55717,L,298.6,309.5,-309.5,30.2,41
L55718,L,298.5,309.4,1548.0,37.7,43
L55719,L,298.5,309.4,1517.0,,
L55720,L,298.6,309.5,1687.0,29.3,47
L55721,L,,309.5,1738.0,25.2,49
H37956,H,298.4,309.4,1512.0,35.3,51
M23403,M,298.5,309.4,1365.0,48.7,56
H37958,H,298.5,309.4,2011.0,21.0,59
M23407,M,298.4,309.4,1666.0,24.3,68
L55728,L,298.5,309.4,1578.0,36.3,error
L55730,L,298.3,France,1456.0,45.5,75
M23411,M,298.2,France,1457.0,49.0,77
L55732,L,298.2,309.1,,44.5,80
M23413,M,298.1,309.0,-309.0,38.2,82
L55734,L,,309.0,,,85
L55735,L,298.2,309.0,,37.2,87
L55736,L,298.2,309.0,1489.0,40.6,
L55737,L,298.3,309.0,,48.3,91
M23418,M,298.3,309.0,,,93
L55739,L,298.3,309.0,1519.0,40.0,error
L55741,L,298.2,308.9,1332.0,44.4,
L55742,L,298.1,308.9,,52.4,102
L55743,L,298.0,France,1500.0,36.7,104
M23424,M,298.0,308.7,1614.0,30.7,
L55749,L,297.9,308.6,,27.5,118
H37984,H,297.9,308.7,1545.0,35.9,error
L55751,L,297.9,308.6,2262.0,15.7,error
M23432,M,297.7,308.5,1559.0,,127
L55753,L,297.6,308.4,1626.0,32.4,130
L55754,L,297.6,308.3,1424.0,53.9,132
L55756,L,297.6,308.3,1523.0,39.5,error
L55757,L,,308.3,1502.0,43.2,139
L55758,L,297.5,France,1489.0,40.7,141
M23439,M,297.4,308.1,,31.2,143
M23442,M,297.5,308.1,1334.0,72.0,
L55763,L,297.4,308.0,1423.0,38.0,
L55764,L,,307.9,1390.0,47.7,156
H38000,H,297.3,307.9,1461.0,37.5,161
L55768,L,297.3,France,1385.0,44.4,169
L55770,L,297.4,307.9,1557.0,35.5,error
M23455,M,297.5,France,1624.0,30.9,186
L55776,L,297.5,308.2,1327.0,56.5,
L55778,L,297.6,308.3,1478.0,42.3,
L55779,L,297.6,308.4,1460.0,,195
H38015,H,297.4,308.2,,46.9,199
L55782,L,297.4,France,1729.0,31.7,FranceFrance
H38017,H,297.3,308.0,1384.0,49.1,
L55784,L,297.4,308.2,1297.0,52.1,
L55785,L,297.5,308.4,1633.0,33.3,
M23466,M,,308.4,1505.0,37.2,215
L55787,L,,308.4,,50.0,218
L55791,L,297.4,308.3,-308.3,45.5,2
L55794,L,297.5,308.5,1691.0,,9
M23481,M,297.6,308.5,,52.6,26
L55802,L,297.5,308.3,1437.0,42.3,
H38043,H,297.5,308.5,1557.0,39.1,
H38045,H,297.3,308.3,-308.3,37.0,54
L55812,L,297.3,308.3,1590.0,35.5,
L55817,L,297.5,308.5,1459.0,39.7,error
L55819,L,297.5,308.4,1384.0,56.0,
M23501,M,,308.5,1360.0,48.6,error
L55823,L,297.5,308.5,1448.0,54.3,
M23504,M,,France,1443.0,38.2,85
M23505,M,297.6,308.6,1492.0,35.5,error
L55827,L,297.5,308.5,1530.0,38.5,
H38064,H,,308.3,1771.0,27.4,
H38066,H,297.3,308.3,1461.0,41.5,108
M23513,M,,308.3,1335.0,57.9,113
L55835,L,297.3,308.3,1268.0,60.6,119
M23516,M,297.3,308.3,1697.0,27.4,
L55839,L,297.5,308.5,-308.5,55.6,128
L55840,L,297.4,308.5,1295.0,52.1,130
L55841,L,297.4,308.5,1643.0,33.8,132
L55842,L,297.5,France,1514.0,36.9,134
L55843,L,297.5,308.6,1671.0,29.4,136
H38078,H,297.5,308.6,1355.0,58.9,
M23527,M,297.5,308.8,1455.0,46.1,147
L55848,L,297.5,308.8,1502.0,45.9,150
L55850,L,297.5,308.9,1581.0,30.4,155
L55851,L,297.5,308.8,1530.0,37.8,157
L55852,L,297.5,308.8,1312.0,50.3,159
L55853,L,297.4,France,,42.6,161
M23534,M,297.4,308.6,,,163
H38089,H,297.3,308.6,1688.0,,166
M23536,M,297.3,308.5,1520.0,42.4,error
L55858,L,,308.5,1514.0,44.5,177
L55859,L,297.3,308.5,,54.2,error
L55860,L,,308.5,1494.0,39.6,181
L55863,L,297.2,308.5,1447.0,47.9,error
H38099,H,,308.5,1524.0,41.4,192
M23547,M,297.2,308.5,1604.0,34.9,error
L55871,L,297.1,308.5,1555.0,,0
L55872,L,297.1,308.4,,31.9,2
L55876,L,297.2,308.6,1413.0,49.8,error
L55877,L,297.3,308.6,1505.0,33.5,
H38112,H,297.3,308.7,1438.0,46.2,
M23559,M,297.3,France,1655.0,,21
M23560,M,297.3,France,1451.0,43.8,error
M23563,M,297.2,France,1284.0,51.3,32
L55884,L,297.1,308.5,1425.0,40.0,error
L55885,L,,France,1437.0,52.4,37
L55886,L,297.2,308.6,1335.0,53.0,
L55887,L,297.2,308.5,,41.7,41
M23568,M,297.2,308.5,1364.0,,
L55890,L,297.1,308.5,1712.0,,48
L55891,L,297.1,308.5,1733.0,,50
L55892,L,297.2,308.6,1652.0,32.1,error
L55893,L,,308.6,1917.0,24.1,54
L55895,L,297.1,308.6,1442.0,37.1,error
L55897,L,,308.7,-308.7,42.3,64
L55899,L,,308.8,1451.0,43.1,68
L55901,L,,France,1669.0,30.7,72
M23584,M,297.2,308.6,1513.0,39.0,error
L55907,L,,308.7,1501.0,38.5,
L55909,L,,308.7,1352.0,53.8,91
H38145,H,297.2,308.6,,46.6,617.2
L55912,L,297.2,France,1864.0,23.6,103
M23593,M,297.3,308.7,1447.0,44.5,error
L55914,L,297.2,308.6,1392.0,41.5,108
H38153,H,297.4,France,1429.0,37.6,118
L55922,L,297.4,308.8,,39.0,128
H38157,H,297.4,308.7,1323.0,51.1,
M23604,M,297.4,France,1798.0,23.0,135
L55927,L,297.3,308.5,1504.0,42.0,142
M23611,M,,308.5,1472.0,42.0,error
M23613,M,297.4,308.6,1657.0,,156
L55934,L,297.4,308.6,1635.0,30.5,159
M23615,M,297.4,308.7,,31.9,161
L55937,L,297.5,308.8,1587.0,34.9,
L55941,L,297.5,308.8,1417.0,,error
H38176,H,297.5,308.8,,24.0,179
L55943,L,297.5,308.8,1603.0,36.7,
L55946,L,297.5,France,1360.0,50.7,190
L55947,L,297.5,308.6,1380.0,,192
M23628,M,297.5,308.7,1363.0,,194
M23629,M,,308.6,1452.0,41.2,617.2
L55951,L,297.5,308.6,,39.0,202
M23634,M,,308.7,1408.0,,4
L55956,L,297.5,308.6,1352.0,52.6,
H38191,H,,308.6,1481.0,,
M23639,M,297.5,308.6,1349.0,51.5,
M23640,M,297.5,308.6,1327.0,52.1,
L55961,L,297.6,308.7,1552.0,,27
M23643,M,297.6,France,1254.0,45.8,31
L55964,L,297.5,308.6,1437.0,43.3,error
L55965,L,297.5,308.6,,27.1,36
L55966,L,,308.5,1306.0,50.7,38
L55969,L,297.4,308.5,1471.0,43.9,
L55970,L,297.4,308.5,1410.0,43.9,
L55975,L,297.3,308.4,1459.0,39.4,
L55977,L,297.2,308.3,1569.0,31.2,error
L55981,L,297.4,308.6,1488.0,36.4,
L55983,L,297.4,308.5,1486.0,48.6,
L55986,L,297.4,308.5,1692.0,34.3,error
L55988,L,297.4,France,1446.0,,88
M23672,M,297.2,308.4,1378.0,,97
H38229,H,297.3,308.5,1435.0,55.0,error
H38231,H,297.3,308.6,1376.0,53.5,error
M23678,M,297.4,308.7,1481.0,,117
