Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
M19983,M,304.2,313.5,,41.3,error
M19984,M,,France,,37.3,164
L52306,L,304.3,313.5,1802.0,25.4,error
L52308,L,304.2,France,1434.0,42.5,175
M19989,M,304.1,313.3,1725.0,28.3,177
L52310,L,304.2,313.3,1668.0,35.7,error
L52311,L,304.1,313.3,1452.0,43.9,182
L52312,L,304.1,France,1415.0,50.0,184
L52313,L,304.1,313.2,1824.0,25.8,186
L52314,L,304.1,France,1438.0,45.5,188
L52315,L,304.1,313.3,1883.0,24.5,190
L52316,L,304.2,313.4,1735.0,28.9,192
L52317,L,304.3,France,1464.0,36.7,194
M19998,M,304.3,313.6,1489.0,40.3,196
M20000,M,304.3,313.6,,32.1,202
L52321,L,304.4,313.7,1509.0,35.0,error
L52322,L,304.4,313.6,,39.1,error
M20003,M,,313.5,1525.0,42.0,
L52324,L,304.4,France,1607.0,33.5,5
L52329,L,304.3,313.5,1452.0,,15
L52330,L,,313.5,1590.0,29.8,17
L52331,L,304.3,313.6,1409.0,56.0,error
L52332,L,304.3,France,2643.0,12.7,21
L52334,L,304.2,313.4,,37.6,error
H34569,H,304.2,313.3,1625.0,37.3,27
H34571,H,,313.3,1397.0,49.6,
L52338,L,304.1,313.3,1459.0,50.3,39
L52340,L,304.1,313.2,1434.0,,43
M20021,M,304.1,France,2028.0,18.9,45
L52342,L,304.2,313.3,1464.0,,
M20023,M,,313.4,1713.0,23.5,error
L52345,L,304.2,313.4,1421.0,,56
H34582,H,304.1,313.4,1696.0,29.6,
L52349,L,304.1,France,1470.0,39.9,70
M20030,M,304.1,313.3,1480.0,38.4,72
M20031,M,304.2,France,1329.0,54.5,75
L52352,L,304.2,313.4,,28.2,78
M20036,M,304.0,313.3,1844.0,27.1,88
H34591,H,,313.1,1388.0,53.2,91
H34592,H,304.0,313.2,,43.1,96
M20039,M,304.0,313.1,1450.0,42.8,error
L52360,L,304.0,313.2,1584.0,38.7,104
L52361,L,304.0,313.1,1720.0,28.7,error
L52362,L,,313.1,1586.0,31.9,108
M20043,M,303.9,313.0,1901.0,,110
L52364,L,304.0,313.0,1397.0,42.4,113
L52365,L,304.0,313.0,2012.0,21.1,115
L52366,L,304.0,313.0,2354.0,15.0,117
L52367,L,304.0,313.1,1648.0,35.7,error
L52368,L,304.0,313.2,1632.0,30.6,121
M20049,M,304.1,France,1427.0,46.9,123
L52370,L,304.1,313.2,1452.0,48.0,126
L52371,L,304.0,313.2,1416.0,46.0,128
H34607,H,304.0,France,1408.0,39.8,132
L52375,L,303.9,313.0,1551.0,,140
H34610,H,303.9,313.0,,36.0,
H34611,H,303.8,312.9,1570.0,35.8,147
L52378,L,303.8,312.8,1428.0,53.3,
L52380,L,,312.8,1416.0,58.7,156
M20061,M,303.7,312.7,1396.0,47.3,158
L52382,L,303.7,312.7,1335.0,51.1,161
M20063,M,303.7,312.6,,30.5,163
L52384,L,303.7,312.7,1989.0,22.4,166
M20067,M,303.8,312.7,1488.0,,175
L52388,L,,312.7,1664.0,29.3,error
M20069,M,303.8,312.7,1507.0,38.5,180
L52391,L,303.7,312.5,1433.0,,185
L52392,L,,312.5,1397.0,,187
L52394,L,303.7,312.7,1572.0,,error
M20075,M,303.7,312.7,1532.0,42.7,error
M20076,M,,312.7,1316.0,51.8,197
L52398,L,303.8,France,1589.0,37.2,
L52399,L,303.8,313.0,1365.0,59.9,205
L52400,L,303.8,313.0,,,207
L52401,L,303.9,313.0,1626.0,31.4,209
M20083,M,303.9,313.2,,47.2,2
L52404,L,,313.2,1590.0,31.9,5
M20085,M,304.0,313.2,1437.0,,7
L52406,L,303.9,313.0,,48.3,10
L52411,L,303.8,313.1,1458.0,,25
L52412,L,303.6,312.9,1381.0,,27
L52413,L,303.6,312.9,1450.0,45.3,29
L52414,L,303.7,312.9,1461.0,50.1,31
M20095,M,303.7,312.9,1511.0,41.0,33
L52416,L,303.8,France,1394.0,45.4,36
L52417,L,303.8,313.0,1499.0,42.3,38
L52418,L,303.7,313.0,1457.0,44.1,40
L52419,L,303.7,313.0,,29.0,42
L52420,L,303.7,313.0,1694.0,,44
L52422,L,,313.1,1496.0,47.4,48
L52423,L,303.7,France,1721.0,34.8,50
L52424,L,,313.0,,31.6,error
L52425,L,303.6,313.0,1575.0,38.3,54
L52426,L,303.5,313.0,1465.0,41.0,56
M20108,M,303.5,313.0,1902.0,21.6,60
M20109,M,303.4,312.9,1422.0,39.9,
L52430,L,303.5,312.9,1332.0,52.9,66
M20111,M,303.4,312.9,1307.0,54.3,68
L52432,L,303.5,France,1322.0,59.5,71
L52433,L,303.5,France,,40.3,
M20115,M,303.5,313.0,1403.0,51.9,77
L52436,L,303.5,313.0,1393.0,51.6,80
L52437,L,303.5,313.0,1482.0,38.5,82
M20118,M,303.5,France,1572.0,44.7,84
L52439,L,303.5,France,1544.0,36.9,87
M20120,M,303.5,France,1492.0,46.1,89
L52441,L,303.4,312.8,1513.0,35.8,
L52443,L,,312.8,1877.0,22.3,96
M20125,M,303.5,312.9,1883.0,,100
M20126,M,,312.8,1518.0,38.7,103
M20127,M,303.5,France,,42.8,error
L52448,L,303.4,312.9,1389.0,54.1,error
L52449,L,,312.9,1504.0,44.8,
L52450,L,303.5,312.9,1275.0,64.4,error
L52451,L,303.6,313.0,1534.0,39.7,115
M20132,M,303.6,313.0,1396.0,38.2,117
L52453,L,303.6,313.1,1395.0,,120
L52454,L,303.6,313.0,1617.0,30.9,122
L52456,L,303.5,313.0,1606.0,,126
L52457,L,303.5,312.9,1501.0,44.0,128
M20138,M,303.5,312.9,1618.0,,130
L52459,L,303.6,313.0,1522.0,35.8,error
L52460,L,303.6,312.9,1480.0,41.4,135
M20141,M,303.7,313.0,1469.0,39.9,137
H34696,H,303.8,313.2,1381.0,52.4,
L52463,L,303.8,313.2,1525.0,41.9,
M20144,M,303.8,313.2,1732.0,29.6,147
L52465,L,303.8,313.1,1523.0,39.8,150
L52466,L,,313.1,1422.0,42.4,152
H34701,H,303.8,313.2,1506.0,46.9,154
L52468,L,303.8,313.2,1531.0,39.4,159
M20149,M,303.9,313.3,1507.0,34.3,161
L52470,L,303.9,313.3,1526.0,40.7,164
L52471,L,303.8,313.3,1406.0,52.1,166
M20152,M,303.9,313.3,1567.0,35.0,168
M20153,M,303.9,313.4,-313.4,49.1,171
L52474,L,303.9,313.4,1442.0,48.5,
L52475,L,303.8,313.2,1336.0,47.8,176
H34710,H,303.8,313.2,1379.0,50.2,
L52477,L,,313.1,1406.0,48.6,error
M20160,M,,France,1710.0,,190
L52482,L,303.9,France,1491.0,37.2,195
L52483,L,303.9,313.2,1481.0,44.1,
H34719,H,303.9,313.2,1680.0,29.1,
H34720,H,304.0,313.2,1612.0,31.7,206
L52487,L,304.0,France,1530.0,,211
L52488,L,304.0,313.2,1481.0,42.6,213
M20169,M,303.9,313.2,1422.0,48.0,error
L52490,L,303.8,313.0,1427.0,43.0,0
H34725,H,303.7,312.9,,49.8,2
L52492,L,303.6,France,1873.0,23.5,7
M20173,M,303.7,312.9,1566.0,,error
L52494,L,303.6,312.8,1701.0,30.8,error
L52495,L,303.6,312.8,1710.0,27.2,error
M20176,M,303.6,312.8,1689.0,,16
L52500,L,,312.7,1363.0,45.5,26
L52505,L,303.5,France,1694.0,27.3,40
M20188,M,303.7,312.9,1406.0,41.9,48
L52509,L,303.7,France,1456.0,45.5,51
L52510,L,303.6,312.9,1588.0,31.9,53
H34746,H,303.6,312.7,1403.0,,57
M20195,M,303.3,312.4,1505.0,,68
L52516,L,303.2,France,1663.0,33.7,71
M20197,M,,312.6,1482.0,44.4,73
M20198,M,303.3,312.5,1674.0,32.7,
M20199,M,303.4,312.7,,32.8,79
L52520,L,303.5,312.7,,49.3,82
H34755,H,303.5,312.8,,55.8,84
M20202,M,303.5,France,1375.0,45.7,89
L52525,L,303.5,312.8,,39.4,96
L52526,L,,312.7,1534.0,35.5,98
M20209,M,303.3,312.7,1642.0,33.6,error
M20210,M,303.4,312.8,1622.0,35.1,error
M20211,M,303.5,France,1530.0,34.5,110
L52534,L,303.4,312.6,1462.0,,error
H34772,H,303.3,312.6,1827.0,24.2,
M20219,M,303.3,France,1397.0,47.1,137
L52540,L,303.3,312.6,1463.0,,625.2
L52542,L,303.2,France,1281.0,57.0,144
L52543,L,303.2,312.5,1518.0,39.9,146
L52544,L,303.2,312.6,1601.0,35.3,148
L52545,L,303.1,312.6,1548.0,36.4,150
H34780,H,303.1,312.6,1404.0,40.6,152
H34783,H,303.0,France,1507.0,37.9,163
L52551,L,302.9,312.3,1435.0,,173
H34786,H,,312.3,1509.0,46.8,175
M20233,M,302.9,312.3,1809.0,25.0,180
H34790,H,302.8,France,1336.0,57.5,187
L52557,L,,312.4,2030.0,,192
L52559,L,302.9,312.4,1446.0,41.7,196
L52560,L,302.8,312.3,1494.0,37.5,198
L52562,L,,312.4,1698.0,,202
L52563,L,,312.3,1504.0,40.3,204
M20244,M,302.9,312.4,1421.0,46.0,error
L52566,L,302.9,312.2,1469.0,,
L52567,L,302.8,312.2,,50.0,216
L52569,L,,312.3,1366.0,49.1,
H34804,H,,312.3,1483.0,47.2,223
M20254,M,,312.3,1262.0,70.5,624.6
L52575,L,302.8,312.4,1529.0,36.8,error
H34813,H,302.8,312.4,1411.0,53.8,error
L52582,L,302.7,312.3,1421.0,,0
H34818,H,,France,1422.0,46.1,4
L52585,L,302.7,312.4,,48.7,9
L52589,L,302.7,312.4,1433.0,44.2,error
M20270,M,302.7,312.5,,51.5,19
L52591,L,302.8,312.6,1462.0,39.4,error
L52592,L,,312.6,1328.0,59.9,24
M20275,M,302.6,312.4,1410.0,50.3,
L52596,L,302.6,312.3,,30.3,36
L52597,L,,312.4,1386.0,45.8,
L52599,L,302.6,312.3,1321.0,,42
M20281,M,,312.3,1566.0,36.6,46
L52607,L,302.7,France,1423.0,51.9,error
L52608,L,,312.4,,47.3,
L52610,L,302.8,312.5,1694.0,28.4,
L52612,L,302.8,312.4,1392.0,46.2,error
M20296,M,302.9,France,1679.0,30.9,
M20301,M,,312.6,1392.0,35.328343585159786,94
L52622,L,303.1,312.7,1353.0,,97
L52626,L,303.1,312.9,1511.0,40.1,107
L52629,L,303.1,312.8,,15.1,113
H34864,H,,312.8,1435.0,41.9,115
L52631,L,303.0,312.7,-312.7,48.8,120
L52634,L,303.0,312.5,1461.0,40.2,
M20316,M,,312.6,1567.0,32.9,132
M20317,M,303.0,France,,33.7,135
L52638,L,,312.6,1514.0,42.1,138
