Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
L51032,L,302.3,310.9,2034.0,19.7,190
H33269,H,,311.1,1578.0,32.3,196
L51039,L,302.6,311.5,1599.0,37.0,error
L51040,L,302.6,311.5,1427.0,,213
H33276,H,302.5,311.5,1496.0,43.8,
M18731,M,302.7,311.8,1728.0,30.0,
L51053,L,302.6,311.8,-311.8,35.1,17
L51054,L,302.6,311.7,1254.0,,19
L51058,L,302.6,311.7,1773.0,27.1,30
M18739,M,302.6,311.7,1430.0,51.7,
L51060,L,,311.6,1595.0,29.5,35
L51062,L,302.5,311.6,1419.0,43.7,39
L51065,L,302.5,311.5,1677.0,,error
L51066,L,302.4,311.3,1392.0,50.5,51
L51067,L,302.4,311.2,-311.2,50.5,53
L51068,L,302.3,311.2,1903.0,,55
L51069,L,,311.2,1404.0,52.0,57
L51070,L,,311.2,1386.0,53.5,59
L51071,L,302.2,311.1,1418.0,47.0,61
M18752,M,302.3,311.1,1338.0,,63
L51073,L,302.3,311.2,,40.6,
M18756,M,302.2,311.2,,33.2,74
M18757,M,302.2,311.1,1640.0,27.81177880432338,77
M18758,M,302.1,311.1,1423.0,36.8,
M18759,M,,311.0,-311.0,,83
M18760,M,302.1,311.1,1450.0,51.6,86
H33315,H,302.2,311.1,1553.0,,error
L51082,L,302.2,311.1,1630.0,34.6,94
H33317,H,302.2,311.1,1476.0,39.6,96
H33318,H,302.2,311.1,1426.0,50.6,101
M18765,M,302.2,France,1561.0,34.9,106
L51086,L,302.3,France,1297.0,,109
M18767,M,302.3,311.2,1842.0,23.9,
H33323,H,302.3,France,1744.0,30.3,116
L51092,L,302.4,311.4,1475.0,40.4,error
M18773,M,302.4,311.4,1675.0,29.6,error
L51094,L,302.5,311.5,,35.1,131
L51095,L,302.5,311.5,1700.0,29.5,
M18778,M,,311.5,1358.0,52.7,139
L51101,L,302.7,311.5,1494.0,41.4,
M18782,M,302.6,311.4,1757.0,29.5,
M18783,M,302.6,311.4,1718.0,31.2,error
M18784,M,302.5,France,1636.0,35.0,
L51105,L,302.6,France,1638.0,29.6,160
L51112,L,302.6,France,1953.0,22.4,180
L51116,L,,311.5,1985.0,18.8,190
L51117,L,302.5,France,1802.0,,192
L51118,L,302.5,311.5,1603.0,32.4,error
M18802,M,302.2,311.4,1398.0,47.2,error
L51123,L,302.3,311.4,,66.7,205
L51124,L,,311.2,1381.0,49.4,207
L51125,L,302.2,France,,36.1,error
M18806,M,302.2,311.3,,31.0,2
L51130,L,302.3,311.4,1570.0,37.2,error
M18811,M,302.3,311.4,1571.0,,622.8
L51132,L,302.3,311.4,1476.0,37.3,20
L51135,L,302.3,311.5,,49.6,
M18816,M,302.3,311.4,1500.0,40.2,30
L51137,L,302.2,311.4,,44.9,33
L51138,L,302.2,311.3,1378.0,55.5,
L51140,L,302.2,311.4,1390.0,48.1,
M18821,M,302.2,311.4,,32.1,42
L51142,L,302.4,311.5,1785.0,,45
H33377,H,302.3,311.5,1526.0,38.2,error
M18827,M,,311.4,1479.0,45.6,59
M18828,M,302.3,France,1418.0,41.3,62
L51149,L,302.3,311.4,1504.0,38.7,
M18830,M,302.3,311.4,1345.0,47.6,
L51154,L,302.4,311.5,1505.0,,79
M18840,M,302.2,311.3,1375.0,47.0,error
M18841,M,302.2,311.3,1931.0,,101
L51163,L,,311.3,1389.0,46.9,106
L51164,L,302.3,311.3,,32.8,
L51169,L,,311.3,1602.0,32.8,120
L51171,L,302.3,311.3,1682.0,,127
L51172,L,,311.3,1614.0,34.1,129
L51175,L,302.3,France,,31.6,135
L51177,L,302.2,311.1,1394.0,53.7,140
H33415,H,302.1,France,1598.0,37.9,148
L51183,L,302.1,France,1519.0,39.3,155
L51184,L,302.0,311.1,1373.0,55.7,157
M18865,M,302.0,311.1,1406.0,48.8,159
L51187,L,302.1,311.2,1369.0,50.8,error
M18868,M,302.2,France,1471.0,41.9,166
L51189,L,302.2,France,1630.0,36.0,169
M18870,M,302.1,France,1605.0,,171
L51191,L,302.2,311.1,1447.0,52.1,error
M18873,M,302.2,311.1,1728.0,34.0,179
L51195,L,302.1,310.9,1477.0,41.4,184
L51196,L,302.1,310.9,1658.0,30.3,186
L51197,L,302.0,310.8,1902.0,23.4,188
M18878,M,,310.8,1783.0,23.1,190
M18879,M,302.0,310.9,1558.0,45.3,193
L51200,L,302.1,France,1351.0,49.5,196
H33435,H,302.1,310.9,1452.0,42.5,198
L51202,L,302.1,310.9,1666.0,30.7,203
L51207,L,302.0,France,1566.0,37.8,218
L51208,L,302.0,310.9,1455.0,43.2,220
H33443,H,302.0,310.9,,29.0,222
L51210,L,302.0,310.8,2143.0,17.3,227
L51211,L,302.0,France,1447.0,42.7,229
L51212,L,302.0,310.8,1383.0,,231
L51213,L,302.1,310.8,,27.1,233
L51214,L,302.0,310.8,1615.0,29.0,235
L51215,L,302.0,310.8,1454.0,36.6,0
L51216,L,302.0,310.8,1445.0,49.1,2
M18897,M,302.0,310.8,1609.0,35.2,4
L51218,L,302.0,310.9,1546.0,34.4,7
L51219,L,301.9,310.8,1567.0,39.3,9
L51220,L,302.0,310.8,1767.0,,11
L51221,L,302.0,310.9,1539.0,,13
L51222,L,302.0,310.9,1564.0,39.0,15
M18903,M,302.0,310.8,1445.0,,
M18904,M,301.9,310.9,1419.0,47.7,20
M18905,M,301.8,310.9,1881.0,20.9,23
M18906,M,301.9,France,1421.0,46.2,26
L51227,L,301.9,311.0,1455.0,46.0,
L51228,L,301.9,311.0,,12.1,31
L51229,L,301.8,310.8,1505.0,41.2,33
L51230,L,301.8,310.8,1456.0,46.6,35
L51231,L,301.8,310.8,1383.0,46.4,37
M18912,M,301.9,310.8,1563.0,39.2,39
M18913,M,301.9,310.9,2305.0,16.1,42
M18914,M,,310.9,1456.0,43.6,45
L51236,L,301.9,310.9,1597.0,36.9,50
L51237,L,302.0,310.9,1495.0,38.6,52
M18918,M,302.0,310.9,1456.0,47.2,54
L51239,L,301.9,310.8,1465.0,44.3,57
M18920,M,302.0,310.9,1352.0,55.5,59
L51241,L,,310.8,1906.0,21.7,62
L51242,L,302.0,310.9,1446.0,40.13506480363275,64
L51243,L,302.0,310.8,1948.0,19.7,66
L51248,L,301.9,310.7,1405.0,,error
L51250,L,,310.7,1348.0,58.1,
L51251,L,301.9,310.6,,68.6,
H33492,H,,310.7,1294.0,62.4,101
L51259,L,302.0,France,1978.0,22.0,106
L51260,L,302.0,310.4,,58.0,108
M18943,M,302.0,310.4,,36.4,114
L51264,L,302.0,310.4,1611.0,35.6,error
L51266,L,302.0,310.5,,36.1,
L51267,L,,310.4,1376.0,,
M18949,M,301.9,310.5,1590.0,40.3,error
L51270,L,302.0,310.5,2197.0,,133
M18951,M,302.0,France,1595.0,32.9,135
H33506,H,,310.5,1812.0,24.4,error
M18953,M,302.0,310.5,,32.1,143
L51274,L,302.0,France,1651.0,30.9,146
H33509,H,,310.5,1459.0,43.2,148
L51276,L,301.9,France,1370.0,,153
L51277,L,301.9,France,1518.0,34.1,155
L51279,L,302.0,France,1464.0,47.2,159
L51284,L,302.1,France,1389.0,49.6,
L51287,L,302.0,310.5,,,175
L51290,L,302.0,310.6,1361.0,,182
M18971,M,,310.6,1563.0,41.0,184
H33526,H,301.9,310.5,1472.0,,error
L51293,L,302.0,310.6,-310.6,55.3,error
M18976,M,302.0,310.5,,58.4,201
L51298,L,302.0,France,1366.0,47.7,206
M18980,M,302.1,310.7,1376.0,46.3,error
M18981,M,302.1,310.7,,47.8,213
L51302,L,302.2,310.6,1462.0,43.6,error
M18983,M,302.1,310.6,1517.0,38.9,
L51304,L,,310.6,1385.0,53.6,5
L51305,L,302.1,310.6,1439.0,40.0,error
M18986,M,302.0,310.6,,,9
H33541,H,,310.6,1438.0,43.2,error
L51308,L,,310.4,1708.0,24.8,17
M18989,M,301.8,France,1666.0,32.7,
L51311,L,301.9,310.3,1485.0,46.3,error
M18992,M,301.8,310.3,1409.0,52.5,26
L51313,L,301.8,310.3,,27.3,29
L51316,L,301.7,310.1,1487.0,48.0,36
L51317,L,,310.1,1384.0,50.5,38
L51318,L,301.7,France,1311.0,57.4,40
H33553,H,301.7,310.2,1620.0,30.8,42
L51320,L,301.7,310.2,1331.0,61.2,47
H33555,H,301.7,310.1,1462.0,,49
L51322,L,301.7,France,,50.2,54
L51323,L,301.7,310.1,1500.0,39.6,error
L51324,L,301.8,310.1,,28.0,58
L51326,L,301.8,310.3,1482.0,41.4,error
L51329,L,301.9,310.4,1603.0,37.6,error
L51337,L,302.0,310.5,1263.0,60.6,
M19019,M,,310.5,1639.0,32.9,94
M19020,M,302.0,France,1608.0,33.1,error
H33575,H,,310.3,1653.0,32.4,100
M19025,M,302.2,France,1507.0,40.4,111
M19027,M,302.3,310.7,1559.0,33.9,error
L51349,L,302.1,France,1559.0,36.0,124
M19030,M,,310.6,1355.0,,126
M19031,M,302.2,France,1832.0,23.7,error
L51352,L,302.2,France,1386.0,50.0,error
M19033,M,302.2,310.6,-310.6,49.2,
M19036,M,,310.7,1544.0,39.7,141
L51357,L,302.5,310.9,,39.2,144
L51358,L,302.5,310.9,1624.0,34.4,error
L51359,L,302.4,France,1349.0,46.1,148
L51360,L,302.4,310.8,1686.0,28.8,150
M19041,M,302.4,310.7,1521.0,40.4,
L51363,L,302.3,310.7,1402.0,,157
L51365,L,302.2,310.6,1348.0,48.4,
M19047,M,302.2,310.7,1601.0,,166
M19048,M,302.3,310.8,1611.0,31.8,169
L51369,L,302.4,310.9,1560.0,31.8,172
H33604,H,302.4,310.9,1444.0,40.7,174
L51373,L,302.4,311.1,1634.0,34.2,184
L51375,L,,311.0,,38.4,188
L51377,L,302.4,311.0,1573.0,36.5,error
M19058,M,302.4,311.1,1432.0,44.5,195
M19059,M,302.5,311.1,1638.0,32.0,198
