Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
M21692,M,301.1,311.1,1384.0,,185
L54014,L,301.1,311.0,1378.0,51.1,190
L54015,L,301.0,310.9,1809.0,25.7,192
H36250,H,301.1,311.0,1339.0,52.8,194
M21697,M,301.0,311.0,1423.0,38.6,199
L54018,L,,France,,41.6,202
L54019,L,301.2,311.2,1558.0,34.1,204
M21701,M,301.1,311.2,1591.0,,208
L54022,L,301.2,311.2,1635.0,29.6,211
L54023,L,301.3,311.3,1509.0,42.5,error
M21704,M,301.3,311.4,1838.0,23.2,error
M21708,M,301.1,311.3,,53.3,8
M21710,M,301.0,311.2,,35.8,13
M21711,M,301.0,311.2,1394.0,41.3,16
H36266,H,301.0,311.2,1602.0,32.7,19
L54033,L,300.9,311.1,1417.0,,error
L54034,L,301.0,311.2,1511.0,42.9,26
M21716,M,301.1,311.3,1836.0,,31
L54037,L,301.1,France,1622.0,35.6,34
L54038,L,301.0,France,1467.0,45.4,36
M21719,M,,311.3,1909.0,22.7,
L54040,L,301.1,311.2,1910.0,20.2,41
H36275,H,301.1,311.3,2207.0,16.6,
M21722,M,301.1,311.2,1384.0,49.4,48
L54043,L,,311.3,1630.0,29.5,51
L54044,L,301.1,311.3,1268.0,60.0,
L54045,L,301.1,311.4,1531.0,,55
L54047,L,301.0,311.3,1342.0,50.9,error
L54048,L,,311.2,,,62
L54049,L,301.0,311.2,1412.0,42.1,64
H36284,H,,311.3,1597.0,39.2,66
L54051,L,301.0,France,1349.0,47.0,error
H36288,H,300.9,311.3,1295.0,58.9,error
M21735,M,300.8,311.2,1592.0,32.9,82
L54056,L,300.8,311.2,1430.0,54.4,85
M21737,M,300.8,311.2,1488.0,40.1,87
H36292,H,300.9,311.2,1518.0,35.0,90
H36293,H,300.8,311.2,2237.0,17.0,95
M21740,M,300.9,311.3,1801.0,24.6,error
L54062,L,300.9,311.4,2073.0,21.4,
L54063,L,300.9,311.3,1953.0,,107
L54064,L,300.8,France,1492.0,39.0,109
L54065,L,,311.2,1397.0,48.7,111
M21746,M,,311.3,1465.0,43.2,113
L54067,L,300.8,France,1782.0,26.9,116
M21748,M,300.9,311.4,1434.0,45.4,
M21750,M,300.9,311.4,1532.0,41.5,
L54071,L,300.9,311.5,1505.0,41.1,error
L54073,L,301.0,311.6,1470.0,,133
M21755,M,301.0,311.6,1357.0,45.6,error
M21756,M,,311.6,1454.0,40.0,140
L54077,L,301.0,311.6,1352.0,,143
L54079,L,300.9,311.6,1671.0,33.5,error
L54082,L,301.0,311.6,1461.0,40.6,error
M21765,M,301.0,311.5,1550.0,34.9,error
M21766,M,301.0,France,1530.0,43.9,165
L54088,L,300.9,311.3,1613.0,32.7,error
L54089,L,300.8,311.2,1376.0,48.1,172
L54090,L,300.8,311.2,1434.0,45.6,
M21772,M,300.8,311.2,1634.0,31.9,
L54093,L,300.8,311.2,1481.0,38.5,181
H36328,H,300.9,311.3,,28.9,183
M21776,M,300.9,311.3,,31.8,190
L54097,L,301.0,311.4,,37.5,193
M21780,M,301.2,311.6,,48.0,623.2
L54102,L,301.2,311.7,1463.0,48.3,
M21785,M,301.1,France,1266.0,55.5,210
H36340,H,301.1,France,1417.0,53.4,0
L54112,L,300.8,311.4,1322.0,,
L54115,L,300.7,311.2,1878.0,24.3,24
L54116,L,,311.1,1471.0,40.7,26
H36351,H,300.6,311.1,1452.0,40.2,error
L54118,L,300.7,311.2,1452.0,44.4,
H36354,H,300.8,France,1453.0,44.6,38
M21802,M,300.8,311.4,1732.0,26.9,
M21804,M,300.7,311.3,1487.0,39.8,
M21805,M,,311.4,1852.0,22.2,error
L54126,L,300.7,311.2,1486.0,46.8,56
M21807,M,300.7,311.3,1562.0,37.1,error
L54128,L,300.7,311.2,1457.0,,61
M21809,M,300.7,311.2,1769.0,26.5,63
M21814,M,,France,1429.0,52.3,77
L54135,L,300.7,311.2,1399.0,,80
M21816,M,300.8,311.2,1434.0,39.1,82
L54138,L,300.6,311.0,,40.7,87
L54139,L,300.6,311.0,1543.0,34.7,89
L54140,L,300.7,France,1413.0,,91
M21821,M,300.7,311.0,,41.2,93
H36377,H,300.7,311.0,1981.0,,
M21824,M,300.7,311.0,1263.0,52.3,104
L54145,L,300.7,311.0,1312.0,52.1,107
L54146,L,300.7,311.0,1969.0,20.7,109
M21827,M,,311.2,1365.0,,111
L54148,L,300.9,311.2,1789.0,25.5,114
L54150,L,300.7,311.0,1436.0,44.9,119
M21831,M,300.7,311.0,1559.0,42.8,121
L54152,L,300.7,311.0,1377.0,49.9,124
L54153,L,300.7,France,1462.0,41.9,126
L54154,L,300.7,311.0,1318.0,48.2,128
M21835,M,300.7,311.0,1378.0,51.6,130
L54156,L,300.6,310.9,,46.7,133
L54158,L,,311.1,1427.0,50.3,137
L54159,L,300.9,311.2,1353.0,60.4,139
L54160,L,300.8,311.3,,45.5,141
H36395,H,300.8,311.2,,,143
L54162,L,300.7,311.1,,43.0,error
M21843,M,300.7,311.0,1334.0,53.9,
M21844,M,300.7,311.0,1706.0,25.0,153
L54166,L,300.7,311.1,1688.0,30.7,161
L54170,L,300.7,311.1,2478.0,13.4,error
L54172,L,300.7,311.0,1596.0,36.9,174
M21853,M,,311.0,1740.0,25.6,176
L54174,L,,310.8,1375.0,53.2,179
M21855,M,300.6,310.7,1705.0,,181
M21856,M,300.5,France,1621.0,32.0,184
M21857,M,300.6,France,1566.0,38.2,187
M21858,M,300.6,310.7,1388.0,42.9,
M21859,M,300.6,310.7,1457.0,36.7,193
M21860,M,300.6,310.6,,,error
L54181,L,,310.5,,38.2,199
H36416,H,300.5,310.6,1411.0,47.2,201
L54183,L,300.5,310.6,1540.0,46.7,621.2
L54184,L,300.5,310.6,1950.0,20.3,208
M21865,M,300.6,France,1339.0,52.9,0
H36420,H,300.6,France,1419.0,39.6,3
L54187,L,300.5,France,1499.0,45.2,FranceFrance
L54188,L,300.5,France,1368.0,49.6,10
L54189,L,300.5,310.5,1536.0,36.2,error
M21870,M,300.5,310.5,1469.0,42.9,
L54191,L,300.5,310.5,2633.0,,17
L54192,L,300.4,310.4,1298.0,,19
H36428,H,300.5,310.5,1403.0,47.7,
L54196,L,300.6,310.5,-310.5,43.1,
M21877,M,,310.6,1474.0,37.0,
M21878,M,300.7,310.7,1377.0,46.7,36
L54199,L,300.8,310.8,,,39
L54200,L,300.8,310.8,1460.0,53.8,41
H36435,H,300.7,310.6,1631.0,32.6,43
L54202,L,300.7,310.5,1561.0,33.2,error
M21883,M,300.7,310.6,1572.0,38.5,50
L54204,L,300.6,310.6,2127.0,18.7,53
H36439,H,300.6,310.6,1448.0,44.7,
L54206,L,300.6,310.7,1543.0,,60
L54207,L,,310.6,1508.0,34.8,
M21888,M,300.6,310.6,1403.0,50.4,64
L54209,L,300.6,310.6,1454.0,,67
L54210,L,300.7,310.8,1772.0,27.3,69
L54211,L,300.7,France,1479.0,49.1,71
L54212,L,300.7,310.9,1723.0,31.0,73
M21893,M,300.7,310.8,1469.0,46.4,75
H36448,H,300.6,310.6,1830.0,26.2,78
L54215,L,300.6,310.6,1497.0,38.2,83
L54216,L,300.7,310.6,1540.0,52.7,85
L54217,L,300.6,310.6,1514.0,,87
L54218,L,300.7,310.6,1654.0,34.2,error
H36453,H,300.6,310.5,,37.0,91
L54220,L,300.7,France,1720.0,30.3,96
M21903,M,300.7,310.6,2006.0,19.1,102
M21904,M,300.7,310.6,1505.0,35.6,105
M21905,M,300.7,310.6,1609.0,27.6,108
M21906,M,300.7,310.5,,22.2,111
L54229,L,300.6,310.4,1494.0,47.3,118
L54230,L,,310.4,1457.0,47.7,120
L54231,L,300.6,310.4,1556.0,37.7,122
H36466,H,300.6,310.4,1510.0,42.8,124
H36467,H,300.7,310.5,1567.0,38.7,129
H36468,H,300.7,310.5,1476.0,43.1,134
L54235,L,300.8,France,1663.0,30.6,139
M21916,M,,310.5,,50.6,141
L54237,L,,310.6,1666.0,36.2,144
L54238,L,300.7,310.6,1520.0,45.9,146
H36474,H,300.6,310.4,1479.0,35.6,
L54241,L,300.6,310.4,,49.7,155
L54243,L,300.7,310.4,1234.0,51.7,
L54245,L,300.8,310.6,1384.0,52.9,165
M21926,M,300.8,310.7,1572.0,36.2,167
M21927,M,300.8,310.7,1386.0,42.1,170
L54248,L,300.8,310.7,1461.0,42.8,173
L54249,L,300.8,310.7,1525.0,39.4,175
L54250,L,300.7,310.7,1333.0,61.0,177
H36485,H,300.7,310.6,1505.0,40.6,179
M21932,M,300.7,310.6,1439.0,41.7,184
L54253,L,300.7,310.6,1491.0,43.2,187
M21934,M,300.7,France,1488.0,39.2,189
L54260,L,300.7,France,1543.0,47.3,203
L54262,L,300.7,310.3,1458.0,47.1793803549296,
L54265,L,,310.3,1484.0,41.0,213
L54266,L,300.6,310.4,2514.0,13.4,error
L54267,L,300.6,France,,30.5,217
M21948,M,300.6,310.3,1614.0,32.7,error
M21950,M,300.6,310.2,1478.0,40.1,
L54272,L,300.7,310.2,1493.0,34.581801484011216,error
L54274,L,,310.2,1447.0,45.9,17
L54275,L,300.6,France,1485.0,49.60906776173795,19
L54278,L,300.7,310.2,1642.0,32.6,error
M21959,M,300.7,310.2,1373.0,,28
L54280,L,300.7,310.2,,32.8,error
L54281,L,300.8,France,,22.8,33
L54285,L,300.9,310.4,1536.0,34.2,error
L54286,L,300.8,310.5,1482.0,,47
H36521,H,300.9,310.5,,,49
M21968,M,,310.5,1511.0,35.8,54
L54289,L,300.9,310.5,1599.0,,57
M21971,M,300.8,310.4,1450.0,39.4,error
L54292,L,300.9,310.4,1427.0,47.0,
M21975,M,301.0,310.6,1460.0,53.6,74
L54297,L,300.9,310.5,1570.0,,79
L54298,L,300.9,France,1565.0,35.9,81
L54299,L,301.0,310.5,1378.0,44.4,
L54300,L,300.9,France,2288.0,16.1,85
L54302,L,300.9,France,1788.0,27.8,90
M21983,M,300.9,France,1576.0,40.4,92
M21984,M,300.8,France,1868.0,24.5,95
M21986,M,300.6,France,,33.9,100
L54308,L,,310.0,1511.0,36.9,error
L54310,L,300.6,France,1428.0,48.8,109
M21994,M,300.5,France,1406.0,50.2,119
L54315,L,300.5,309.9,1443.0,48.3,122
M21996,M,300.5,309.9,1343.0,63.7,124
M21997,M,,310.0,1486.0,41.2,127
L54318,L,300.6,310.1,1297.0,50.0,
