Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
L49066,L,297.9,307.6,1503.0,40.7,124
M16747,M,,307.5,1642.0,32.4,126
M16748,M,297.8,307.4,1902.0,24.3,
H31303,H,297.7,307.4,1432.0,,132
L49070,L,297.8,France,1512.0,40.8,137
L49071,L,,307.4,1764.0,,
M16752,M,297.8,France,1438.0,43.6,
L49073,L,297.8,307.5,1631.0,29.9,144
H31308,H,297.9,307.5,1880.0,23.3,146
L49075,L,297.9,307.6,1344.0,54.3,151
L49076,L,297.9,307.5,1574.0,35.8,153
L49077,L,297.8,307.4,1418.0,41.2,155
L49078,L,297.8,307.5,1372.0,54.1,157
L49079,L,297.8,France,1388.0,40.0,159
H31314,H,297.9,307.6,1493.0,36.0,161
M16761,M,297.9,307.6,1505.0,40.1,166
L49082,L,298.0,307.6,1694.0,29.1,
L49083,L,297.9,307.6,1968.0,20.4,171
M16764,M,298.0,307.6,1569.0,35.6,173
L49085,L,297.9,France,1687.0,29.1,
L49086,L,297.9,France,1430.0,52.4,178
L49087,L,297.9,307.6,1504.0,42.4,180
L49088,L,297.9,France,1977.0,20.2,
L49089,L,,307.7,1435.0,45.6,184
H31324,H,298.0,307.7,1547.0,36.8,186
M16772,M,298.0,France,1621.0,,194
L49094,L,298.0,307.7,1643.0,32.3,200
L49095,L,298.0,307.7,1492.0,38.7,202
L49096,L,298.0,307.7,1387.0,50.8,204
M16777,M,,307.9,1463.0,,206
L49099,L,298.2,308.0,1658.0,30.0,3
L49100,L,298.1,307.9,2161.0,,5
L49102,L,298.0,307.8,,26.6,
L49103,L,,307.7,1529.0,34.1,11
L49104,L,297.9,307.7,1353.0,50.7,13
L49105,L,297.9,307.7,1537.0,37.7,15
L49106,L,298.0,307.7,1606.0,30.8,615.4
H31341,H,,307.8,1314.0,,19
L49108,L,298.0,307.8,,,24
M16789,M,298.0,307.8,1483.0,50.9,26
M16790,M,298.1,307.9,1569.0,37.0,
M16791,M,298.2,308.0,1969.0,,
M16792,M,298.1,308.0,1686.0,29.3,35
L49114,L,298.1,307.9,1698.0,33.3,40
M16795,M,298.1,307.9,1377.0,55.1,42
L49121,L,298.1,307.9,,58.2,57
L49126,L,298.2,308.1,1622.0,34.9,error
L49128,L,298.1,308.1,,45.8,71
L49133,L,297.9,307.7,-307.7,34.9,83
L49135,L,297.9,307.7,1308.0,55.2,87
M16816,M,,307.7,-307.7,46.8,89
H31371,H,297.9,307.7,,35.9,92
H31372,H,,307.7,,43.2,97
M16819,M,297.8,307.6,1352.0,49.4,102
L49140,L,297.8,307.6,1446.0,51.4,105
L49141,L,297.8,307.5,1448.0,51.2,
L49142,L,297.8,307.5,1391.0,48.6,109
L49143,L,297.7,307.5,1379.0,43.3,111
M16824,M,297.8,307.5,1405.0,,113
L49145,L,297.8,307.5,1581.0,33.1,116
L49146,L,297.9,307.6,1515.0,40.5,
L49147,L,297.9,307.6,1589.0,37.8,120
L49148,L,298.0,307.6,1281.0,50.8,122
H31383,H,297.8,307.5,,31.3,124
M16830,M,297.9,307.6,1202.0,67.0,129
L49151,L,297.9,307.6,1298.0,52.7,132
L49152,L,297.9,307.6,1612.0,30.7,error
L49153,L,297.9,307.6,1747.0,25.3,136
L49154,L,,307.6,1450.0,48.7,error
L49155,L,298.0,307.7,1422.0,45.6,140
M16836,M,298.1,307.7,1419.0,,142
M16837,M,298.1,307.7,1633.0,30.7,145
L49158,L,298.0,307.7,1442.0,43.6,148
H31393,H,298.0,307.6,1420.0,45.8,150
M16840,M,,307.6,1301.0,58.5,155
L49161,L,298.0,307.6,1385.0,45.0,158
M16842,M,298.0,France,1487.0,41.3,160
M16843,M,,307.6,1459.0,44.4,163
M16844,M,298.0,307.5,1387.0,45.5,166
L49165,L,298.1,307.7,,40.8,169
L49166,L,298.1,307.6,1498.0,42.9,171
M16847,M,298.2,307.8,1599.0,,
L49169,L,298.2,307.9,,,181
L49170,L,298.2,307.8,1423.0,48.1,error
L49172,L,298.2,307.8,1375.0,46.6,error
L49175,L,298.3,France,1451.0,47.1,196
M16856,M,298.4,France,,38.2,198
L49177,L,298.3,France,1672.0,41.3,0
H31412,H,298.3,308.0,1637.0,,2
L49179,L,,308.0,1540.0,37.8,7
L49181,L,298.4,France,1604.0,34.9,11
L49184,L,298.5,308.2,1451.0,47.5,18
L49185,L,,308.3,1504.0,,616.6
L49188,L,298.5,France,1811.0,24.7,27
M16869,M,298.6,308.3,1717.0,28.7,
L49190,L,298.6,308.3,1278.0,60.5,
L49193,L,298.6,308.4,1485.0,42.9,
L49194,L,298.6,308.4,1310.0,59.7,40
L49195,L,298.5,308.2,1301.0,66.3,
L49196,L,298.5,308.3,1458.0,44.0,44
M16879,M,298.7,308.5,,27.0,50
L49202,L,298.7,308.4,1373.0,46.9,
L49203,L,298.7,France,1444.0,54.2,62
M16884,M,298.7,308.6,-308.6,24.7,64
L49207,L,298.7,308.4,1750.0,25.8,
L49209,L,298.7,308.5,1668.0,,77
L49211,L,,308.6,1331.0,62.8,81
L49212,L,298.8,308.5,1444.0,42.2,
M16894,M,298.8,308.5,1425.0,47.4,
L49216,L,299.0,308.7,1892.0,22.8,
H31451,H,299.0,France,1940.0,19.9,98
L49218,L,,308.8,1405.0,55.2,103
M16899,M,,308.9,1449.0,39.6,105
L49220,L,299.1,308.9,,29.6,108
L49221,L,299.1,308.9,,27.2,
L49224,L,299.3,309.1,1470.0,41.1,error
L49226,L,299.3,309.1,1388.0,,123
L49232,L,,309.3,1477.0,40.4,138
L49233,L,299.5,309.3,1382.0,,140
M16914,M,299.6,309.4,1605.0,29.8,
L49240,L,299.6,309.5,1803.0,,159
L49241,L,299.7,309.6,1359.0,50.7,error
M16922,M,299.7,309.6,1477.0,42.7,
L49244,L,299.6,France,1453.0,41.4,168
L49250,L,299.7,309.5,,49.7,184
M16931,M,299.7,309.6,1313.0,60.0,
L49252,L,299.6,309.5,1570.0,,189
L49254,L,299.5,309.4,,31.5,193
M16938,M,,309.3,1692.0,28.4,201
M16939,M,299.3,309.3,1523.0,37.9,error
M16941,M,299.4,309.3,1485.0,,209
H31496,H,299.4,309.2,-309.2,36.1,212
H31497,H,299.4,309.3,,28.2,0
L49264,L,299.5,309.3,1442.0,46.2,
L49265,L,,309.3,1462.0,46.7,7
L49267,L,299.5,France,1577.0,,14
L49268,L,299.6,309.4,1331.0,46.4,16
L49269,L,,309.3,1941.0,22.5,18
L49270,L,299.5,309.2,,47.3,error
L49273,L,299.4,309.2,1564.0,39.0,26
M16956,M,299.5,309.4,1387.0,56.2,error
M16957,M,299.4,309.4,1326.0,47.5,
L49278,L,299.4,309.3,1401.0,59.0,
L49279,L,299.4,309.3,1596.0,31.8,40
