Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
L55373,L,299.5,310.8,1873.0,22.3,
L55374,L,299.4,310.7,1426.0,39.24801048634002,error
L55375,L,299.4,310.8,,53.9,error
L55376,L,,310.8,1622.0,33.6,217
M23057,M,,310.7,1492.0,45.7,error
L55379,L,299.2,310.7,,27.0,225
L55380,L,,310.8,1426.0,42.4,0
L55382,L,,310.9,1669.0,32.4,5
M23063,M,299.4,France,1473.0,40.1,7
L55386,L,299.3,310.8,1483.0,43.5,error
L55389,L,299.3,310.8,,46.9,21
H37624,H,,310.7,1636.0,29.4,23
H37626,H,,310.5,1329.0,48.9,30
M23073,M,,310.5,1548.0,33.5,error
L55394,L,,310.5,1391.0,45.8,38
M23080,M,298.9,310.3,,35.2,50
L55403,L,,310.5,1329.0,54.9,58
L55405,L,299.1,France,1532.0,36.6,error
M23087,M,299.1,310.4,,51.4,66
M23093,M,,France,1449.0,43.2,error
L55414,L,299.2,310.6,1534.0,,83
L55416,L,299.2,310.6,1498.0,41.1,
L55417,L,299.1,310.6,1796.0,,90
L55419,L,299.0,France,1339.0,49.6,94
M23101,M,298.9,310.2,2099.0,20.0,
M23102,M,299.0,310.3,1689.0,,101
L55424,L,299.0,310.4,-310.4,38.8,error
M23105,M,299.0,310.3,1303.0,68.6,111
L55427,L,299.0,310.4,1713.0,28.0,
L55429,L,,310.4,1524.0,39.8,120
M23110,M,299.0,310.4,1394.0,45.2,122
L55433,L,,310.4,1657.0,31.0,129
M23114,M,299.0,310.4,1625.0,37.1,131
L55435,L,299.0,310.4,1606.0,31.1,134
H37670,H,299.0,310.5,1336.0,56.8,136
M23117,M,299.0,France,1587.0,34.2,141
L55438,L,299.1,310.6,1602.0,39.7,
L55439,L,299.1,France,1471.0,38.4,146
H37674,H,299.1,France,1332.0,48.0,148
H37675,H,299.2,310.6,1434.0,48.4,error
L55442,L,299.1,310.6,1921.0,,158
H37677,H,299.2,310.6,1704.0,30.6,error
M23124,M,299.1,310.6,1397.0,49.5,error
H37679,H,,310.6,1791.0,28.0,168
H37683,H,,310.8,1761.0,30.4,error
L55451,L,,310.7,1309.0,51.1,188
L55452,L,,310.6,1363.0,52.6,190
M23135,M,298.9,France,1720.0,31.724265118091022,197
L55458,L,,310.5,1464.0,,207
H37695,H,298.9,310.6,1519.0,38.8,
L55464,L,,310.6,1651.0,33.3,0
M23146,M,298.8,310.5,1678.0,32.8,error
M23148,M,298.8,310.6,,33.8,error
M23150,M,298.9,310.6,1679.0,35.8,
L55471,L,298.9,310.5,1717.0,,17
L55475,L,298.9,310.4,,,error
L55480,L,298.7,France,1558.0,37.6,44
M23161,M,298.7,310.1,1644.0,34.1,
L55483,L,298.8,France,1504.0,41.0,51
H37719,H,298.8,310.1,1380.0,44.0,error
M23167,M,298.7,310.1,,69.7,64
L55488,L,,France,1401.0,45.3,67
M23169,M,,310.0,1459.0,40.2,
L55490,L,298.7,309.9,1465.0,39.7,
M23171,M,,France,1295.0,52.7,74
M23173,M,298.8,310.0,1484.0,44.9,
H37729,H,298.7,309.8,1422.0,40.7,error
L55496,L,,309.8,,40.0,90
L55497,L,298.7,France,1667.0,30.4,92
L55499,L,298.7,309.7,1393.0,,99
L55502,L,298.7,309.6,1364.0,44.9,error
M23184,M,298.7,309.5,1394.0,46.0,113
M23185,M,298.7,309.5,1500.0,38.8,error
M23187,M,,309.6,1254.0,57.1,124
L55509,L,,309.7,1424.0,49.6,129
L55510,L,298.8,309.7,1505.0,39.0,131
L55512,L,298.8,309.7,1529.0,44.0,
M23193,M,298.8,309.7,,48.5,138
L55516,L,,309.7,1449.0,48.8,147
M23197,M,298.8,France,1589.0,35.3,error
L55522,L,298.7,309.7,1510.0,40.6,error
L55524,L,,309.7,1609.0,40.4,169
H37759,H,298.8,309.8,1490.0,35.9,error
L55526,L,,309.7,1601.0,35.7,
L55527,L,298.7,309.6,1665.0,31.1,error
M23209,M,298.7,France,1487.0,33.6,183
M23210,M,298.7,309.6,1382.0,48.1,
L55533,L,298.7,France,1442.0,55.6,194
L55534,L,,France,1390.0,50.3,196
L55540,L,298.6,309.6,1540.0,,5
L55541,L,298.6,309.5,,,7
L55542,L,,309.6,-309.6,62.5,9
L55544,L,298.9,309.8,,49.0,13
M23226,M,,309.8,1836.0,22.8,18
L55547,L,298.9,309.8,1390.0,,21
L55550,L,298.8,France,1634.0,33.6,27
M23233,M,298.7,309.7,1362.0,,34
L55554,L,298.8,309.7,,63.4,37
M23238,M,,309.9,1331.0,61.6,46
L55559,L,298.8,France,1629.0,31.9,49
H37795,H,298.8,France,1530.0,38.3,53
H37799,H,298.8,309.8,1563.0,38.8,
M23246,M,,309.9,1501.0,37.1,error
L55567,L,298.8,309.9,1351.0,47.2,
L55568,L,298.9,309.9,1365.0,,75
L55569,L,298.8,309.9,1525.0,39.7,error
M23250,M,,309.8,1288.0,,
M23252,M,,309.6,1502.0,39.4,error
L55573,L,,309.5,1428.0,43.5,619.0
M23254,M,,309.5,1566.0,,89
H37810,H,298.6,France,1593.0,33.3,95
L55577,L,298.5,309.6,1724.0,26.4,error
L55578,L,,309.7,2617.0,12.1,102
