Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
L53694,L,301.0,France,1507.0,41.8,19
H35930,H,,310.0,1470.0,40.1,23
L53697,L,301.1,310.1,1540.0,36.6,28
L53699,L,301.1,310.1,1417.0,46.9,35
M21380,M,301.2,France,1666.0,34.9,
L53701,L,301.1,310.1,1666.0,,40
L53702,L,301.1,310.1,1489.0,,error
M21383,M,301.1,310.2,1850.0,27.7,error
L53704,L,301.1,310.4,1874.0,24.8,error
L53705,L,301.1,310.4,1312.0,73.6,49
L53706,L,301.2,310.4,1515.0,38.4,51
L53707,L,301.2,310.4,1516.0,44.4,
L53708,L,301.2,France,1546.0,40.0,
L53709,L,301.3,310.6,1481.0,40.9,57
H35944,H,,310.6,1605.0,,59
H35945,H,,310.7,1656.0,,
H35946,H,301.2,310.6,1352.0,52.0,error
L53714,L,301.3,310.6,1436.0,44.2,
H35949,H,301.2,310.5,1505.0,43.6,78
L53716,L,301.3,310.5,1406.0,47.1,83
M21397,M,301.3,310.5,1481.0,39.7,
L53718,L,301.4,310.7,,44.6,88
M21400,M,301.4,France,1368.0,63.7,FranceFrance
L53721,L,301.4,310.7,1509.0,38.3,error
L53727,L,301.4,310.8,,29.2,error
L53728,L,301.4,310.8,1770.0,24.1,112
H35963,H,301.3,310.6,1527.0,44.0,error
L53730,L,301.3,310.7,1516.0,,
L53731,L,301.4,310.7,1616.0,36.5,121
L53733,L,,310.8,1389.0,,error
M21414,M,301.4,310.7,1639.0,29.8,error
L53736,L,301.5,310.7,1686.0,27.9,error
M21417,M,301.5,310.6,1638.0,31.9,
M21418,M,301.5,France,1447.0,41.9,140
H35973,H,301.5,310.6,1512.0,39.0,143
L53740,L,301.6,310.8,-310.8,23.463430077435213,148
L53741,L,301.5,310.7,1596.0,35.4,150
M21422,M,301.5,310.7,1871.0,21.3,
L53743,L,,310.7,1942.0,20.5,155
L53744,L,301.4,310.6,1557.0,38.2,157
L53745,L,301.4,310.6,1550.0,36.8,159
L53746,L,301.3,310.6,1966.0,22.6,161
M21427,M,301.3,310.6,1499.0,36.1,error
L53748,L,301.3,310.6,1521.0,36.3,166
M21429,M,301.4,310.7,-310.7,42.0,168
L53750,L,301.4,310.6,1634.0,31.1,171
M21431,M,301.3,310.6,1378.0,49.4,173
M21433,M,301.4,310.6,1855.0,25.3,178
L53754,L,301.4,310.6,1578.0,33.0,181
M21435,M,301.4,310.5,1451.0,45.3,
L53756,L,301.5,310.5,1644.0,34.9,
L53757,L,301.4,310.4,1388.0,45.3,
L53758,L,301.4,310.4,1543.0,40.9,190
L53759,L,301.3,310.4,1501.0,41.6,192
L53760,L,301.3,310.4,1507.0,39.1,194
L53761,L,,310.4,1559.0,36.0,error
L53762,L,301.5,310.5,1528.0,35.7,198
M21443,M,301.5,310.5,1503.0,38.2,200
L53764,L,301.5,310.5,1372.0,44.0,203
M21445,M,301.5,310.5,1600.0,32.8,205
L53766,L,301.5,310.6,1453.0,,208
L53768,L,,310.7,1457.0,40.4,213
M21449,M,301.6,310.6,1553.0,38.9,0
M21452,M,301.6,310.7,-310.7,47.8,7
L53774,L,301.6,France,2103.0,19.7,12
M21455,M,301.5,310.7,,38.6,error
L53777,L,301.5,310.6,1481.0,46.8,20
L53779,L,301.6,310.7,,39.5,24
M21460,M,301.5,310.6,1424.0,47.0,26
L53782,L,301.5,310.6,1374.0,46.7,32
M21463,M,301.5,310.6,1403.0,47.4,34
M21464,M,301.5,310.6,,37.4,37
M21465,M,301.6,310.6,1691.0,30.1,40
H36020,H,301.5,France,1538.0,44.3,43
L53787,L,301.5,310.5,1556.0,,48
M21468,M,301.5,France,1593.0,36.8,50
L53789,L,301.5,310.4,1474.0,39.9,53
L53790,L,301.5,310.4,,34.0,
H36025,H,301.5,310.5,1587.0,33.8,57
L53792,L,301.6,310.6,1222.0,70.0,62
L53793,L,301.7,310.6,1513.0,41.1,64
L53794,L,301.7,France,1660.0,28.7,66
L53795,L,301.7,310.6,1545.0,,68
M21476,M,301.7,310.6,,45.8,
L53797,L,,310.6,1321.0,60.8,
M21478,M,301.6,310.6,1309.0,65.8,75
M21480,M,301.6,310.7,,23.8,81
L53802,L,301.7,France,1493.0,51.1,87
L53804,L,301.7,310.7,1532.0,,92
M21485,M,301.6,310.7,1421.0,44.4,
L53806,L,301.6,310.6,1613.0,42.5,97
M21487,M,301.7,310.6,1876.0,22.1,99
L53808,L,301.6,310.5,1593.0,34.5,102
L53809,L,301.6,310.5,1397.0,49.4,104
M21490,M,301.6,310.5,1414.0,49.3,106
M21491,M,301.5,310.4,1378.0,55.3,
L53812,L,301.4,310.4,1301.0,51.2,112
M21493,M,301.5,310.5,1737.0,29.3,114
L53814,L,301.5,310.5,1396.0,,117
L53815,L,301.5,310.5,1534.0,39.3,119
M21496,M,301.5,310.5,1774.0,25.5,121
H36051,H,301.5,310.5,1453.0,48.0,124
L53818,L,301.5,310.5,1453.0,,129
L53819,L,301.4,310.5,1380.0,48.4,131
L53820,L,301.4,310.4,1334.0,43.2,133
L53821,L,301.5,310.5,1702.0,,error
L53822,L,301.6,France,1431.0,37.5,137
M21503,M,,310.5,1308.0,60.5,139
L53824,L,301.5,310.6,1565.0,43.9,142
M21505,M,301.5,France,1486.0,39.6,
L53826,L,301.5,310.5,1479.0,34.2,147
L53827,L,301.5,310.5,1927.0,22.4,149
L53828,L,301.5,310.4,1488.0,,151
M21509,M,301.5,310.4,1350.0,54.9,153
L53830,L,301.6,310.4,1561.0,35.3,156
M21511,M,301.5,310.4,1276.0,55.6,158
H36066,H,301.5,310.4,1580.0,35.7,161
M21513,M,301.4,310.3,1610.0,29.1,166
L53834,L,301.4,310.3,2203.0,,169
L53835,L,301.4,310.3,1639.0,32.7,171
M21516,M,301.4,310.4,1553.0,44.7,173
L53837,L,301.4,310.3,1374.0,47.6,176
L53838,L,301.4,310.4,1430.0,50.9,178
L53839,L,301.3,310.3,1626.0,31.3,180
H36074,H,301.4,310.5,1421.0,43.8,182
M21521,M,301.3,310.4,1501.0,39.8,187
M21522,M,,310.4,2093.0,18.7,190
L53843,L,301.3,310.4,1504.0,47.2,193
L53844,L,,310.4,1538.0,38.4,
L53845,L,301.3,310.4,1440.0,41.5,197
L53846,L,301.3,310.4,1414.0,51.4,199
H36081,H,301.4,310.5,1536.0,39.9,error
L53848,L,301.4,310.5,1476.0,,206
L53849,L,301.4,310.5,1571.0,33.9,208
L53850,L,301.5,France,1998.0,20.2,
L53851,L,301.5,310.6,1357.0,,212
L53853,L,301.6,310.7,1380.0,51.8,error
L53854,L,301.5,France,1618.0,35.5,218
L53855,L,301.5,310.6,1579.0,28.0,220
L53860,L,301.5,310.8,1417.0,,5
L53861,L,301.4,310.7,1425.0,45.1,
L53863,L,,France,1318.0,50.6,11
L53864,L,301.6,France,1538.0,40.4,13
M21553,M,301.8,311.0,,26.7,33
L53881,L,301.6,310.9,,34.1,error
M21562,M,301.6,France,,32.0,58
M21564,M,301.5,310.7,1510.0,36.0,error
M21565,M,301.5,310.6,1382.0,58.1,67
L53886,L,301.4,310.6,1381.0,,
L53887,L,,310.6,1556.0,39.0,error
M21568,M,301.4,310.6,1464.0,37.4,74
L53889,L,301.4,310.6,1481.0,37.6,77
L53890,L,301.5,France,1323.0,49.7,79
H36126,H,301.4,310.7,,36.4,
L53893,L,301.3,310.6,,45.2,88
L53894,L,301.3,310.6,1440.0,53.8,
L53895,L,301.3,310.6,1576.0,30.4,92
L53896,L,301.3,310.6,1387.0,,94
M21577,M,,310.6,1464.0,48.6,96
L53898,L,301.4,310.6,2137.0,18.0,error
M21579,M,301.4,310.6,1431.0,40.6,error
