Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
L52800,L,303.0,312.3,1533,38.5,134
M20481,M,,312.2,1292,54.4,136
L52802,L,302.9,312.2,1571,40.6,139
L52803,L,302.9,312.3,1578,36.3,141
M20484,M,302.8,France,1469,36.9,143
L52805,L,302.7,312.1,,24.4,146
H35040,H,302.7,France,1603,32.5,148
L52807,L,302.7,312.1,1597,39.8,153
L52808,L,302.7,312.1,1688,32.0,155
L52809,L,,312.2,1405,51.4,157
M20490,M,302.8,France,1615,32.9,159
L52811,L,302.8,312.2,1515,36.8,162
L52812,L,302.7,312.2,1376,52.8,164
L52813,L,302.7,312.2,1447,,166
M20494,M,302.6,France,,56.5,168
L52815,L,302.6,312.1,1502,47.3,171
L52816,L,302.6,312.0,1447,45.5,173
M20497,M,302.5,312.0,1487,46.1,175
L52818,L,302.6,France,1519,38.1,178
L52819,L,302.6,312.1,1668,28.7,180
L52820,L,302.6,312.1,1420,51.6,182
L52821,L,302.6,312.1,1473,37.3,184
L52822,L,302.5,France,1495,38.8,186
L52823,L,302.5,France,1574,42.0,188
L52824,L,302.5,312.0,1383,51.3,190
M20505,M,302.5,312.0,1591,29.4,192
M20506,M,302.4,311.8,1644,37.2,195
H35061,H,302.5,311.8,2370,14.7,198
L52828,L,302.5,311.9,1401,44.9,203
M20509,M,302.5,311.9,1414,51.6,205
L52830,L,,312.0,1456,46.3,208
M20511,M,302.5,312.0,1447,45.7,
L52832,L,302.4,311.8,1727,26.5,
L52833,L,302.4,311.7,1495,36.8,error
L52834,L,302.3,311.6,1544,34.3,0
L52835,L,302.3,311.5,1387,47.3,2
M20516,M,302.3,311.5,1316,47.2,4
L52837,L,302.3,311.5,1794,26.1,7
M20518,M,302.2,311.4,1372,55.1,9
M20519,M,302.3,311.5,1674,30.0,
L52840,L,,311.4,1477,41.7,15
L52841,L,302.2,311.4,1397,53.0,17
L52842,L,302.2,311.5,1616,34.0,19
M20523,M,302.3,311.5,1530,42.3,21
M20524,M,302.2,France,1539,35.1,24
L52845,L,302.3,311.4,,21.9,27
L52846,L,302.2,France,1430,43.1,29
L52847,L,302.2,311.4,2080,19.2,31
M20528,M,302.2,311.4,1432,45.3,33
M20529,M,,311.5,1479,39.5,36
L52850,L,302.2,311.5,1424,,error
H35085,H,302.2,311.6,1534,37.2,error
H35086,H,302.1,311.6,1701,26.2,46
L52853,L,302.2,311.6,1462,50.0,
M20534,M,302.2,311.7,1393,42.5,53
M20535,M,,France,1453,42.5,56
L52856,L,302.3,France,1565,37.8,59
L52857,L,302.3,311.8,1281,51.7,
M20538,M,302.2,311.7,1584,36.2,63
M20539,M,302.2,311.7,1466,49.0,66
M20540,M,302.2,311.6,1386,50.5,69
L52861,L,302.2,311.6,1383,44.3,72
H35096,H,302.3,311.6,1441,53.9,error
M20543,M,302.2,311.6,1592,37.7,
H35098,H,302.2,311.6,1594,36.8,82
L52865,L,302.2,311.5,1482,45.6,87
L52866,L,302.2,311.6,1658,,error
L52867,L,302.3,311.7,2170,18.2,91
M20548,M,302.3,311.7,1423,44.6,93
L52869,L,302.4,311.8,1543,31.1,96
L52870,L,302.3,311.8,1435,44.8,98
L52871,L,302.4,311.8,1320,56.4,100
M20552,M,302.4,311.9,1313,55.7,102
M20553,M,,311.8,1453,42.1,105
L52874,L,302.4,311.8,1508,45.7,108
L52875,L,302.4,311.8,1451,42.0,110
H35110,H,302.5,311.9,1595,34.6,112
L52877,L,302.5,311.9,1354,49.4,117
L52878,L,302.5,311.9,1265,59.8,119
L52879,L,302.4,311.9,1867,25.9,121
L52880,L,302.5,311.9,-311.9,41.920555361510566,123
M20561,M,302.5,311.9,,,125
L52882,L,302.3,France,1544,43.2,128
H35117,H,302.3,311.7,1456,45.4,130
L52884,L,302.5,311.8,1335,52.7,135
L52885,L,302.4,France,1452,43.1,137
L52886,L,302.4,311.9,1290,70.0,139
L52887,L,302.4,311.8,1448,43.4,141
L52888,L,302.3,311.7,1611,38.6,143
L52889,L,302.2,311.7,1556,38.6,145
H35124,H,302.2,311.7,1413,46.5,147
L52891,L,302.2,311.6,1545,35.9,
L52892,L,302.2,311.7,1330,54.6,154
L52893,L,302.2,311.9,1596,38.0,
L52894,L,302.2,311.8,1618,36.0,error
H35129,H,302.2,France,1597,35.8,160
L52896,L,302.3,312.0,,52.2,error
L52897,L,302.3,312.0,1746,28.1,167
L52898,L,,312.0,1621,32.5,169
L52899,L,,312.0,1398,43.3,171
L52900,L,302.3,311.9,1434,51.9,173
M20581,M,302.3,311.8,1443,43.4,error
L52902,L,302.2,311.7,1488,44.6,178
M20583,M,302.3,311.8,,48.0,180
L52904,L,302.3,311.8,1433,50.3,error
M20585,M,302.3,311.8,1557,34.1,error
M20586,M,302.4,311.9,1398,50.1,188
M20587,M,302.3,311.8,1559,34.4,191
M20588,M,302.4,311.9,1422,46.4,194
M20589,M,302.3,311.8,1463,35.7,error
L52910,L,302.3,311.7,1793,25.3,200
L52911,L,302.2,311.6,1872,20.4,202
L52912,L,,311.7,1412,44.5,204
L52913,L,302.3,311.8,1487,43.2,206
L52914,L,302.3,311.8,1369,56.2,208
L52915,L,302.4,311.8,1673,30.1,210
M20596,M,302.4,311.9,1439,36.6,212
L52917,L,302.3,311.8,1574,42.8,
L52918,L,302.3,311.7,1281,,0
M20599,M,302.2,311.7,1653,31.4,2
M20600,M,302.3,311.7,1535,38.3,5
M20601,M,302.3,311.7,,40.5,8
L52922,L,302.3,311.7,1414,47.0,11
M20603,M,302.2,311.6,1379,42.9,13
H35158,H,302.2,311.5,1482,42.6,16
L52925,L,,France,1987,20.1,21
M20606,M,302.1,311.5,1635,31.6,23
L52927,L,302.1,311.5,1533,39.4,26
M20608,M,302.2,311.7,1576,34.0,28
H35163,H,302.2,France,1330,62.4,31
L52930,L,302.2,311.8,1981,21.8,36
H35165,H,302.3,311.8,1475,42.8,
H35166,H,302.3,311.8,1804,,43
L52933,L,302.2,311.6,1416,,48
L52934,L,302.1,311.5,1727,27.7,50
L52935,L,302.1,311.4,1391,49.2,
M20616,M,302.0,311.5,1366,52.3,54
L52937,L,301.9,311.3,1366,55.6,
L52938,L,301.9,311.3,,40.8,59
L52939,L,301.8,311.3,1551,35.8,
M20620,M,301.9,311.3,1522,35.6,63
L52941,L,301.9,311.2,1369,49.8,66
L52942,L,301.8,311.2,1334,52.3,68
H35177,H,301.8,311.2,1451,39.4,70
L52944,L,301.7,France,1589,37.9,75
L52945,L,301.7,France,1708,30.5,77
M20626,M,301.7,311.2,1413,42.6,79
M20627,M,,311.2,1415,46.5,82
L52948,L,301.7,311.3,1421,45.9,error
L52949,L,301.7,311.3,1348,51.0,87
L52950,L,301.6,311.2,1408,42.9,89
L52951,L,301.6,311.2,1525,43.7,91
L52952,L,301.6,311.3,1706,29.9,93
H35187,H,301.6,311.2,1395,46.8,95
L52954,L,301.5,311.1,1602,,
L52955,L,,311.1,1907,21.5,102
L52956,L,301.6,311.1,1325,49.2,104
L52957,L,301.6,France,1408,44.4,106
M20638,M,301.7,311.1,1489,41.4,108
L52959,L,301.6,311.1,1680,29.2,111
L52960,L,301.7,311.2,1517,42.4,113
M20641,M,301.7,311.1,1618,36.7,115
L52962,L,301.7,311.1,1455,39.8,118
H35197,H,301.8,311.1,1543,36.4,120
M20644,M,301.8,311.1,1399,41.8,125
L52965,L,301.7,311.1,1469,37.2,128
L52966,L,301.7,311.2,1521,36.7,130
L52967,L,301.7,311.3,,38.03260296536517,error
L52968,L,301.8,311.5,1443,43.3,134
M20649,M,301.8,311.5,,49.0,136
M20650,M,301.7,311.2,1563,34.5,139
M20651,M,301.8,311.3,1542,40.1,error
M20652,M,301.8,311.3,1624,31.6,145
L52973,L,301.8,311.3,,44.2,622.6
M20654,M,301.9,France,1492,40.8,150
M20655,M,301.9,311.4,1465,39.9,153
L52976,L,301.7,311.1,1399,,156
L52977,L,,311.0,1431,42.6,
L52978,L,301.5,310.9,1600,39.0,160
L52979,L,301.5,310.8,,34.5,162
L52980,L,301.5,310.9,,44.7,164
L52981,L,301.5,France,1413,44.6,166
L52982,L,301.4,310.8,,,168
L52983,L,301.5,France,1671,31.1,170
L52984,L,301.5,France,1365,46.5,172
M20665,M,301.4,310.9,1557,39.3,174
L52986,L,301.4,310.9,1440,45.4,177
M20667,M,301.4,310.9,1489,38.9,error
L52988,L,301.4,France,1733,25.7,182
H35223,H,301.3,France,,36.6,184
L52990,L,301.3,311.0,1856,21.9,189
L52991,L,301.3,311.1,1454,40.3,191
L52992,L,301.4,311.1,,36.3,error
L52993,L,301.2,311.0,1761,,195
M20674,M,301.3,311.0,1402,47.5,622.0
L52995,L,301.2,311.0,1670,33.0,error
L52996,L,301.3,311.0,1582,35.6,202
L52997,L,301.3,311.0,1542,35.1,204
L52998,L,301.3,311.0,1539,36.9,206
L52999,L,301.3,311.0,1418,41.9,208
L53000,L,301.3,311.1,1723,,210
L53001,L,,311.1,1303,49.2,212
M20682,M,301.3,311.0,1463,50.2,error
L53003,L,,311.0,1544,39.3,217
L53004,L,301.2,311.0,1596,37.2,219
L53005,L,301.3,311.1,1413,42.0,error
M20686,M,301.3,311.1,1492,41.2,223
L53007,L,301.3,311.1,,,0
L53008,L,,311.1,1504,39.1,2
M20689,M,301.2,311.1,1574,34.3,4
M20690,M,,311.2,1438,42.4,7
L53011,L,301.3,311.3,1474,50.7,10
L53012,L,,311.2,1675,,error
L53013,L,301.3,311.2,1457,44.5,14
L53014,L,301.3,311.3,1434,49.8,16
L53015,L,301.3,311.2,1668,30.1,error
L53016,L,301.2,311.1,1550,39.7,20
M20697,M,,311.1,1834,25.4,22
M20698,M,301.4,France,1476,36.5,25
M20699,M,301.4,311.2,1541,36.3,28
M20700,M,301.3,311.1,1581,30.9,31
M20701,M,301.3,311.1,1678,30.7,34
L53022,L,301.4,311.2,1355,50.6,37
L53023,L,301.5,France,1700,28.8,39
L53024,L,301.4,311.1,1462,37.1,41
M20705,M,301.4,311.2,1727,26.5,43
L53026,L,301.4,311.3,1674,33.3,46
L53027,L,301.4,311.3,1397,42.3,
L53028,L,301.4,311.3,2323,,50
M20709,M,301.4,311.2,1434,47.6,52
L53030,L,301.3,France,1560,35.3,55
L53031,L,301.2,311.0,1573,32.8,57
H35266,H,301.2,310.9,1798,22.3,error
L53033,L,301.2,311.0,1567,,64
L53034,L,301.2,310.9,1416,53.3,621.8
M20715,M,301.2,310.9,1424,45.2,
H35270,H,301.2,310.9,1598,35.9,71
L53037,L,301.3,310.9,1760,,76
L53038,L,301.3,311.0,1348,44.5,78
L53039,L,301.3,311.0,1542,33.6,80
L53040,L,301.3,310.9,,33.1,82
L53041,L,301.3,311.0,1554,47.7,84
L53042,L,,311.0,1470,40.6,86
M20723,M,301.4,311.1,1758,25.4,88
M20724,M,301.4,311.0,1486,36.5,
M20725,M,301.5,311.1,1402,40.0,
L53046,L,301.5,France,1459,45.1,97
L53047,L,301.5,311.0,1494,45.3,
L53048,L,301.5,311.1,1731,27.9,101
L53049,L,301.5,311.1,2076,18.7,103
L53050,L,,311.1,2055,16.8,105
L53051,L,301.5,France,1469,49.5,107
M20732,M,,France,,42.6,109
M20733,M,301.5,311.1,1396,43.5,112
M20734,M,301.5,311.1,1660,33.8,115
M20735,M,301.5,311.0,1577,39.7,118
L53056,L,301.5,311.1,1426,52.1,121
L53057,L,301.5,France,1458,41.4,123
L53058,L,301.4,311.0,1533,45.8,
L53059,L,,311.0,1701,28.4,127
