Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
M24648,M,298.5,309.5,1535,39.8,87
L56969,L,298.6,309.6,1715,28.4,90
L56970,L,298.6,309.5,1483,43.2,92
M24651,M,298.5,309.4,1521,37.5,94
H39206,H,298.5,309.4,1573,36.0,97
H39207,H,298.5,309.4,1414,46.7,102
L56974,L,,309.3,1590,33.9,error
L56975,L,298.5,309.3,1623,33.1,109
H39210,H,298.4,309.3,1694,30.9,error
M24657,M,,309.2,1597,33.5,116
L56978,L,298.5,309.3,1471,44.7,119
M24659,M,298.5,309.3,1551,34.7,121
H39214,H,298.5,309.3,1421,,124
M24661,M,298.4,France,1496,45.6,129
H39216,H,298.4,309.3,1984,19.2,132
L56983,L,298.4,309.2,1692,29.8,137
L56984,L,,309.1,1467,42.5,139
L56985,L,298.4,309.2,,28.5,141
L56986,L,298.3,309.1,1417,60.5,143
L56987,L,298.2,309.0,1413,55.0,145
M24668,M,298.2,France,1441,40.24985810737046,147
M24669,M,298.2,309.0,1353,50.3,150
L56990,L,298.1,309.0,1502,40.9,
L56991,L,298.2,309.0,1610,31.7,155
M24672,M,298.2,309.1,1411,45.8,
L56993,L,298.3,309.1,1387,52.3,160
H39228,H,298.3,309.1,1430,40.9,162
M24675,M,298.4,France,1576,38.8,167
M24676,M,298.5,309.2,1721,29.4,170
M24677,M,298.5,309.3,1465,42.4,173
M24678,M,,309.4,1407,45.1,176
M24679,M,,309.4,1464,36.9,179
M24680,M,298.6,309.5,1568,36.7,182
L57001,L,298.6,309.4,1667,35.6,185
L57002,L,,309.4,,60.9,187
M24683,M,298.5,France,1488,43.7,189
L57004,L,298.4,309.3,1504,39.3,192
L57005,L,298.4,France,1610,32.4,194
L57006,L,,309.2,1345,52.7,196
M24687,M,298.3,309.3,1376,57.0,198
L57008,L,298.4,309.4,1385,,201
M24689,M,298.4,309.4,1429,41.8,203
L57010,L,298.3,309.3,1337,56.1,206
L57011,L,298.4,309.3,,35.4,208
L57012,L,298.4,France,2118,17.7,210
L57013,L,298.3,309.1,1386,45.3,212
M24694,M,298.3,309.1,1632,32.7,0
L57015,L,298.4,309.3,1545,36.9,3
M24696,M,298.4,309.3,1390,53.6,5
M24697,M,298.4,France,,50.6,8
L57018,L,298.4,309.2,1425,45.5,
M24699,M,298.4,309.2,1491,51.2,13
H39254,H,,309.2,1486,42.4,16
M24701,M,298.3,309.2,1359,51.4,21
L57022,L,298.4,309.3,1395,47.6,error
L57023,L,,309.2,1383,52.1,26
H39258,H,,France,1484,37.0,28
L57025,L,298.3,309.1,1421,47.4,33
L57026,L,298.3,309.0,1339,58.8,35
L57027,L,298.4,France,1362,46.1,37
H39262,H,298.5,309.2,1568,40.6,error
L57029,L,298.6,309.4,2312,15.5,
M24710,M,298.5,309.3,,34.6,46
M24711,M,298.5,France,1761,27.2,49
L57032,L,298.6,France,1316,51.4,52
L57033,L,298.6,309.4,1525,37.8,54
H39268,H,298.6,309.4,1362,45.3,56
L57035,L,298.7,309.6,1516,38.5,61
L57036,L,,309.5,1450,44.2,63
M24717,M,298.6,309.5,1366,55.0,65
L57038,L,298.5,309.5,1547,30.050885053889544,error
M24719,M,298.6,309.5,1580,33.9,70
H39274,H,298.7,309.6,1755,26.9,73
M24721,M,298.7,309.6,,24.8,78
M24722,M,298.8,309.7,1439,45.8,81
L57043,L,298.9,309.8,1411,56.3,84
M24724,M,298.9,309.9,1645,31.4,86
M24725,M,298.9,309.8,2450,13.9,89
L57046,L,299.0,France,1630,34.0,92
L57047,L,299.0,France,1411,44.7,94
L57048,L,298.9,309.9,1526,35.4,96
L57049,L,298.9,309.9,1590,31.3,98
H39284,H,299.0,309.9,1884,25.6,
M24731,M,298.9,309.8,1947,21.7,105
L57052,L,298.9,309.9,1373,52.1,108
L57053,L,298.9,309.8,-309.8,36.5,110
M24734,M,298.9,309.9,1449,44.1,112
M24735,M,298.9,309.8,1363,50.6,115
H39290,H,298.8,309.7,1461,55.1,118
L57057,L,298.8,309.7,1374,58.6,error
L57058,L,298.7,309.7,1293,,125
M24739,M,298.8,309.8,1490,38.6,127
L57060,L,298.8,309.8,1753,27.5,130
L57061,L,298.8,309.8,1493,38.5,132
L57062,L,298.8,309.8,1895,22.0,134
H39297,H,298.7,309.6,1654,34.3,136
L57064,L,298.7,309.5,1673,30.8,619.0
L57065,L,298.8,309.6,1613,27.7,143
L57066,L,298.8,309.6,,22.3,145
L57067,L,298.8,309.5,1368,44.7,147
M24748,M,298.8,309.6,1575,34.4,149
H39303,H,298.8,309.6,1516,40.2,
L57070,L,298.8,309.5,1645,32.8,157
L57071,L,298.8,309.5,1374,48.1,159
H39306,H,298.9,309.7,1407,48.6,161
M24753,M,298.9,309.6,1284,55.3,166
L57074,L,298.9,309.5,1645,31.1,169
L57075,L,298.8,309.4,1387,54.1,171
M24756,M,298.8,309.3,1618,35.1,173
L57077,L,298.8,309.3,1357,47.1,176
L57078,L,298.7,309.2,1396,44.8,178
L57079,L,298.7,309.2,1586,31.4,180
H39314,H,298.7,309.2,1449,,182
M24761,M,298.7,309.2,1423,48.9,187
H39316,H,298.7,309.3,1402,45.3,190
M24763,M,298.7,309.2,1437,45.7,195
L57084,L,298.6,309.1,1537,,198
M24765,M,298.7,309.1,1423,49.5,200
M24766,M,298.6,309.1,1587,37.3,203
M24767,M,298.6,309.1,,43.2,error
L57088,L,298.6,309.0,1456,47.7,0
L57089,L,298.7,309.1,1607,32.7,2
L57090,L,298.6,309.0,1469,,4
M24771,M,298.6,France,1481,40.8,6
L57092,L,,308.9,1327,58.8,9
L57093,L,298.5,308.8,1589,30.6,11
L57094,L,298.5,308.8,1670,,13
M24775,M,298.5,308.7,,28.3,15
M24776,M,298.5,France,1553,34.9,18
M24777,M,298.5,France,1557,36.0,21
L57098,L,298.4,308.8,1352,58.3941552546601,24
L57099,L,298.5,France,1305,58.7,26
H39334,H,298.5,308.7,-308.7,43.9,28
M24781,M,298.5,308.7,1347,48.5,33
H39336,H,298.6,308.8,1566,39.1,36
M24783,M,298.5,308.7,1615,33.3,41
M24784,M,298.5,308.6,1384,54.4,44
M24785,M,298.5,308.7,1367,47.3,
M24786,M,,308.6,1897,20.2,50
L57107,L,298.5,308.6,1522,36.9,53
M24788,M,298.4,France,,27.4,
H39343,H,298.4,France,1479,,58
L57110,L,298.3,308.3,1452,45.5,63
L57111,L,298.3,308.3,1432,,
L57112,L,298.3,308.2,1663,28.4,67
L57113,L,298.3,308.3,1597,32.4,69
L57114,L,,308.2,1472,44.3,71
L57115,L,,France,1452,48.5,73
H39350,H,298.3,308.2,1534,33.2,75
L57117,L,298.3,308.1,1505,46.1,80
L57118,L,298.3,308.1,1528,33.9,82
H39353,H,298.3,308.1,2636,12.8,84
M24800,M,298.3,308.1,1722,28.6,89
L57121,L,298.4,308.1,1395,44.0,error
L57122,L,298.4,308.1,1375,50.8,94
M24803,M,298.3,308.0,1766,26.0,96
L57124,L,298.3,307.9,1399,47.8,99
L57125,L,298.3,308.0,1578,37.8,101
L57126,L,298.3,France,1502,42.0,103
M24807,M,298.2,France,1529,36.6,105
L57128,L,298.2,307.8,1804,25.1,108
M24809,M,298.2,307.8,,53.4,110
L57130,L,,307.8,1413,54.1,113
L57131,L,298.2,307.8,1355,59.4,115
L57132,L,298.2,307.8,1429,,error
L57133,L,298.1,307.8,1565,35.3,119
M24814,M,298.1,307.9,1446,42.8,
M24815,M,298.2,307.9,-307.9,38.8,615.8
M24816,M,,307.8,1578,34.5,127
L57137,L,298.1,307.8,1606,33.0,130
M24818,M,298.1,307.8,1525,35.9,132
L57139,L,298.1,307.8,1379,49.1,135
L57140,L,298.2,307.8,1575,35.0,
L57141,L,298.2,307.9,1399,54.9,139
L57142,L,298.2,307.9,1429,49.4,141
L57143,L,298.3,307.9,1435,39.9,143
L57144,L,298.3,307.9,1766,26.5,145
L57145,L,,307.9,1703,28.9,147
L57146,L,298.3,307.9,1507,,149
M24827,M,298.3,France,1609,32.4,151
L57148,L,298.4,308.0,,32.4,154
L57149,L,298.4,308.1,1491,,156
H39384,H,298.4,308.1,1891,24.7,158
H39385,H,298.5,308.2,1563,44.6,163
L57152,L,298.6,308.2,1390,51.4,168
L57153,L,,France,1444,40.5,170
L57154,L,298.6,308.2,1361,68.2,172
M24835,M,,308.3,1589,34.1,
L57156,L,298.6,308.2,1705,26.3,177
L57157,L,298.6,308.3,1422,40.4,179
H39392,H,298.6,308.3,,52.1,181
L57159,L,298.5,France,1334,49.8,
L57160,L,,France,1559,36.6,error
L57161,L,298.7,France,1353,47.0,
M24842,M,,308.4,1507,45.7,192
L57163,L,298.7,308.4,1694,,195
H39398,H,298.7,France,1432,,197
H39399,H,298.7,308.5,1572,35.6,202
M24846,M,298.8,308.6,1507,42.3,207
M24847,M,298.8,308.6,1500,37.1,210
L57168,L,298.9,308.6,1771,24.1,617.2
M24849,M,,308.5,1577,33.2,
L57170,L,298.8,308.5,1527,36.2,error
M24851,M,298.9,308.4,1827,26.1,5
L57172,L,298.8,308.4,1484,39.2,8
L57173,L,298.8,308.4,1401,,10
L57174,L,298.8,308.3,1634,27.9,12
M24855,M,298.8,308.4,1604,29.5,14
H39410,H,298.9,308.4,1632,31.8,17
M24857,M,299.0,308.6,1645,33.4,
H39412,H,,308.7,,,25
M24859,M,299.0,308.7,1500,40.2,30
L53671,L,300.8,310.0,1468,52.7,178
M20853,M,300.7,310.6,1407,42.4,218
L53208,L,300.6,310.9,1472,47.6,75
L55675,L,298.3,309.4,1668,27.1,136
M18105,M,301.0,309.6,1588,32.7,138
L52682,L,302.6,312.1,-312.1,52.3,35
L57149,L,298.4,308.1,1491,,156
L55629,L,298.4,309.9,1725,27.8,21
L55396,L,299.2,310.6,1370,61.9,42
L55605,L,299.2,310.6,1567,38.4,172
L53351,L,300.8,310.6,,42.2,225
L47507,L,,308.5,1373,56.7,203
M18486,M,302.2,311.5,1360,53.0,36
L48329,L,297.2,308.1,1446,38.5,164
L48524,L,298.5,310.1,1809,28.9,20
H36556,H,300.3,309.7,1452,,error
L49621,L,299.1,308.5,1676,31.0,69
L49950,L,300.0,France,1364,45.9,16
L54953,L,300.3,311.4,1759,24.8,34
H35424,H,300.7,310.7,1428,,26
M20197,M,,312.6,1482,44.4,73
L51381,L,302.4,311.0,2211,15.4,error
L52372,L,303.9,313.1,1310,62.9,130
L54209,L,300.6,310.6,1454,,67
L47541,L,297.5,308.3,1596,36.8,77
L52119,L,303.6,312.5,,62.4,101
H36889,H,300.3,France,1339,53.4,123
L48607,L,298.7,309.8,1394,40.3,11
L49928,L,299.7,309.2,1631,35.1,177
M20641,M,301.7,311.1,1618,36.7,115
M18055,M,300.0,309.2,1635,32.4,4
L51994,L,,311.8,1401,53.0,
L50968,L,302.3,310.8,,48.1,24
M16243,M,298.9,310.2,1331,49.0,121
M19232,M,301.9,309.6,1439,,201
L48988,L,298.1,307.7,2567,12.8,125
M21505,M,301.5,France,1486,39.6,
L52474,L,303.9,313.4,1442,48.5,
L52886,L,302.4,311.9,1290,70.0,139
L47311,L,298.8,308.4,1737,27.7,130
L53999,L,300.9,310.7,1359,46.0,
L48424,L,,308.4,1726,28.4,202
L49027,L,,France,1412,50.7,24
L53258,L,300.8,310.7,1339,59.1,error
L56649,L,298.6,309.4,1698,33.2,147
L47282,L,298.8,308.8,1555,40.6,61
L49612,L,298.9,308.2,1510,43.5,46
L54104,L,301.2,311.6,1461,52.9,208
L48185,L,,307.2,1382,52.0,201
L49352,L,299.5,309.2,1816,23.0,15
M17151,M,299.5,308.8,1886,20.9,117
L54977,L,300.0,311.4,1476,39.0,
L53335,L,,311.0,1634,31.2,182
L50363,L,300.1,309.3,1616,32.0,199
M18949,M,301.9,310.5,1590,40.3,error
L56086,L,297.3,308.7,1592,34.4,158
L47395,L,298.3,308.6,,40.3,error
L51101,L,302.7,311.5,1494,41.4,
M19078,M,302.0,310.6,1479,40.5,24
L50026,L,,309.2,1412,44.8,200
L48462,L,298.3,309.4,1546,36.1,94
M17275,M,,308.5,1587,,error
M20034,M,304.2,313.5,1390,47.8,83
L50199,L,300.5,309.8,1379,54.2,207
L47596,L,297.4,308.5,,37.8,211
L49345,L,,309.1,1476,47.8,223
L51428,L,302.6,311.0,1506,37.2,95
H39169,H,298.5,309.7,1561,35.3,208
L49039,L,297.8,France,,45.8,60
L55735,L,298.2,309.0,,37.2,87
L54839,L,300.5,311.6,1528,42.4,163
H32274,H,300.6,309.4,1463,49.2,235
M16047,M,297.4,308.6,1522,38.0,33
L53619,L,300.6,310.1,1656,,44
L52140,L,303.9,312.7,1339,62.3,156
M16351,M,298.1,308.9,1353,46.2,
L47320,L,298.8,308.6,1511,36.1,157
L56313,L,297.7,France,1479,45.7,93
L49988,L,299.9,309.3,1471,41.8,109
L55471,L,298.9,310.5,1717,,17
