Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
L51862,L,303.6,311.8,1567,31.7,97
L51863,L,303.6,311.8,1736,32.9,99
M19544,M,303.6,311.8,1421,44.8,101
M19545,M,303.6,311.8,1627,30.8,104
M19546,M,303.5,311.6,1562,34.2,107
L51867,L,303.5,311.6,2183,17.0,110
L51868,L,303.5,311.6,1577,38.1,error
M19549,M,,311.5,1560,36.4,error
M19550,M,303.4,311.5,1483,43.0,117
L51871,L,303.5,311.5,,38.636864412442065,120
M19552,M,303.4,311.4,1606,29.6,122
M19553,M,303.4,311.5,1817,24.7,error
L51874,L,303.4,311.5,,50.8,128
L51875,L,,311.6,1514,34.7,130
L51876,L,303.4,311.6,1449,41.7,132
M19557,M,303.5,311.6,1573,34.0,134
L51878,L,,France,1564,41.9,137
L51879,L,303.5,311.6,1428,46.2,139
L51880,L,303.5,311.7,,31.0,141
H34115,H,303.5,311.7,,,
L51882,L,303.6,311.8,,66.8,148
M19563,M,303.6,311.8,1432,,150
L51884,L,303.7,311.9,1561,33.3,153
L51885,L,303.6,311.8,1614,33.2,155
L51886,L,,311.7,1959,22.3,error
L51887,L,303.5,311.8,1944,23.5,159
L51888,L,303.4,311.7,1793,25.8,
M19569,M,303.4,311.6,1446,50.0,163
L51890,L,303.4,311.7,1673,,error
M19571,M,303.4,France,1515,,168
L51892,L,303.4,France,1564,35.9,171
L51893,L,303.5,311.8,1451,45.2,error
H34128,H,303.4,311.8,,28.3,175
L51895,L,303.4,311.7,,42.3,180
L51896,L,303.4,311.6,1712,30.1,error
M19577,M,303.4,311.6,1425,45.4,184
L51898,L,,311.6,1337,,187
M19579,M,303.4,311.7,1690,34.9,189
M19580,M,303.4,311.7,1353,44.1,192
L51901,L,303.5,311.8,1927,21.9,195
M19582,M,303.4,311.8,1391,42.7,197
L51903,L,303.4,France,1366,50.9,
L51904,L,303.4,311.9,1771,,202
M19585,M,303.4,311.8,1515,42.6,204
M19586,M,303.4,311.8,2133,18.3,207
M19587,M,303.4,311.8,1341,47.0,210
L51908,L,303.4,311.7,1406,47.1,213
L51909,L,303.4,311.8,1306,61.0,215
L51910,L,303.3,311.7,,,217
L51911,L,303.3,France,1301,45.1,219
L51912,L,303.3,311.7,1539,38.5,221
L51913,L,303.3,311.6,1484,44.6,223
L51914,L,303.2,311.5,,39.2,225
L51915,L,303.2,France,1544,42.5,error
L51916,L,303.2,311.5,1513,,0
M19597,M,303.2,311.5,1336,58.2,2
M19598,M,303.2,France,2102,19.0,5
L51919,L,,311.4,1351,53.8,8
L51920,L,303.3,311.5,1601,35.2,10
L51921,L,303.2,311.3,1393,52.9,12
L51922,L,303.3,311.3,1592,33.7,
L51923,L,303.3,311.3,1409,51.8,error
L51924,L,303.3,311.3,1393,47.4,18
H34159,H,303.2,311.2,1475,43.1,20
L51926,L,303.2,311.2,1427,45.6,
L51927,L,303.3,311.2,1763,27.3,27
L51928,L,303.2,311.2,1363,46.7,29
L51929,L,303.2,311.2,1404,50.9,31
M19610,M,303.2,311.2,1688,31.9,error
L51931,L,303.3,311.4,1510,37.3,36
H34166,H,303.3,311.3,1502,39.5,38
H34167,H,303.2,France,1607,36.6,43
M19614,M,303.3,France,1384,54.8,48
L51935,L,303.4,311.7,1295,51.3,51
H34170,H,,311.7,,19.0,53
L51937,L,303.4,311.6,1497,42.8,58
L51938,L,303.5,311.6,,48.7,60
L51939,L,,311.6,1361,46.5,62
L51940,L,303.6,311.7,1546,,64
H34175,H,303.7,311.9,1332,52.7,66
M19622,M,303.7,312.0,2663,11.4,
L51943,L,303.7,312.1,1443,45.9,74
M19624,M,303.7,312.0,,48.6,76
L51945,L,303.7,312.0,1892,22.5,79
M19626,M,,312.0,1645,35.7,81
L51947,L,303.6,311.9,,50.1,84
L51948,L,303.6,312.0,1309,52.9,86
H34183,H,303.6,311.9,1544,37.1,88
L51950,L,303.5,311.9,1344,49.3,93
M19631,M,303.6,311.9,1617,36.0,95
M19632,M,303.6,312.0,1435,37.9,98
L51953,L,,312.0,1391,50.3,101
L51954,L,303.6,312.0,1827,23.3,103
L51955,L,,312.0,1761,25.8,105
L51956,L,303.5,312.1,1522,36.4,107
M19637,M,303.5,312.2,1818,23.6,
H34192,H,303.6,312.2,1371,,112
L51959,L,303.7,312.3,1511,38.9,
L51960,L,303.7,312.4,1404,46.6,119
L51961,L,303.7,France,1384,45.9,121
L51962,L,303.8,312.5,1368,52.6,123
L51963,L,303.7,312.5,1641,36.0,
L51964,L,303.9,312.6,,32.3,127
H34199,H,,312.7,1401,50.0,129
L51966,L,303.8,France,1577,,134
L51967,L,303.7,312.6,1396,,136
H34202,H,303.7,312.6,1514,35.5,138
L51969,L,303.8,312.8,1646,35.8,143
L51970,L,303.8,312.8,1443,40.7,145
M19651,M,303.7,312.7,1469,48.5,error
H34206,H,303.7,312.7,1564,40.2,150
H34207,H,303.6,312.6,1498,40.2,155
L51974,L,303.6,312.6,1699,27.9,160
L51975,L,303.6,312.5,1431,,162
L51976,L,,312.4,1390,47.3,164
L51977,L,303.5,312.5,1380,,166
L51978,L,303.5,312.5,1457,46.4,168
L51979,L,303.5,312.5,1418,42.2,170
M19660,M,303.5,312.5,1353,51.0,172
L51981,L,303.5,312.4,-312.4,32.7,175
M19662,M,303.5,312.4,1318,,177
L51983,L,303.6,312.5,1710,31.4,
L51984,L,303.7,312.6,1621,38.8,182
L51985,L,303.6,312.6,1606,33.6,184
H34220,H,303.6,312.5,1375,54.0,186
L51987,L,303.5,312.4,1503,36.5,191
L51988,L,303.5,France,1404,48.6,193
L51989,L,303.4,312.2,1656,32.7,195
M19670,M,303.4,312.1,1499,39.4,197
M19671,M,303.4,312.0,1748,28.4,200
L51992,L,303.4,311.9,1531,37.9,203
M19673,M,303.3,311.8,1536,40.6,205
L51994,L,,311.8,1401,53.0,
H34229,H,303.4,311.9,1534,33.2,210
L51996,L,303.4,312.0,1521,35.9,
L51997,L,303.5,312.1,,35.68573582251099,0
M19678,M,303.6,312.1,,20.9,2
L51999,L,303.6,312.2,1696,30.7,
M19680,M,303.6,312.1,1627,,
L52001,L,303.5,311.9,1405,45.6,
L52002,L,303.5,311.9,1565,38.9,
L52003,L,303.5,311.9,1493,38.7,
L52004,L,303.4,311.8,1499,45.0,16
L52005,L,303.3,311.8,1692,30.6,18
L52006,L,303.4,311.8,2268,15.8,error
L52007,L,303.4,311.8,1438,58.9,22
L52008,L,303.5,311.9,1515,39.2,24
L52009,L,303.4,311.9,1491,38.2,26
L52010,L,,312.0,1756,29.7,28
L52011,L,303.5,312.0,1366,54.5,30
L52012,L,303.5,France,1436,45.1,
L52013,L,303.4,311.9,,41.6,error
M19694,M,303.4,311.9,1510,42.2,error
M19695,M,303.4,France,1419,50.9,
L52016,L,303.3,311.8,1315,62.0,42
H34251,H,303.3,311.8,,27.7,44
H34252,H,,311.8,1649,29.4,49
H34253,H,303.4,311.9,1402,50.0,54
L52020,L,303.4,311.9,1298,63.9,59
M19701,M,303.3,311.8,1441,44.9,61
M19702,M,303.3,311.8,1489,49.4,error
L52023,L,303.3,311.8,1842,24.5,67
M19704,M,303.4,311.8,1316,50.9,69
M19705,M,303.3,311.8,1583,33.3,72
M19706,M,303.3,311.8,1548,33.5,75
L52027,L,303.4,311.9,1434,44.6,78
H34262,H,303.5,312.0,1397,52.9,
M19709,M,303.5,312.0,1475,42.9,85
L52030,L,303.5,312.0,1441,56.8,88
L52031,L,303.7,312.1,1363,,error
L52032,L,303.7,312.2,1619,34.9,error
L52033,L,303.7,312.2,1487,34.0,
L52034,L,303.7,312.2,1568,33.8,error
L52035,L,303.7,312.3,1375,46.2,98
M19716,M,303.6,312.3,1698,31.3,100
L52037,L,303.7,312.3,1606,37.4,103
L52038,L,303.7,312.3,1349,51.0,
L52039,L,303.7,France,1535,38.6,error
M19720,M,303.6,312.4,1504,49.5,109
L52041,L,,312.3,1946,21.1,112
L52042,L,303.5,312.1,,55.7,114
M19723,M,303.6,312.3,,22.3,116
L52044,L,303.6,312.3,1451,43.4,119
M19725,M,303.5,312.3,1624,34.8,121
L52046,L,303.6,312.4,1781,28.7,124
L52047,L,303.6,312.5,1345,54.1,126
L52048,L,303.6,312.4,1418,46.0,error
L52049,L,303.7,312.4,1718,26.5,error
M19730,M,,312.4,1631,28.5,132
L52051,L,303.7,312.4,1513,40.1,135
L52052,L,303.7,France,1316,59.3,137
M19733,M,303.7,312.4,1474,38.8,139
L52054,L,303.8,312.5,1619,,142
L52055,L,303.7,France,1702,31.2,144
M19736,M,303.7,312.4,1540,37.4,146
M19737,M,303.7,312.4,1546,,149
L52058,L,,312.4,1348,51.0,152
H34293,H,,312.5,1520,35.6,
M19740,M,303.8,312.6,1527,41.9,159
M19741,M,303.8,312.6,1406,47.1,162
L52062,L,303.7,312.5,1462,46.2,165
M19743,M,,312.6,1684,29.3,167
H34298,H,303.8,312.5,1655,28.0,170
H34299,H,303.8,312.5,1748,25.1,175
L52066,L,303.8,312.5,1372,45.7,
L52067,L,303.7,312.5,1481,33.3,182
L52068,L,303.7,312.4,1512,39.2,184
L52069,L,303.7,312.5,1632,36.6,186
L52070,L,303.7,312.4,1525,49.51833697857556,188
M19751,M,303.7,France,1756,,190
L52072,L,303.7,France,1922,23.1,193
M19753,M,,312.5,1448,44.3,error
H34308,H,303.8,312.5,1447,46.6,198
M19755,M,303.8,France,1597,33.4,
M19756,M,303.7,312.4,1642,,206
H34311,H,303.8,312.5,1525,38.0,209
H34312,H,303.6,312.4,1460,53.7,error
L52079,L,303.6,France,,17.7,219
L52080,L,303.6,312.4,,41.9,error
M19761,M,303.6,312.3,1630,32.4,223
L52082,L,303.6,France,1616,29.3,226
L52083,L,303.6,312.4,2232,16.8,0
H34318,H,303.6,312.4,1480,,2
L52085,L,303.6,312.4,,53.1,7
H34320,H,303.6,312.4,1436,45.6,error
M19767,M,303.6,312.5,1607,33.7,14
M19768,M,303.6,312.5,1459,48.2,17
L52089,L,303.5,312.4,1481,43.7,20
M19770,M,303.5,312.4,1606,31.7,22
L52091,L,303.5,France,1681,29.8,25
L52092,L,303.5,312.2,1511,37.1,27
M19773,M,303.5,312.3,1593,35.2,29
M19774,M,303.5,France,1532,41.7,32
H34329,H,303.5,France,1386,49.0,35
H34330,H,303.4,312.3,1769,,40
M19777,M,303.4,312.2,1561,38.2,45
L52098,L,,312.2,1457,40.7,48
L52099,L,303.3,312.2,1506,40.0,error
L52100,L,303.4,312.2,1337,69.4,52
L52101,L,,312.3,1287,54.8,54
M19782,M,303.4,312.2,1615,30.375003996098194,56
M19783,M,303.4,312.2,1972,,59
H34338,H,303.4,312.3,1522,42.1,
L52105,L,303.4,312.3,1680,30.6,67
L52106,L,303.4,312.3,1502,36.0,69
M19787,M,303.5,312.3,1543,,71
L52108,L,303.5,312.3,1584,35.2,74
L52109,L,303.5,312.4,1340,44.5,76
L52110,L,303.4,312.3,1663,33.9,78
M19791,M,303.3,312.1,,30.0,80
L52112,L,303.3,312.1,1418,44.7,83
H34347,H,303.4,312.2,1554,36.8,85
L52114,L,303.4,312.2,1580,35.8,90
L52115,L,303.4,312.3,1479,42.8,92
L52116,L,303.5,312.4,1284,70.6,94
L52117,L,303.4,312.3,1540,38.7,96
M19798,M,303.5,312.4,,30.1,98
L52119,L,303.6,312.5,,62.4,101
L52120,L,303.6,312.6,1502,39.5,103
M19801,M,303.6,312.7,1699,31.5,105
L52122,L,303.5,312.6,1602,34.2,108
H34357,H,303.6,312.6,1436,,110
M19804,M,303.6,312.7,1765,27.5,115
L52125,L,303.6,312.7,1418,44.1,118
M19806,M,303.7,312.7,1669,31.7,120
L52127,L,303.7,312.7,1395,53.9,123
M19808,M,303.8,312.7,1500,41.7,125
M19809,M,,312.7,1555,33.4,128
M19810,M,303.8,312.7,1919,20.2,error
L52131,L,303.8,312.7,1596,36.6,625.4
M19812,M,303.8,312.7,1374,53.6,136
L52133,L,303.7,312.5,1670,26.1,139
L52134,L,303.7,312.6,1702,29.1,141
M19815,M,,France,1366,45.1,143
M19816,M,303.8,312.5,2344,15.2,146
M19817,M,303.8,312.6,1768,,149
L52138,L,303.8,312.5,1523,47.0,152
L52139,L,303.8,312.6,1735,25.9,154
L52140,L,303.9,312.7,1339,62.3,156
L52141,L,303.9,312.7,1800,24.3,158
M19822,M,304.0,312.7,1456,51.2,160
L52143,L,303.9,312.7,,24.4,163
L52144,L,303.9,312.7,1602,33.9,165
M19825,M,303.8,312.7,1364,,167
L52146,L,303.8,France,1793,28.1,170
L52147,L,303.9,France,1426,53.4,172
M19828,M,303.9,312.7,1485,47.8186330231711,174
L52149,L,303.9,France,1528,38.4,177
L52150,L,303.8,312.6,1565,,179
L52151,L,303.8,312.7,1838,27.8,181
H34386,H,,France,1811,24.9,183
L52153,L,303.8,312.7,1461,38.2,188
L52154,L,303.8,312.7,1414,41.7,190
L52155,L,303.7,312.7,1426,45.5,error
L52156,L,303.7,312.7,1359,56.8,194
L52157,L,303.7,312.7,1540,44.8,
L52158,L,303.6,312.7,1429,47.7,198
M19839,M,303.7,312.7,1612,36.3,200
M19840,M,303.7,312.8,1685,31.8,error
M19841,M,303.7,312.8,1558,37.7,206
L52162,L,303.7,France,1811,24.3,209
L52163,L,303.8,313.1,1869,,error
L52164,L,303.8,France,1256,58.7,213
M19845,M,303.8,313.0,1789,,215
L52166,L,303.7,France,1502,40.5,
M19847,M,303.7,313.0,1303,54.4,2
L52168,L,303.8,313.1,2497,13.0,5
L52169,L,303.9,313.2,,37.4,
L52170,L,303.9,313.2,1393,46.5,9
M19851,M,303.9,313.0,1475,41.0,11
L52172,L,303.8,312.9,1573,34.6,14
L52173,L,303.8,312.9,1819,23.7,16
M19854,M,303.5,312.6,1642,29.4,
L52175,L,303.6,312.6,1540,39.8,21
M19856,M,303.6,312.8,1400,,23
M19857,M,303.6,312.8,2659,11.4,26
M19858,M,303.6,312.8,1825,25.2,29
M19859,M,303.7,312.9,,41.3,32
L52180,L,303.7,312.8,1832,,35
M19861,M,303.6,312.7,2174,,37
L52182,L,303.7,312.8,,,
L52183,L,,312.8,1437,51.3,42
L52184,L,303.7,312.8,1364,46.3,44
M19865,M,303.7,312.9,1444,52.7,46
M19866,M,303.7,France,1366,47.3,error
L52187,L,303.8,312.9,1442,48.3,error
H34422,H,303.7,312.8,1488,42.8,
L52189,L,303.7,312.8,,40.7,59
L52190,L,303.7,312.8,1543,38.3,61
M19871,M,,312.8,1634,33.8,error
M19872,M,303.8,312.9,1815,27.8,66
M19873,M,303.8,312.9,1594,35.2,69
L52194,L,303.8,313.0,1452,38.41977343172203,72
L52195,L,303.9,France,1759,28.4,74
L52196,L,303.9,313.0,1408,47.5,
L52197,L,,313.0,1483,45.0,78
M19878,M,303.9,313.0,,36.6,80
M19879,M,304.0,313.1,1466,39.5,83
L52200,L,304.1,313.1,,36.3,86
L52201,L,304.0,313.0,1350,61.1,
L52202,L,304.0,313.1,1404,,90
M19883,M,304.0,313.0,1575,34.5,92
L52204,L,303.9,313.1,1639,29.0,
M19885,M,303.9,313.1,1473,42.8,97
L52206,L,303.9,313.2,1481,40.0,100
L52207,L,304.0,313.3,1294,54.6,102
M19888,M,303.9,France,1630,29.3,104
M19889,M,303.9,313.2,1624,39.8,107
M19890,M,303.9,France,1437,48.3,
M19891,M,303.8,313.0,,45.0,113
M19892,M,304.0,313.1,1694,31.4,116
L52213,L,304.0,313.1,1564,50.9,119
M19894,M,303.9,313.1,1514,41.1,121
M19895,M,304.0,313.2,1500,40.6,error
L52216,L,304.0,313.2,1615,47.33116481900821,127
M19897,M,304.1,313.2,1586,41.1,129
L52218,L,304.1,313.3,1732,28.5,
H34453,H,304.1,313.3,1689,32.5,134
