Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
L54837,L,300.5,311.6,1661,30.0,158
M22518,M,300.4,311.6,1359,55.4,160
L54839,L,300.5,311.6,1528,42.4,163
M22520,M,300.5,311.6,,52.9,
L54841,L,300.5,311.6,,32.5,168
M22522,M,300.5,311.6,1658,30.4,170
L54843,L,300.5,311.6,1385,54.8,173
H37078,H,300.5,France,1454,50.3,175
L54845,L,300.5,311.6,1497,40.5,180
M22526,M,300.6,311.7,1424,50.8,
L54847,L,300.6,311.7,1528,43.9,error
L54848,L,300.6,311.8,1539,37.0,623.6
L54849,L,300.7,311.8,1336,58.4,189
L54850,L,300.5,311.6,1525,37.6,191
M22531,M,300.5,France,1456,,193
M22532,M,300.5,France,2141,17.2,196
M22533,M,300.5,311.6,1476,39.1,199
L54854,L,300.5,311.6,,47.2,202
L54855,L,300.5,311.6,1447,45.4,204
L54856,L,300.6,311.7,1448,49.1,
L54857,L,300.6,France,1428,52.6,208
M22538,M,300.6,311.7,,52.1,210
L54859,L,300.7,311.7,1635,32.4,213
L54860,L,300.7,311.7,1395,43.7,215
L54861,L,300.7,311.8,1443,43.7,217
M22542,M,300.7,311.7,,49.1,219
L54863,L,300.7,311.7,1524,43.5,222
M22544,M,,311.8,1407,42.4,224
L54865,L,300.8,311.7,1397,43.5,227
M22546,M,300.7,311.7,1504,,229
M22547,M,300.7,311.7,2097,18.9,232
L54868,L,300.6,311.7,1553,39.8,0
L54869,L,300.6,311.7,1432,39.2,2
M22550,M,300.5,311.6,1577,36.5,
M22551,M,300.5,311.5,1370,56.1,7
H37106,H,300.5,311.6,1506,36.2,10
L54873,L,300.6,France,1964,21.4,error
H37108,H,300.6,France,1500,,17
L54875,L,300.6,France,1488,47.7,22
H37110,H,300.6,311.5,1282,60.2,
L54877,L,300.5,France,1400,45.1,29
L54878,L,300.6,311.5,1419,38.6,31
M22559,M,300.7,311.5,1441,40.6,error
M22560,M,300.7,311.6,1348,62.5,36
H37115,H,300.8,311.7,1468,38.7,39
M22562,M,300.7,France,1701,30.8,44
H37117,H,300.7,311.7,1864,,error
M22564,M,300.6,311.6,,31.8,52
L54885,L,300.5,311.5,1316,49.7,55
L54886,L,300.5,311.5,1708,31.2,57
H37121,H,300.5,311.4,1679,27.5,59
L54888,L,,311.4,1709,32.3,64
L54889,L,300.5,311.4,1445,41.5,66
M22570,M,300.5,311.4,1390,51.9,68
L54891,L,300.4,311.4,,55.5,71
L54892,L,300.5,311.5,1499,37.6,73
M22573,M,300.5,311.4,2072,18.8,75
L54894,L,300.5,311.5,,43.0,78
L54895,L,300.5,311.5,1302,49.6,80
M22576,M,300.5,311.5,1378,48.2,error
L54897,L,300.5,311.6,1365,53.0,
H37132,H,300.6,France,1427,44.6,87
H37133,H,300.6,311.7,1535,33.3,
H37134,H,300.5,311.6,1476,41.7,error
L54901,L,300.5,311.6,1425,42.4,102
L54902,L,300.5,311.7,1409,54.7,
L54903,L,300.5,311.6,1730,30.2,error
M22584,M,300.5,311.6,1454,41.4,108
L54905,L,300.6,311.7,1744,26.9,111
M22586,M,300.8,311.9,1761,29.0,
M22587,M,300.7,France,1657,30.9,116
L54908,L,300.7,311.8,1420,47.0,119
H37143,H,300.7,311.9,1329,59.2,121
L54910,L,300.6,311.9,1472,44.2,126
L54911,L,300.6,France,1566,30.1,128
L54912,L,300.6,France,1430,,130
L54913,L,300.6,312.0,1481,40.9,132
L54914,L,300.6,312.0,1670,29.4,134
L54915,L,300.6,France,1406,55.1,136
H37150,H,300.6,312.1,1354,46.9,138
M22597,M,300.5,312.0,1985,19.3,143
M22598,M,300.5,312.0,1263,60.8,146
L54919,L,300.5,311.9,1576,31.1,149
L54920,L,300.5,312.0,1453,45.1,151
L54921,L,300.5,312.0,1478,39.0,153
M22602,M,300.5,France,1323,57.9,155
L54923,L,300.5,311.9,1710,28.4,158
L54924,L,,311.7,1314,59.5,160
L54925,L,300.4,311.7,1460,39.6,162
M22606,M,300.4,311.7,1508,45.4,164
M22607,M,300.5,311.8,1331,55.3,167
L54928,L,300.4,311.7,1515,47.4,170
L54929,L,300.4,311.6,,33.0,172
L54930,L,300.4,311.7,1444,51.2,174
M22611,M,300.4,311.7,1398,42.6,176
M22612,M,300.4,311.7,1832,24.2,179
M22613,M,300.5,311.8,1591,45.317007073339994,182
M22614,M,300.4,311.7,1478,39.9,185
M22615,M,300.4,311.8,,47.6,188
L54936,L,300.5,France,1368,57.9,191
M22617,M,300.3,311.7,1723,28.3,193
L54938,L,300.4,311.8,1689,30.8,196
L54939,L,300.4,311.8,,59.2,198
M22620,M,,311.7,,33.0,200
H37175,H,300.4,311.6,,30.8,
M22622,M,300.3,311.5,1400,43.8,0
L54943,L,300.4,311.6,1200,76.6,
M22624,M,300.4,311.7,,,5
H37179,H,300.3,311.6,1427,56.2,8
L54946,L,300.3,311.4,1318,52.7,
H37181,H,300.2,311.4,1319,54.6,15
M22628,M,,311.4,1960,,20
L54949,L,300.3,311.5,1552,38.9,23
L54950,L,300.3,311.5,1548,26.379199389946724,
L54951,L,300.3,311.6,1709,29.5,27
H37186,H,300.3,311.5,1464,41.0,29
L54953,L,300.3,311.4,1759,24.8,34
L54954,L,300.3,311.5,1634,31.9,36
L54955,L,300.3,311.5,-311.5,,error
M22636,M,300.3,311.5,1445,47.3,error
L54957,L,300.3,311.5,1695,25.6,43
L54958,L,300.4,311.6,1517,39.0,error
L54959,L,300.5,311.7,1811,26.8,47
L54960,L,300.4,311.6,1815,23.5,
L54961,L,300.4,311.7,1513,40.0,51
M22642,M,300.4,311.6,1518,36.4,53
L54963,L,300.3,311.5,1667,28.8,56
L54964,L,300.3,311.5,1403,60.1,58
L54965,L,300.2,311.5,1383,42.1,623.0
L54966,L,300.3,311.5,1466,46.2,62
L54967,L,300.3,311.5,,47.5,64
M22648,M,300.2,France,1547,40.9,error
L54969,L,,311.5,1495,38.5,69
L54970,L,,311.4,1729,29.3,71
L54971,L,300.1,France,1418,47.7,73
H37206,H,300.1,311.4,1485,,75
L54973,L,300.1,311.5,1434,40.8,80
M22654,M,300.2,311.6,1415,55.8,
H37209,H,300.1,311.6,1674,29.6,85
L54976,L,300.1,311.5,1454,52.4,90
L54977,L,300.0,311.4,1476,39.0,
L54978,L,300.0,311.5,1812,28.3,94
L54979,L,,311.4,1374,41.9,96
M22660,M,,311.4,1524,40.6,98
L54981,L,300.0,311.4,1383,49.6,101
L54982,L,299.9,311.3,1429,,103
M22663,M,,311.3,1517,41.2,105
M22664,M,299.9,311.4,1480,44.9,108
L54985,L,299.9,311.4,1706,,111
L54986,L,300.0,311.5,1349,,113
M22667,M,300.0,311.5,1451,49.0,115
L54988,L,,311.4,1627,36.7,
M22669,M,300.0,311.4,1537,35.4,120
L54990,L,300.1,311.5,2218,,123
M22671,M,300.0,311.4,1466,39.0,125
L54992,L,300.0,France,1666,32.0,FranceFrance
L54993,L,300.0,311.5,1455,41.7,
L54994,L,300.0,311.4,,24.6,
M22675,M,299.9,311.3,1703,28.4,134
L54996,L,299.8,311.2,1533,35.9,137
H37231,H,299.8,France,,25.4,139
L54998,L,,311.2,2142,16.6,144
L54999,L,299.8,311.2,1369,46.2,146
M22680,M,299.8,311.2,1706,29.2,148
L55001,L,299.9,311.3,1802,24.4,151
H37236,H,299.9,France,1413,41.8,153
L55003,L,300.0,France,1484,53.2,158
L55004,L,299.9,311.3,1535,38.1,160
M22685,M,299.9,311.2,1579,35.5,162
L55006,L,299.8,311.1,1300,64.2,
M22687,M,299.8,311.1,1452,,
M22688,M,299.8,311.1,1562,35.7,170
L55009,L,299.8,311.2,1664,28.3,173
H37244,H,,311.2,1495,35.8,175
M22691,M,300.0,311.4,1533,,180
L55012,L,300.0,311.4,-311.4,37.0,183
L55013,L,300.0,311.4,1604,,185
L55014,L,300.0,311.4,1483,,187
L55015,L,300.1,311.5,1549,34.7,189
L55016,L,300.1,311.4,1604,35.0,191
L55017,L,,311.5,1685,31.0,error
L55018,L,300.2,311.6,1372,49.2,195
L55019,L,300.3,311.6,1374,47.4,error
L55020,L,300.2,311.6,1606,31.0,199
L55021,L,300.1,311.5,1471,47.2,
L55022,L,300.1,311.5,1659,31.1,203
M22703,M,300.1,311.7,1400,48.5,205
L55024,L,300.1,311.7,,42.6,208
L55025,L,300.2,311.8,1798,23.2,210
M22706,M,300.2,311.6,1608,35.0,212
L55027,L,300.2,311.6,1322,50.9,
H37262,H,,France,1547,37.7,217
M22709,M,300.3,311.7,1374,47.9,222
M22710,M,300.3,311.7,1447,36.8,0
L55031,L,300.4,311.7,1373,47.2,3
L55032,L,300.3,311.7,1515,37.5,5
L55033,L,300.3,311.7,1317,56.5,7
L55034,L,,311.8,1551,37.2,9
M22715,M,300.3,311.8,1592,32.1,11
L55036,L,,311.8,1433,42.2,14
L55037,L,300.5,311.9,1432,43.1,error
L55038,L,300.5,311.9,1350,51.7,18
M22719,M,300.5,311.9,,,20
L55040,L,300.5,312.0,1415,44.6,23
L55041,L,300.5,France,1498,42.9,FranceFrance
M22722,M,300.5,France,1382,54.1,27
M22723,M,300.5,311.9,1511,44.5,30
L55044,L,,France,1330,59.5,error
L55045,L,300.5,311.9,,50.5,35
L55046,L,,311.9,1431,49.4,37
L55047,L,300.5,312.0,1461,38.1,39
H37282,H,300.4,France,1438,46.7,error
M22729,M,300.5,312.0,1779,27.7,46
M22730,M,300.6,312.1,1293,52.3,
L55051,L,,312.2,1308,54.7,52
L55052,L,300.6,312.3,1532,37.2,54
L55053,L,300.7,312.4,,38.6,56
L55054,L,,312.3,,37.9,58
L55055,L,300.7,312.3,1898,24.0,60
H37290,H,300.7,312.2,,49.0,62
L55057,L,300.7,312.3,1420,53.8,67
L55058,L,300.7,312.3,1418,49.0,69
M22739,M,300.8,312.3,1535,40.3,71
H37294,H,300.7,312.4,1457,47.2,
L55061,L,300.8,312.4,1493,39.1,79
H37296,H,300.7,312.3,1670,27.3,81
H37297,H,300.7,312.3,1446,45.4,86
L55064,L,300.8,312.4,,59.1,91
L55065,L,300.7,312.3,1590,36.3,93
M22746,M,300.6,312.2,2174,18.5,error
L55067,L,300.7,312.4,1590,37.9,98
L55068,L,300.7,312.3,1577,33.2,100
M22749,M,300.7,312.4,1371,61.7,102
L55070,L,300.8,312.4,1767,25.6,105
L55071,L,300.8,312.5,1517,39.2,107
M22752,M,300.9,312.6,1555,,error
L55073,L,300.9,312.7,1416,43.8,112
M22754,M,300.8,312.6,1588,35.6,114
L55075,L,300.8,312.6,1422,50.0,
L55076,L,300.8,312.6,1376,53.6,119
L55077,L,300.8,312.5,1434,50.7,121
L55078,L,300.8,312.5,1423,47.3,123
L55079,L,300.9,312.4,1364,52.5,error
L55080,L,300.8,312.4,1825,23.8,
L55081,L,300.8,312.4,1365,48.638186585118206,129
M22762,M,300.7,France,1430,47.2,131
L55083,L,300.8,312.3,1435,44.8,134
M22764,M,300.8,312.4,1811,25.1,136
M22765,M,300.8,312.4,1465,43.7,
L55086,L,300.9,312.4,1372,51.0,142
L55087,L,,France,1858,26.3,144
L55088,L,300.7,312.3,1715,26.8,146
L55089,L,300.7,312.2,1590,38.5,148
M22770,M,300.8,312.2,1664,25.7,150
L55091,L,300.7,312.1,,36.9,153
L55092,L,300.7,France,1498,44.0,155
L55093,L,300.7,312.1,1395,41.9,157
H37328,H,300.7,312.1,1490,43.1,159
H37329,H,300.8,312.1,1527,35.1,164
L55096,L,300.8,312.1,1512,37.1,169
L55097,L,300.9,312.1,1474,42.4,171
L55098,L,300.8,312.1,1505,41.3,error
L55099,L,300.8,France,1496,40.0,175
L55100,L,,312.0,1382,49.60271497829847,177
L55101,L,,311.9,1419,47.7,179
L55102,L,300.7,311.9,1462,39.7,181
M22783,M,300.8,312.0,1450,45.0,183
H37338,H,300.7,311.9,1389,46.5,186
M22785,M,,France,1697,,191
L55106,L,300.7,311.9,1335,57.1,194
L55107,L,300.7,France,1476,42.0,196
L55108,L,300.6,311.7,1497,43.6,198
M22789,M,300.6,311.6,1669,29.2,error
L55110,L,300.6,311.6,1455,48.0,
L55111,L,300.7,311.7,1499,38.4,205
L55112,L,,311.8,1478,41.9,207
L55113,L,300.8,311.8,,21.8,209
M22794,M,300.8,311.9,1621,28.3,211
M22795,M,300.8,France,1356,44.3,214
L55116,L,300.8,311.7,1490,46.4,217
L55117,L,,311.7,1578,31.4,219
L55118,L,300.8,311.7,1681,31.3,221
L55119,L,300.8,311.8,,43.4,223
M22800,M,300.7,311.7,1532,40.0,0
M22801,M,300.7,311.7,1499,38.9,3
L55122,L,300.8,311.7,1432,45.8,6
L55123,L,300.8,311.7,1753,29.0,8
L55124,L,300.8,311.7,1414,49.0,10
L55125,L,300.8,311.7,1655,32.2,
L55126,L,300.8,311.6,1516,35.6,14
L55127,L,300.8,311.7,1426,45.5,16
L55128,L,300.8,311.7,1479,39.4,18
M22809,M,300.7,311.5,1569,,20
L55130,L,300.8,France,1568,36.0,error
M22811,M,300.9,311.8,1843,24.5,25
M22812,M,300.9,311.9,1480,40.9,28
L55133,L,301.0,312.0,1447,36.8,31
L55134,L,301.0,311.9,1454,41.9,33
M22815,M,,311.9,1310,56.1,35
H37370,H,300.9,311.9,1513,41.021433486997054,38
H37371,H,300.9,311.9,2140,16.5,43
L55138,L,301.0,312.1,1377,49.9,48
L55139,L,301.0,312.1,1585,32.3,50
H37374,H,301.1,312.2,1491,42.6,52
L55141,L,301.0,312.2,1264,59.0,57
L55142,L,301.0,France,1372,47.0,59
L55143,L,301.0,312.2,1510,39.9,61
L55144,L,300.9,312.1,1423,40.2,error
L55145,L,301.1,312.3,1464,35.3,65
L55146,L,301.0,312.2,1602,35.9,67
M22827,M,301.0,312.2,1629,32.6,69
L55148,L,300.9,312.2,1811,23.2,72
L55149,L,300.9,312.1,1711,28.8,
M22830,M,300.9,312.1,1297,,76
L55151,L,301.0,312.1,1405,46.1,79
L55152,L,301.1,France,1397,54.9,81
L55153,L,301.1,France,1682,29.7,83
L55154,L,301.2,312.3,1528,38.4,624.6
M22835,M,301.2,312.3,1548,38.3,
H37390,H,301.2,312.4,1395,47.8,90
L55157,L,301.2,312.4,1378,,95
L55158,L,301.2,312.4,1480,53.5,97
M22839,M,,France,1428,36.6,99
