Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
L56488,L,298.4,309.1,1423,48.0,
L56489,L,298.3,309.2,,37.6,
L56490,L,298.4,309.3,1549,40.8,139
L56491,L,298.4,309.4,,43.2,618.8
H38726,H,,309.4,1573,33.6,143
L56493,L,298.5,309.4,1418,45.1,error
M24174,M,298.5,309.4,1565,33.7,150
L56495,L,298.5,309.5,1569,41.0,153
H38730,H,,309.4,1417,41.2,155
L56497,L,298.5,309.5,1480,38.1,160
L56498,L,,309.4,1364,44.5,162
L56499,L,298.5,309.4,1911,21.5,164
L56500,L,298.4,309.3,1409,43.1,166
L56501,L,298.4,309.2,,53.5,168
M24182,M,298.5,309.3,1512,,170
L56503,L,298.6,309.4,1447,40.2,
L56504,L,298.6,France,1537,37.6,175
M24185,M,298.6,309.3,1510,40.8,
L56506,L,298.6,309.3,1677,31.2,180
L56507,L,298.5,309.2,1504,33.7,182
H38742,H,298.5,309.1,2051,19.0,error
L56509,L,298.5,309.1,1474,41.3,189
M24190,M,298.4,309.0,1507,36.1,191
L56511,L,298.4,308.9,1496,37.9,error
M24192,M,,309.0,1921,,
L56513,L,,309.0,1450,40.5,199
L56514,L,298.4,308.9,1402,44.8,201
L56515,L,298.4,France,1501,50.0,203
L56516,L,298.5,308.9,1725,,205
H38751,H,298.5,308.9,1500,40.3,207
H38752,H,298.5,309.0,1531,,212
L56519,L,298.5,309.0,1458,44.8,
H38754,H,298.4,308.9,,37.1,0
M24201,M,298.3,308.9,1363,46.1,5
H38756,H,298.3,308.9,1706,31.8,8
M24203,M,298.3,308.8,1391,50.4,13
L56524,L,298.2,308.8,1616,33.7,
L56525,L,,308.8,1442,47.0,18
M24206,M,,308.8,1626,40.4,
M24207,M,298.2,308.7,1426,42.6,23
L56528,L,298.2,308.7,1436,49.1,26
M24209,M,298.2,308.7,1599,,28
L56530,L,298.2,308.7,2186,17.8,31
L56531,L,,308.8,1645,30.4,33
L56532,L,,308.7,1780,27.9,35
L56533,L,298.2,308.8,1345,44.3,37
M24214,M,298.2,308.8,1607,31.9,39
L56535,L,298.3,308.9,1708,28.0,42
L56536,L,298.3,308.9,1270,52.7,44
M24217,M,,308.9,1646,,46
L56538,L,298.2,308.7,1407,45.1,49
M24219,M,298.1,308.7,1581,47.4,51
L56540,L,298.0,308.6,1532,42.6,54
L56541,L,298.0,308.6,,33.1,
M24222,M,298.0,308.5,1682,33.0,58
L56543,L,297.9,France,1519,34.3,61
L56544,L,,308.5,1683,28.5,63
M24225,M,298.0,France,1254,55.8,65
L56546,L,298.0,308.5,1461,,error
L56547,L,297.9,308.5,1472,45.1,error
L56548,L,297.7,308.4,1510,38.6,72
M24229,M,297.7,308.3,1547,36.8,74
H38784,H,297.7,308.4,1418,51.9,77
L56551,L,,308.4,1289,51.3,
L56552,L,297.7,308.4,1487,41.4,84
L56553,L,297.7,308.5,1453,45.5,86
M24234,M,297.8,308.5,1466,44.7,88
H38789,H,297.7,308.4,1288,49.5,error
H38790,H,297.7,308.4,1738,27.7,96
H38791,H,297.7,308.3,1488,41.0,101
L56558,L,297.6,308.3,1816,27.554980749033568,106
L56559,L,297.5,308.2,1419,48.5,
L56560,L,297.4,308.1,1435,45.7,110
M24241,M,297.5,308.1,1480,42.4,112
L56562,L,297.5,308.2,1610,33.6,115
H38797,H,297.5,France,1548,38.2,117
M24244,M,297.6,308.1,1379,57.4,122
M24245,M,297.5,308.1,1907,23.5,125
M24246,M,297.5,308.0,2033,16.7,128
H38801,H,297.4,307.9,1390,,131
M24248,M,297.5,307.9,1544,37.9,136
L56569,L,297.6,308.0,,57.4,139
M24250,M,297.5,308.0,1560,39.0,141
H38805,H,297.6,308.2,2071,18.5,144
L56572,L,297.6,308.1,1437,46.3,149
H38807,H,297.7,308.2,1489,43.0,151
L56574,L,297.7,France,,53.0,156
L56575,L,297.7,308.2,1500,39.9,158
L56576,L,297.8,France,1498,,160
M24257,M,297.7,308.2,1370,53.4,162
H38812,H,,308.2,1526,40.1,165
L56579,L,297.8,308.3,1477,44.8,error
L56580,L,297.7,308.2,1446,43.9,172
M24261,M,297.7,308.2,1720,25.6,174
L56582,L,297.7,308.1,1734,30.7,177
L56583,L,297.7,308.1,1697,,179
L56584,L,297.7,308.2,2007,19.3,181
M24265,M,297.7,308.1,,48.8,183
M24266,M,297.7,308.1,2189,15.6,error
L56587,L,297.8,308.3,1435,50.1,189
H38822,H,297.9,308.4,1637,34.5,191
L56589,L,,308.5,1664,28.3,error
M24270,M,,308.5,1666,31.0,198
L56591,L,,308.5,1404,,201
L56592,L,,308.5,1702,26.7,203
L56593,L,298.1,308.6,,44.9,205
L56594,L,298.1,308.6,1354,53.9,207
M24275,M,298.2,308.7,1361,44.2,error
M24276,M,298.1,308.5,1463,45.9,3
H38831,H,298.1,308.4,1515,43.8,6
L56598,L,298.0,308.4,1432,46.2,11
L56599,L,298.0,308.4,1911,22.0,13
L56600,L,298.0,308.4,1472,42.0,error
M24281,M,298.1,308.5,1382,54.5,17
L56602,L,298.1,308.5,1665,29.6,20
L56603,L,298.1,308.5,1676,30.5,22
M24284,M,298.0,308.5,1585,33.0,24
M24285,M,298.1,308.6,1415,46.3,27
L56606,L,298.1,308.7,1341,,30
L56607,L,,308.8,1540,34.8,32
H38842,H,298.2,308.8,1837,28.4,34
L56609,L,298.2,308.8,1498,36.0,39
L56610,L,298.1,308.7,1671,28.8,41
L56611,L,298.0,308.6,,57.0,43
L56612,L,298.0,308.7,1619,40.1,45
M24293,M,298.0,308.7,1430,,47
L56614,L,298.0,308.6,1626,33.3,50
L56615,L,298.0,308.7,1443,47.69529535288929,52
L56616,L,298.0,France,1481,42.5,FranceFrance
M24297,M,298.1,308.7,1527,43.0,56
M24298,M,298.1,308.7,1315,,59
M24299,M,298.1,308.8,1433,48.2,error
M24300,M,298.1,308.8,1378,53.5,65
L56621,L,298.1,308.8,1432,43.4,68
M24302,M,,308.8,,,70
H38857,H,298.0,France,1411,53.8,73
L56624,L,298.1,308.9,2136,15.9,78
M24305,M,298.2,France,1446,45.8,80
H38860,H,298.1,308.9,1388,53.5,83
M24307,M,298.1,308.9,1323,51.7,88
L56628,L,298.2,309.0,1780,29.3,error
M24309,M,298.1,308.8,1434,41.8,
M24310,M,298.0,308.7,1494,42.6,96
H38865,H,298.0,308.7,1536,39.6,99
M24312,M,298.0,308.7,1392,53.4,104
H38867,H,298.2,309.0,1360,56.8,
L56634,L,298.4,309.2,1583,35.4,112
L56635,L,298.5,France,1983,20.2,114
L56636,L,298.5,309.3,1630,33.3,116
M24317,M,298.5,309.3,1692,26.7,118
L56638,L,298.4,309.1,1417,40.6,
L56639,L,,309.1,1579,36.1,123
M24320,M,298.4,309.2,1399,45.2,125
M24321,M,298.4,309.2,1414,46.4,128
L56642,L,298.5,309.3,1570,26.439953483293834,131
M24323,M,298.5,309.3,1552,,133
L56644,L,298.6,309.4,1440,48.2,136
M24325,M,298.6,309.4,1460,43.8,138
L56646,L,298.6,309.4,1471,48.0,error
L56647,L,,309.3,1702,27.6,143
L56648,L,298.6,309.4,,55.4,145
L56649,L,298.6,309.4,1698,33.2,147
H38884,H,298.6,309.4,1439,47.1,error
M24331,M,298.6,309.4,1774,27.5,154
M24332,M,298.7,309.4,1375,48.3,157
L56653,L,298.7,309.5,1446,,160
M24334,M,298.7,309.6,,46.8,162
L56655,L,298.8,309.6,1523,41.9,165
M24336,M,298.8,309.6,1692,31.9,167
M24337,M,298.8,309.6,1693,33.3,619.2
L56658,L,298.8,309.6,1890,24.0,173
H38893,H,298.9,309.6,1600,33.5,175
M24340,M,298.9,309.6,1434,43.8,180
L56661,L,298.9,309.6,1365,,
H38896,H,298.8,309.6,1309,,185
H38897,H,298.9,309.6,1546,,190
L56664,L,298.9,309.6,1663,33.7,195
L56665,L,298.9,309.6,1589,34.2,197
M24346,M,,309.6,1472,46.0,199
L56667,L,298.9,309.6,1583,39.8,202
M24348,M,298.9,309.6,1567,34.5,error
L56669,L,298.9,309.7,1407,41.9,207
M24350,M,299.0,309.7,1418,44.7,619.4
M24351,M,299.0,309.7,,40.7,212
L56672,L,299.1,309.9,,36.6,215
L56673,L,299.1,309.8,1398,55.4,217
L56674,L,299.2,309.9,1516,41.4,error
H38909,H,,310.0,1373,44.8,221
M24356,M,299.2,310.0,1349,50.4,226
H38911,H,299.1,309.9,1443,40.3,0
H38912,H,299.2,310.1,1542,36.1,5
L56679,L,299.2,310.1,1534,37.7,10
L56680,L,299.2,310.2,1697,30.6,error
L56681,L,299.3,310.3,1396,47.4,error
L56682,L,299.3,France,1495,49.2,16
M24363,M,299.2,France,1551,39.443268123037015,18
L56684,L,299.2,France,1440,47.0,
L56685,L,299.2,310.3,,40.1,23
H38920,H,299.3,310.4,1548,41.6,25
L56687,L,299.3,310.5,1505,38.8,30
L56688,L,299.2,310.4,1611,36.4,620.8
M24369,M,,310.4,1502,,34
M24370,M,299.2,310.4,1504,43.3,37
L56691,L,299.1,310.3,1449,,40
L56692,L,299.0,310.2,1575,37.8,42
M24373,M,299.0,310.2,1598,33.4,
L56694,L,299.0,310.1,1416,45.9,47
L56695,L,,310.2,1682,28.8,49
L56696,L,,310.1,1341,54.5,51
L56697,L,,310.1,1523,39.1,error
L56698,L,299.0,310.1,1580,41.9,55
L56699,L,299.0,310.1,1531,36.0,57
L56700,L,299.0,310.1,1375,48.9,59
M24381,M,298.9,310.1,1484,40.4,61
M24382,M,299.0,310.2,1657,,64
L56703,L,299.0,310.2,1494,40.6,67
H38938,H,299.0,310.3,1658,,
L56705,L,299.1,310.3,1411,42.1,74
M24386,M,299.2,310.4,1395,55.4,76
L56707,L,299.1,310.4,1550,43.9,79
M24388,M,299.1,310.3,,59.0,81
L56709,L,299.1,France,1459,46.7,
H38944,H,299.1,310.4,1405,53.6,
L56711,L,299.2,France,1458,44.1,91
L56712,L,299.2,France,1384,48.7,
L56713,L,299.2,310.5,1705,29.5,
L56714,L,299.3,310.6,,45.7,97
M24395,M,299.3,France,1609,31.4,99
L56716,L,299.3,310.5,1818,26.0,
M24397,M,,310.6,1457,42.1,104
L56718,L,299.3,310.6,1480,45.1,107
L56719,L,,310.8,1424,47.7,109
M24400,M,299.4,310.8,1628,40.2,111
M24401,M,299.5,310.8,1754,,114
L56722,L,299.6,310.9,1716,28.5,117
M24403,M,299.5,310.9,1378,48.7,119
L56724,L,299.6,311.0,1708,31.0,122
L56725,L,,311.0,1430,38.3,124
M24406,M,299.7,311.2,1560,,126
L56727,L,299.6,311.1,1679,30.7,129
L56728,L,299.6,311.1,1521,37.2,131
M24409,M,299.6,311.1,,33.8,133
M24410,M,,311.0,1451,43.3,136
L56731,L,299.4,310.8,,,139
M24412,M,299.3,310.8,1523,40.9,error
L56733,L,299.3,310.7,1495,39.2,144
M24414,M,299.3,310.7,1440,45.5,146
H38969,H,299.4,310.8,1585,31.4,error
L56736,L,299.5,310.8,1374,48.3,154
M24417,M,299.5,310.8,1507,40.2,error
M24418,M,299.5,France,1577,34.6,error
L56739,L,299.5,310.9,1496,38.5,162
L56740,L,299.6,310.9,1487,42.5,164
L56741,L,299.6,310.9,,26.3,166
M24422,M,,France,1435,50.1,168
M24423,M,299.8,311.1,,25.5,171
L56744,L,299.8,311.1,,24.9,174
M24425,M,299.8,311.1,1498,,176
L56746,L,299.8,311.1,1603,35.1,179
L56747,L,299.8,311.1,1412,42.5,181
L56748,L,299.8,311.1,1588,38.0,183
M24429,M,299.8,311.0,1948,20.0,185
L56750,L,299.7,France,1384,48.2,188
L56751,L,299.7,310.8,1589,36.0,190
M24432,M,299.7,310.8,1405,47.6,192
L56753,L,,310.9,1491,40.1,195
H38988,H,299.7,310.8,1418,46.6,197
M24435,M,299.6,310.8,1603,35.4,
L56756,L,299.6,310.7,1922,23.3,205
M24437,M,299.5,310.7,1364,,
L56758,L,299.4,France,1551,41.2,3
L56759,L,299.5,310.7,1589,33.5,5
M24440,M,299.5,310.7,1423,56.5,7
L56761,L,,310.6,1418,53.1,10
M24442,M,299.3,310.5,1404,47.5,12
L56763,L,299.3,310.5,1281,59.8,
L56764,L,299.3,310.5,,41.3,17
M24445,M,299.3,310.5,,42.1,19
L56766,L,299.4,310.6,,54.5,
M24447,M,299.3,310.5,1462,40.5,24
H39002,H,,310.4,,45.5,27
L56769,L,,310.4,1472,43.3,32
M24450,M,299.2,310.4,1325,52.0,34
L56771,L,299.2,310.4,1570,37.3,error
L56772,L,299.2,310.4,1379,46.8,39
L56773,L,,310.2,,52.8,41
L56774,L,299.1,310.3,1727,28.7,43
H39009,H,299.0,310.1,1432,50.0,error
L56776,L,298.9,310.1,1466,43.4,50
L56777,L,298.9,310.1,1510,38.0,
L56778,L,299.0,310.2,1490,41.1,54
L56779,L,,310.1,1463,37.4,56
M24460,M,,310.0,1561,45.3,58
L56781,L,298.9,310.1,2109,,61
L56782,L,,France,1705,32.5,63
M24463,M,298.9,310.1,1549,,65
H39018,H,299.0,310.2,,38.0,68
M24465,M,298.9,310.1,1484,37.9,73
L56786,L,298.9,310.1,,44.4,76
L56787,L,298.9,310.1,1571,36.8,78
M24468,M,298.9,310.1,1513,41.5,80
L56789,L,299.0,310.1,1470,40.3,83
L56790,L,299.0,France,1505,41.3,error
L56791,L,299.0,310.2,1432,,87
M24472,M,299.0,310.2,1625,31.8,89
L56793,L,,310.2,1377,,92
M24474,M,299.1,310.3,1441,,
M24475,M,299.0,310.2,1564,39.9,97
L56796,L,298.9,310.1,1580,37.3,100
L56797,L,299.0,310.2,1516,,102
L56798,L,299.0,310.1,1447,42.8,104
M24479,M,298.9,310.0,1323,52.9,620.0
L56800,L,298.9,310.0,1470,45.9,error
M24481,M,299.0,310.0,,19.5,111
L56802,L,298.9,310.0,1794,27.2,114
L56803,L,298.9,310.1,,47.8,116
H39038,H,299.0,310.1,1555,38.6,118
M24485,M,299.0,310.1,1487,47.5,123
M24486,M,299.0,310.0,1341,58.9,126
M24487,M,298.9,310.0,1487,36.6,129
H39042,H,299.0,310.0,1569,34.3,132
H39043,H,299.0,310.1,2053,19.7,137
L56810,L,299.0,310.1,,35.8,142
L56811,L,299.0,310.0,1672,,144
M24492,M,299.0,310.0,1337,57.4,146
H39047,H,299.1,310.1,1421,41.2,149
L56814,L,299.1,310.2,1425,52.7,154
L56815,L,299.2,310.2,1609,33.2,156
L56816,L,299.2,310.3,,41.3,
L56817,L,,310.3,1463,38.9,error
H39052,H,,310.4,1393,44.9,
L56819,L,299.3,310.4,1725,26.8,167
L56820,L,299.4,310.5,1514,36.1,error
L56821,L,299.3,310.4,1365,53.9,171
L56822,L,299.4,310.5,1372,46.3,173
L56823,L,299.4,310.4,1509,40.6,175
L56824,L,299.3,310.4,1629,32.6,177
L56825,L,299.4,310.5,1749,28.1,179
L56826,L,299.4,310.4,1582,31.7,181
L56827,L,299.2,310.2,1458,47.0,
L56828,L,299.1,310.1,1416,,185
H39063,H,299.1,310.0,1657,33.1,187
M24510,M,299.1,310.0,1437,41.1,192
M24511,M,299.1,France,1580,36.0,195
M24512,M,299.0,310.0,1488,46.3,198
L56833,L,299.0,309.9,1373,55.7,201
L56834,L,299.1,310.0,1367,56.3,203
H39069,H,299.1,310.0,,49.5,205
L56836,L,299.0,310.1,1623,33.0,210
L56837,L,299.0,310.0,1484,39.6,212
L56838,L,299.0,309.9,1548,34.5,214
L56839,L,298.9,France,1287,61.9,216
