Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
L53953,L,301.3,310.8,1381,47.9,33
H36188,H,301.2,310.7,1747,27.3,35
L53955,L,,310.6,1670,30.0,40
L53956,L,301.3,310.6,1451,,42
L53957,L,301.2,310.7,,21.3,error
M21638,M,,310.7,1819,25.5,46
M21639,M,301.3,310.8,,54.2,49
L53960,L,301.3,France,1560,38.5,FranceFrance
M21641,M,301.3,310.8,1494,35.3,54
L53962,L,301.3,310.8,1531,53.4,57
L53963,L,301.3,310.8,1450,,59
M21644,M,301.3,310.7,1391,52.5,61
L53965,L,301.2,310.6,1389,45.3,64
L53966,L,301.2,310.6,1409,50.9,66
H36201,H,301.1,France,1388,58.5,68
M21648,M,301.1,310.6,1410,43.9,
M21649,M,301.1,310.5,,30.7,76
M21650,M,301.1,310.7,2219,16.7,79
L53971,L,301.2,310.7,1551,41.2,82
L53972,L,301.2,310.6,1811,24.0,84
L53973,L,,310.7,1608,31.4,86
L53974,L,,310.8,1428,55.2,88
L53975,L,301.4,310.8,1477,50.4,90
M21656,M,301.3,310.7,1300,,
M21657,M,301.2,310.7,1615,34.9,
L53978,L,301.2,310.7,,32.4,98
M21659,M,301.1,310.7,2636,12.2,100
M21660,M,301.1,310.6,1310,48.8,error
L53981,L,301.1,310.7,1334,48.2,
M21662,M,301.1,310.7,1621,31.0,108
M21663,M,301.1,310.7,1367,43.4,111
L53984,L,301.0,310.6,1588,33.7,114
M21665,M,301.0,310.7,1497,37.6,
L53986,L,301.1,310.8,1608,32.9,error
L53987,L,301.0,310.8,1549,41.4,
L53988,L,301.0,310.7,1391,45.0,123
L53989,L,300.9,France,1490,38.1,125
L53990,L,301.0,310.7,1727,34.5,127
L53991,L,300.9,310.6,1504,46.4,129
L53992,L,300.9,310.6,1350,53.8,131
M21673,M,300.9,310.7,1420,43.0,133
H36228,H,300.8,310.6,1465,44.1,136
L53995,L,300.9,310.7,,44.1,141
L53996,L,300.9,310.7,,43.2,error
M21677,M,301.0,310.7,1493,48.1,error
M21678,M,301.0,310.7,1657,30.865469131042765,148
L53999,L,300.9,310.7,1359,46.0,
L54000,L,300.8,310.6,1551,,153
M21681,M,300.8,310.6,1545,37.5,155
M21682,M,300.9,310.6,1709,29.2,158
M21683,M,300.9,France,1268,56.3,161
L54004,L,300.9,France,1740,25.3,
L54005,L,,310.9,1828,,166
L54006,L,301.0,310.9,1822,21.6,168
M21687,M,301.0,310.9,,41.8,error
L54008,L,301.0,310.9,1392,52.9,173
H36243,H,300.9,310.9,1474,35.7,error
M21690,M,301.0,France,1359,53.4,180
L54011,L,301.1,311.0,1565,52.3,183
M21692,M,301.1,311.1,1384,,185
L54013,L,301.1,311.1,1387,53.1,188
L54014,L,301.1,311.0,1378,51.1,190
L54015,L,301.0,310.9,1809,25.7,192
H36250,H,301.1,311.0,1339,52.8,194
M21697,M,301.0,311.0,1423,38.6,199
L54018,L,,France,,41.6,202
L54019,L,301.2,311.2,1558,34.1,204
L54020,L,301.1,311.1,1799,21.7,206
M21701,M,301.1,311.2,1591,,208
L54022,L,301.2,311.2,1635,29.6,211
L54023,L,301.3,311.3,1509,42.5,error
M21704,M,301.3,311.4,1838,23.2,error
M21705,M,301.3,311.5,1648,32.4,0
M21706,M,301.2,311.5,1498,49.5,3
L54027,L,301.2,311.4,1757,28.0,6
M21708,M,301.1,311.3,,53.3,8
L54029,L,301.1,311.3,1498,37.6,11
M21710,M,301.0,311.2,,35.8,13
M21711,M,301.0,311.2,1394,41.3,16
H36266,H,301.0,311.2,1602,32.7,19
L54033,L,300.9,311.1,1417,,error
L54034,L,301.0,311.2,1511,42.9,26
M21715,M,301.1,311.3,1654,30.7,28
M21716,M,301.1,311.3,1836,,31
L54037,L,301.1,France,1622,35.6,34
L54038,L,301.0,France,1467,45.4,36
M21719,M,,311.3,1909,22.7,
L54040,L,301.1,311.2,1910,20.2,41
H36275,H,301.1,311.3,2207,16.6,
M21722,M,301.1,311.2,1384,49.4,48
L54043,L,,311.3,1630,29.5,51
L54044,L,301.1,311.3,1268,60.0,
L54045,L,301.1,311.4,1531,,55
M21726,M,301.0,311.3,1454,41.5,57
L54047,L,301.0,311.3,1342,50.9,error
L54048,L,,311.2,,,62
L54049,L,301.0,311.2,1412,42.1,64
H36284,H,,311.3,1597,39.2,66
L54051,L,301.0,France,1349,47.0,error
L54052,L,301.0,311.3,1472,35.3,73
L54053,L,301.0,311.4,1478,39.5,75
H36288,H,300.9,311.3,1295,58.9,error
M21735,M,300.8,311.2,1592,32.9,82
L54056,L,300.8,311.2,1430,54.4,85
M21737,M,300.8,311.2,1488,40.1,87
H36292,H,300.9,311.2,1518,35.0,90
H36293,H,300.8,311.2,2237,17.0,95
M21740,M,300.9,311.3,1801,24.6,error
L54061,L,301.0,311.4,1573,37.6,103
L54062,L,300.9,311.4,2073,21.4,
L54063,L,300.9,311.3,1953,,107
L54064,L,300.8,France,1492,39.0,109
L54065,L,,311.2,1397,48.7,111
M21746,M,,311.3,1465,43.2,113
L54067,L,300.8,France,1782,26.9,116
M21748,M,300.9,311.4,1434,45.4,
H36303,H,300.9,311.4,1387,42.7,121
M21750,M,300.9,311.4,1532,41.5,
L54071,L,300.9,311.5,1505,41.1,error
L54072,L,301.0,311.6,1440,43.3,131
L54073,L,301.0,311.6,1470,,133
L54074,L,301.1,311.7,1408,46.3,135
M21755,M,301.0,311.6,1357,45.6,error
M21756,M,,311.6,1454,40.0,140
L54077,L,301.0,311.6,1352,,143
M21758,M,301.0,311.6,1448,43.9,145
L54079,L,300.9,311.6,1671,33.5,error
L54080,L,301.0,311.7,1670,31.3,150
L54081,L,301.0,311.7,1547,34.5,152
L54082,L,301.0,311.6,1461,40.6,error
M21763,M,301.0,311.6,1609,35.8,156
M21764,M,300.9,311.5,1704,31.3,159
M21765,M,301.0,311.5,1550,34.9,error
M21766,M,301.0,France,1530,43.9,165
L54087,L,300.9,311.3,1449,40.2,168
L54088,L,300.9,311.3,1613,32.7,error
L54089,L,300.8,311.2,1376,48.1,172
L54090,L,300.8,311.2,1434,45.6,
L54091,L,300.8,311.1,1480,41.1,176
M21772,M,300.8,311.2,1634,31.9,
L54093,L,300.8,311.2,1481,38.5,181
H36328,H,300.9,311.3,,28.9,183
L54095,L,301.0,311.4,1484,36.2,188
M21776,M,300.9,311.3,,31.8,190
L54097,L,301.0,311.4,,37.5,193
L54098,L,301.0,311.5,1559,31.8,195
L54099,L,301.0,311.5,1444,39.8,197
M21780,M,301.2,311.6,,48.0,623.2
L54101,L,301.1,311.6,1432,48.1,202
L54102,L,301.2,311.7,1463,48.3,
L54103,L,301.2,311.7,1433,49.3,206
L54104,L,301.2,311.6,1461,52.9,208
M21785,M,301.1,France,1266,55.5,210
H36340,H,301.1,France,1417,53.4,0
L54107,L,301.1,311.6,1488,43.4,5
L54108,L,301.1,311.7,1816,24.5,7
M21789,M,301.0,311.6,1301,55.0,9
M21790,M,300.9,311.5,1836,21.8,12
M21791,M,300.8,311.4,1521,39.9,15
L54112,L,300.8,311.4,1322,,
L54113,L,300.8,311.4,1492,40.6,20
L54114,L,300.8,311.4,1536,40.9,22
L54115,L,300.7,311.2,1878,24.3,24
L54116,L,,311.1,1471,40.7,26
H36351,H,300.6,311.1,1452,40.2,error
L54118,L,300.7,311.2,1452,44.4,
M21799,M,300.7,311.3,1348,52.20880744944198,35
H36354,H,300.8,France,1453,44.6,38
L54121,L,300.8,311.4,1316,57.6,43
M21802,M,300.8,311.4,1732,26.9,
L54123,L,300.7,311.3,1522,35.2,48
M21804,M,300.7,311.3,1487,39.8,
M21805,M,,311.4,1852,22.2,error
L54126,L,300.7,311.2,1486,46.8,56
M21807,M,300.7,311.3,1562,37.1,error
L54128,L,300.7,311.2,1457,,61
M21809,M,300.7,311.2,1769,26.5,63
H36364,H,300.7,311.3,1374,53.1,66
L54131,L,300.8,311.3,1524,43.5,71
L54132,L,300.8,311.3,1498,40.2,73
L54133,L,300.8,311.3,1462,41.4,75
M21814,M,,France,1429,52.3,77
L54135,L,300.7,311.2,1399,,80
M21816,M,300.8,311.2,1434,39.1,82
L54137,L,300.7,311.1,1324,52.2,85
L54138,L,300.6,311.0,,40.7,87
L54139,L,300.6,311.0,1543,34.7,89
L54140,L,300.7,France,1413,,91
M21821,M,300.7,311.0,,41.2,93
M21822,M,300.7,311.1,1373,49.9,96
H36377,H,300.7,311.0,1981,,
M21824,M,300.7,311.0,1263,52.3,104
L54145,L,300.7,311.0,1312,52.1,107
L54146,L,300.7,311.0,1969,20.7,109
M21827,M,,311.2,1365,,111
L54148,L,300.9,311.2,1789,25.5,114
M21829,M,300.8,311.1,1583,32.1,116
L54150,L,300.7,311.0,1436,44.9,119
M21831,M,300.7,311.0,1559,42.8,121
L54152,L,300.7,311.0,1377,49.9,124
L54153,L,300.7,France,1462,41.9,126
L54154,L,300.7,311.0,1318,48.2,128
M21835,M,300.7,311.0,1378,51.6,130
L54156,L,300.6,310.9,,46.7,133
L54157,L,300.7,311.1,2377,14.3,135
L54158,L,,311.1,1427,50.3,137
L54159,L,300.9,311.2,1353,60.4,139
L54160,L,300.8,311.3,,45.5,141
H36395,H,300.8,311.2,,,143
L54162,L,300.7,311.1,,43.0,error
M21843,M,300.7,311.0,1334,53.9,
M21844,M,300.7,311.0,1706,25.0,153
H36399,H,300.8,311.1,1698,24.8,622.2
L54166,L,300.7,311.1,1688,30.7,161
L54167,L,300.7,311.1,2437,13.8,163
L54168,L,300.7,311.1,1478,46.8,165
M21849,M,300.7,311.1,1608,35.3,167
L54170,L,300.7,311.1,2478,13.4,error
L54171,L,300.8,311.1,1509,33.4,172
L54172,L,300.7,311.0,1596,36.9,174
M21853,M,,311.0,1740,25.6,176
L54174,L,,310.8,1375,53.2,179
M21855,M,300.6,310.7,1705,,181
M21856,M,300.5,France,1621,32.0,184
M21857,M,300.6,France,1566,38.2,187
M21858,M,300.6,310.7,1388,42.9,
M21859,M,300.6,310.7,1457,36.7,193
M21860,M,300.6,310.6,,,error
L54181,L,,310.5,,38.2,199
H36416,H,300.5,310.6,1411,47.2,201
L54183,L,300.5,310.6,1540,46.7,621.2
L54184,L,300.5,310.6,1950,20.3,208
M21865,M,300.6,France,1339,52.9,0
H36420,H,300.6,France,1419,39.6,3
L54187,L,300.5,France,1499,45.2,FranceFrance
L54188,L,300.5,France,1368,49.6,10
L54189,L,300.5,310.5,1536,36.2,error
M21870,M,300.5,310.5,1469,42.9,
L54191,L,300.5,310.5,2633,,17
L54192,L,300.4,310.4,1298,,19
M21873,M,300.4,310.4,1544,36.3,21
H36428,H,300.5,310.5,1403,47.7,
L54195,L,300.5,310.5,1452,42.9,29
L54196,L,300.6,310.5,-310.5,43.1,
M21877,M,,310.6,1474,37.0,
M21878,M,300.7,310.7,1377,46.7,36
L54199,L,300.8,310.8,,,39
L54200,L,300.8,310.8,1460,53.8,41
H36435,H,300.7,310.6,1631,32.6,43
L54202,L,300.7,310.5,1561,33.2,error
M21883,M,300.7,310.6,1572,38.5,50
L54204,L,300.6,310.6,2127,18.7,53
H36439,H,300.6,310.6,1448,44.7,
L54206,L,300.6,310.7,1543,,60
L54207,L,,310.6,1508,34.8,
M21888,M,300.6,310.6,1403,50.4,64
L54209,L,300.6,310.6,1454,,67
L54210,L,300.7,310.8,1772,27.3,69
L54211,L,300.7,France,1479,49.1,71
L54212,L,300.7,310.9,1723,31.0,73
M21893,M,300.7,310.8,1469,46.4,75
H36448,H,300.6,310.6,1830,26.2,78
L54215,L,300.6,310.6,1497,38.2,83
L54216,L,300.7,310.6,1540,52.7,85
L54217,L,300.6,310.6,1514,,87
L54218,L,300.7,310.6,1654,34.2,error
H36453,H,300.6,310.5,,37.0,91
L54220,L,300.7,France,1720,30.3,96
L54221,L,300.6,310.5,1470,37.7,98
L54222,L,300.6,310.5,1642,29.9,100
M21903,M,300.7,310.6,2006,19.1,102
M21904,M,300.7,310.6,1505,35.6,105
M21905,M,300.7,310.6,1609,27.6,108
M21906,M,300.7,310.5,,22.2,111
L54227,L,300.6,310.4,1401,42.6,114
L54228,L,300.6,310.4,2007,19.8,116
L54229,L,300.6,310.4,1494,47.3,118
L54230,L,,310.4,1457,47.7,120
L54231,L,300.6,310.4,1556,37.7,122
H36466,H,300.6,310.4,1510,42.8,124
H36467,H,300.7,310.5,1567,38.7,129
H36468,H,300.7,310.5,1476,43.1,134
L54235,L,300.8,France,1663,30.6,139
M21916,M,,310.5,,50.6,141
L54237,L,,310.6,1666,36.2,144
L54238,L,300.7,310.6,1520,45.9,146
L54239,L,300.6,310.5,1644,33.8,148
H36474,H,300.6,310.4,1479,35.6,
L54241,L,300.6,310.4,,49.7,155
M21922,M,300.6,310.4,1407,51.1,157
L54243,L,300.7,310.4,1234,51.7,
M21924,M,300.8,310.5,1696,29.7,162
L54245,L,300.8,310.6,1384,52.9,165
M21926,M,300.8,310.7,1572,36.2,167
M21927,M,300.8,310.7,1386,42.1,170
L54248,L,300.8,310.7,1461,42.8,173
L54249,L,300.8,310.7,1525,39.4,175
L54250,L,300.7,310.7,1333,61.0,177
H36485,H,300.7,310.6,1505,40.6,179
M21932,M,300.7,310.6,1439,41.7,184
L54253,L,300.7,310.6,1491,43.2,187
M21934,M,300.7,France,1488,39.2,189
L54255,L,300.7,310.5,1536,47.4,192
L54256,L,300.7,310.5,1960,21.0,194
M21937,M,300.7,310.5,1594,31.0,196
L54258,L,300.7,310.5,1357,52.6,199
L54259,L,300.7,310.5,1445,41.1,201
L54260,L,300.7,France,1543,47.3,203
L54261,L,300.7,310.4,1366,52.6,205
L54262,L,300.7,310.3,1458,47.1793803549296,
L54263,L,300.7,310.4,1416,61.8,209
L54264,L,300.6,310.3,1794,24.4,211
L54265,L,,310.3,1484,41.0,213
L54266,L,300.6,310.4,2514,13.4,error
L54267,L,300.6,France,,30.5,217
M21948,M,300.6,310.3,1614,32.7,error
L54269,L,300.6,310.2,1622,34.1,3
M21950,M,300.6,310.2,1478,40.1,
L54271,L,300.6,310.2,1318,51.0,8
L54272,L,300.7,310.2,1493,34.581801484011216,error
H36507,H,300.7,310.3,1369,50.7,12
L54274,L,,310.2,1447,45.9,17
L54275,L,300.6,France,1485,49.60906776173795,19
L54276,L,300.6,310.2,1489,47.8,21
M21957,M,300.6,310.2,1233,52.3,23
L54278,L,300.7,310.2,1642,32.6,error
M21959,M,300.7,310.2,1373,,28
L54280,L,300.7,310.2,,32.8,error
L54281,L,300.8,France,,22.8,33
M21962,M,300.8,310.3,1494,42.2,35
H36517,H,300.8,310.3,1777,30.1,38
L54284,L,300.9,310.4,1454,43.1,43
L54285,L,300.9,310.4,1536,34.2,error
L54286,L,300.8,310.5,1482,,47
H36521,H,300.9,310.5,,,49
M21968,M,,310.5,1511,35.8,54
L54289,L,300.9,310.5,1599,,57
M21970,M,300.8,310.4,1518,36.0,59
M21971,M,300.8,310.4,1450,39.4,error
L54292,L,300.9,310.4,1427,47.0,
L54293,L,300.9,310.4,1561,32.7,67
H36528,H,300.9,310.4,1457,43.8,69
M21975,M,301.0,310.6,1460,53.6,74
L54296,L,301.0,310.5,1601,33.2,77
L54297,L,300.9,310.5,1570,,79
L54298,L,300.9,France,1565,35.9,81
L54299,L,301.0,310.5,1378,44.4,
L54300,L,300.9,France,2288,16.1,85
M21981,M,300.9,310.4,1375,44.7,87
L54302,L,300.9,France,1788,27.8,90
M21983,M,300.9,France,1576,40.4,92
M21984,M,300.8,France,1868,24.5,95
L54305,L,300.7,310.1,1261,56.6,98
M21986,M,300.6,France,,33.9,100
L54307,L,300.6,310.0,1438,65.65550297042083,103
L54308,L,,310.0,1511,36.9,error
L54309,L,300.6,310.0,1635,31.0,107
L54310,L,300.6,France,1428,48.8,109
M21991,M,300.5,309.8,1410,44.4,111
L54312,L,300.5,309.9,1423,47.9,114
M21993,M,300.5,309.9,1552,41.3,116
M21994,M,300.5,France,1406,50.2,119
L54315,L,300.5,309.9,1443,48.3,122
M21996,M,300.5,309.9,1343,63.7,124
M21997,M,,310.0,1486,41.2,127
L54318,L,300.6,310.1,1297,50.0,
L54319,L,300.6,310.1,1495,42.3,132
