Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
M21221,M,300.1,France,1348,57.3,48
L53542,L,300.0,309.6,1738,28.7,51
M21223,M,300.0,309.6,1618,36.2,53
M21224,M,299.9,309.6,1489,41.7,56
M21225,M,299.9,309.5,1412,57.9,59
M21226,M,299.9,309.5,2065,,
L53547,L,300.0,309.6,1571,33.1,65
M21228,M,300.0,309.6,1423,48.7,67
H35783,H,300.0,309.5,1781,24.9,70
L53550,L,300.1,309.6,-309.6,46.9,75
L53551,L,300.1,309.6,1546,36.7,77
M21232,M,300.0,309.5,1879,22.4,79
H35787,H,300.0,309.5,1735,28.9,82
L53554,L,300.0,309.5,1506,38.8,error
H35789,H,300.0,309.6,1629,32.3,89
L53556,L,300.0,309.6,1694,28.7,
L53557,L,300.1,309.6,1541,37.0,96
L53558,L,300.0,309.6,1514,38.596456280127164,98
L53559,L,300.1,309.7,1485,45.9,100
L53560,L,300.2,309.8,1430,55.0,102
L53561,L,300.2,309.7,1771,27.1,
L53562,L,300.2,309.8,1481,41.9,106
H35797,H,300.2,309.7,1483,43.8,108
H35798,H,300.1,309.6,1463,45.1,113
L53565,L,300.1,309.7,1410,48.3,118
L53566,L,300.2,309.7,,34.3,120
M21247,M,300.2,309.8,,39.2,122
H35802,H,300.3,309.9,1509,46.6,125
H35803,H,,France,,30.1,130
L53570,L,300.3,309.8,,,135
M21251,M,300.2,309.7,1413,43.0,error
L53572,L,300.1,309.7,1680,33.8,error
L53573,L,300.2,309.7,1678,30.5,142
M21254,M,300.2,309.7,1408,44.0,144
M21255,M,300.1,309.6,1376,52.1,147
L53576,L,300.0,309.6,1526,46.4,150
M21257,M,300.0,309.6,1587,32.6,152
L53578,L,300.1,309.7,1351,58.2,155
M21259,M,,309.6,,38.0,157
L53580,L,,309.7,1601,35.8,160
M21261,M,300.0,309.6,1573,39.7,162
M21262,M,300.1,309.6,1584,36.7,165
L53583,L,300.1,309.6,1649,33.6,168
M21264,M,300.2,309.7,1183,61.4,170
L53585,L,300.1,309.7,2151,17.5,173
L53586,L,300.2,309.8,1526,45.6,175
M21267,M,300.3,309.9,1611,29.0,177
L53588,L,300.3,309.9,1601,31.7,180
L53589,L,300.3,310.0,1560,40.8,182
L53590,L,300.4,310.1,1544,41.9,184
M21271,M,300.4,310.0,1560,42.3,186
L53592,L,300.4,310.0,-310.0,44.2,
L53593,L,300.4,310.1,1614,33.5,191
M21274,M,300.4,310.1,1457,35.1,193
L53595,L,300.4,310.1,1503,,196
H35830,H,300.4,310.1,1484,38.0,198
L53597,L,300.3,309.9,,39.9,203
H35832,H,300.3,309.9,1405,52.1,205
H35833,H,300.3,309.9,1394,46.7,
L53600,L,300.3,309.9,,36.4,0
L53601,L,,309.9,1527,,error
L53602,L,300.3,309.9,1377,55.3,4
M21283,M,300.3,310.0,,37.5,6
M21284,M,300.3,310.0,1409,43.2,9
L53605,L,300.3,309.9,-309.9,56.1,12
L53606,L,300.2,France,1448,36.8,14
L53607,L,300.2,309.8,1418,49.3,16
M21288,M,300.2,309.8,1743,24.1,18
M21289,M,300.2,309.8,1394,47.4,21
L53610,L,300.3,309.8,1523,39.2,24
L53611,L,300.2,France,1353,59.4,26
M21292,M,300.3,France,1447,46.5,28
L53613,L,300.3,309.9,1570,34.0,31
M21294,M,300.3,309.9,1494,38.5,33
L53615,L,300.3,309.9,1621,34.1,
L53616,L,300.4,310.0,1769,26.1,38
L53617,L,300.4,310.0,1282,69.3408158347088,40
L53618,L,300.4,310.0,1581,30.3,42
L53619,L,300.6,310.1,1656,,44
L53620,L,300.6,310.2,1648,31.7,
L53621,L,300.7,France,1639,31.4,48
L53622,L,300.7,310.2,1348,54.8,50
L53623,L,300.8,310.3,1537,33.3,52
M21304,M,300.8,310.3,1270,61.0,54
L53625,L,300.7,310.3,1662,34.4,57
M21306,M,300.7,310.3,1471,40.2,59
L53627,L,300.6,France,1337,45.8,62
H35862,H,300.7,310.2,1877,,error
L53629,L,300.6,310.2,1519,44.6,69
L53630,L,300.6,310.2,1378,47.3,71
L53631,L,300.7,310.2,1696,27.5,73
L53632,L,300.7,310.1,1376,50.8,75
L53633,L,,310.2,1807,24.2,77
L53634,L,,310.1,1598,32.8,79
L53635,L,300.7,310.1,1565,40.2,81
L53636,L,300.7,310.2,1387,50.6,83
L53637,L,,310.0,1395,48.0,error
M21318,M,,310.0,1302,62.9,87
M21319,M,300.6,310.0,1397,55.2,90
L53640,L,300.6,310.0,1313,52.9,93
L53641,L,,310.0,1505,35.9,95
H35876,H,300.6,310.0,1483,44.0,97
H35877,H,300.5,310.0,1358,60.4,102
M21324,M,300.5,309.9,1735,27.0,107
M21325,M,300.5,France,1416,48.5,110
L53646,L,300.4,309.7,1740,31.1,113
L53647,L,300.4,France,1692,27.4,115
L53648,L,300.5,309.8,1507,42.5,117
M21329,M,300.4,309.6,1521,35.0,119
L53650,L,300.4,309.6,1379,54.5,122
L53651,L,300.4,309.6,1523,38.5,124
H35886,H,300.4,309.6,1571,33.6,126
H35887,H,300.4,309.5,1547,50.7,131
M21334,M,300.5,309.7,1347,54.3,136
L53655,L,300.5,309.7,1560,,
L53656,L,300.5,309.7,1384,,141
L53657,L,300.5,309.7,1841,24.6,143
L53658,L,300.5,309.8,1663,29.1,145
L53659,L,,309.8,1418,42.7,147
L53660,L,300.7,309.9,1775,26.6,149
L53661,L,300.7,France,1406,48.4,151
L53662,L,300.6,309.9,1480,43.7,
L53663,L,300.7,309.9,1412,45.3,error
H35898,H,,309.8,1913,22.5,157
L53665,L,300.6,309.8,1629,37.6,error
L53666,L,300.5,309.8,1939,21.4,164
H35901,H,,309.8,1541,36.2,166
L53668,L,300.7,309.8,1330,50.70540964873295,171
M21349,M,300.7,309.8,1490,38.8,
L53670,L,300.7,France,1383,44.5,176
L53671,L,300.8,310.0,1468,52.7,178
M21352,M,300.8,309.9,1444,46.0,180
L53673,L,300.7,309.8,1363,53.1,183
L53674,L,300.6,309.7,1617,,185
M21355,M,300.6,309.8,1694,31.1,187
L53676,L,300.7,309.9,1815,27.0,190
L53677,L,300.8,309.9,1312,65.3,error
H35912,H,300.8,France,2041,19.2,194
L53679,L,300.9,310.0,1671,26.8,199
M21360,M,300.9,310.0,1416,46.6,201
M21361,M,300.9,310.0,1600,36.0,204
L53682,L,300.9,310.0,2595,13.7,207
M21363,M,300.9,309.9,1465,,209
M21364,M,301.0,310.1,1681,27.4,212
L53685,L,301.1,310.1,1457,39.6,error
H35920,H,301.0,310.1,1454,,217
L53687,L,301.0,310.1,1558,32.6,0
H35922,H,301.0,France,1756,30.7,2
L53689,L,301.1,310.1,1564,36.8,7
L53690,L,301.1,310.2,1455,55.3,9
M21371,M,301.2,310.1,2280,15.7,11
M21372,M,301.1,310.0,1433,48.1,14
L53693,L,301.1,310.0,1513,38.0,
L53694,L,301.0,France,1507,41.8,19
L53695,L,301.0,310.0,1480,43.5,21
H35930,H,,310.0,1470,40.1,23
L53697,L,301.1,310.1,1540,36.6,28
H35932,H,301.0,310.0,1212,67.9,30
L53699,L,301.1,310.1,1417,46.9,35
M21380,M,301.2,France,1666,34.9,
L53701,L,301.1,310.1,1666,,40
L53702,L,301.1,310.1,1489,,error
M21383,M,301.1,310.2,1850,27.7,error
L53704,L,301.1,310.4,1874,24.8,error
L53705,L,301.1,310.4,1312,73.6,49
L53706,L,301.2,310.4,1515,38.4,51
L53707,L,301.2,310.4,1516,44.4,
L53708,L,301.2,France,1546,40.0,
L53709,L,301.3,310.6,1481,40.9,57
H35944,H,,310.6,1605,,59
H35945,H,,310.7,1656,,
H35946,H,301.2,310.6,1352,52.0,error
L53713,L,301.3,310.7,1504,47.2,74
L53714,L,301.3,310.6,1436,44.2,
H35949,H,301.2,310.5,1505,43.6,78
L53716,L,301.3,310.5,1406,47.1,83
M21397,M,301.3,310.5,1481,39.7,
L53718,L,301.4,310.7,,44.6,88
L53719,L,301.4,310.7,1436,54.1,90
M21400,M,301.4,France,1368,63.7,FranceFrance
L53721,L,301.4,310.7,1509,38.3,error
L53722,L,301.4,310.8,1543,36.9,97
L53723,L,301.4,310.8,1698,29.6,99
M21404,M,301.4,310.7,1470,46.5,101
M21405,M,301.4,310.8,1738,30.3,104
M21406,M,301.4,310.8,1530,39.9,107
L53727,L,301.4,310.8,,29.2,error
L53728,L,301.4,310.8,1770,24.1,112
H35963,H,301.3,310.6,1527,44.0,error
L53730,L,301.3,310.7,1516,,
L53731,L,301.4,310.7,1616,36.5,121
L53732,L,301.4,310.7,1786,26.1,123
L53733,L,,310.8,1389,,error
M21414,M,301.4,310.7,1639,29.8,error
H35969,H,301.5,310.7,1394,46.7,130
L53736,L,301.5,310.7,1686,27.9,error
M21417,M,301.5,310.6,1638,31.9,
M21418,M,301.5,France,1447,41.9,140
H35973,H,301.5,310.6,1512,39.0,143
L53740,L,301.6,310.8,-310.8,23.463430077435213,148
L53741,L,301.5,310.7,1596,35.4,150
M21422,M,301.5,310.7,1871,21.3,
L53743,L,,310.7,1942,20.5,155
L53744,L,301.4,310.6,1557,38.2,157
L53745,L,301.4,310.6,1550,36.8,159
L53746,L,301.3,310.6,1966,22.6,161
M21427,M,301.3,310.6,1499,36.1,error
L53748,L,301.3,310.6,1521,36.3,166
M21429,M,301.4,310.7,-310.7,42.0,168
L53750,L,301.4,310.6,1634,31.1,171
M21431,M,301.3,310.6,1378,49.4,173
L53752,L,301.4,310.7,1428,53.7,176
M21433,M,301.4,310.6,1855,25.3,178
L53754,L,301.4,310.6,1578,33.0,181
M21435,M,301.4,310.5,1451,45.3,
L53756,L,301.5,310.5,1644,34.9,
L53757,L,301.4,310.4,1388,45.3,
L53758,L,301.4,310.4,1543,40.9,190
L53759,L,301.3,310.4,1501,41.6,192
L53760,L,301.3,310.4,1507,39.1,194
L53761,L,,310.4,1559,36.0,error
L53762,L,301.5,310.5,1528,35.7,198
M21443,M,301.5,310.5,1503,38.2,200
L53764,L,301.5,310.5,1372,44.0,203
M21445,M,301.5,310.5,1600,32.8,205
L53766,L,301.5,310.6,1453,,208
M21447,M,301.6,310.7,1813,24.6,210
L53768,L,,310.7,1457,40.4,213
M21449,M,301.6,310.6,1553,38.9,0
L53770,L,301.7,310.7,1763,25.9,3
L53771,L,301.7,310.7,2023,20.9,5
M21452,M,301.6,310.7,-310.7,47.8,7
L53773,L,301.6,310.7,1679,29.5,10
L53774,L,301.6,France,2103,19.7,12
M21455,M,301.5,310.7,,38.6,error
M21456,M,301.5,310.7,1454,39.4,17
L53777,L,301.5,310.6,1481,46.8,20
L53778,L,301.5,310.7,1424,51.1,22
L53779,L,301.6,310.7,,39.5,24
M21460,M,301.5,310.6,1424,47.0,26
M21461,M,301.5,310.7,1347,47.9,29
L53782,L,301.5,310.6,1374,46.7,32
M21463,M,301.5,310.6,1403,47.4,34
M21464,M,301.5,310.6,,37.4,37
M21465,M,301.6,310.6,1691,30.1,40
H36020,H,301.5,France,1538,44.3,43
L53787,L,301.5,310.5,1556,,48
M21468,M,301.5,France,1593,36.8,50
L53789,L,301.5,310.4,1474,39.9,53
L53790,L,301.5,310.4,,34.0,
H36025,H,301.5,310.5,1587,33.8,57
L53792,L,301.6,310.6,1222,70.0,62
L53793,L,301.7,310.6,1513,41.1,64
L53794,L,301.7,France,1660,28.7,66
L53795,L,301.7,310.6,1545,,68
M21476,M,301.7,310.6,,45.8,
L53797,L,,310.6,1321,60.8,
M21478,M,301.6,310.6,1309,65.8,75
M21479,M,301.7,310.7,1627,31.3,78
M21480,M,301.6,310.7,,23.8,81
M21481,M,301.7,310.7,1861,21.8,84
L53802,L,301.7,France,1493,51.1,87
M21483,M,301.7,310.7,1442,41.1,89
L53804,L,301.7,310.7,1532,,92
M21485,M,301.6,310.7,1421,44.4,
L53806,L,301.6,310.6,1613,42.5,97
M21487,M,301.7,310.6,1876,22.1,99
L53808,L,301.6,310.5,1593,34.5,102
L53809,L,301.6,310.5,1397,49.4,104
M21490,M,301.6,310.5,1414,49.3,106
M21491,M,301.5,310.4,1378,55.3,
L53812,L,301.4,310.4,1301,51.2,112
M21493,M,301.5,310.5,1737,29.3,114
L53814,L,301.5,310.5,1396,,117
L53815,L,301.5,310.5,1534,39.3,119
M21496,M,301.5,310.5,1774,25.5,121
H36051,H,301.5,310.5,1453,48.0,124
L53818,L,301.5,310.5,1453,,129
L53819,L,301.4,310.5,1380,48.4,131
L53820,L,301.4,310.4,1334,43.2,133
L53821,L,301.5,310.5,1702,,error
L53822,L,301.6,France,1431,37.5,137
M21503,M,,310.5,1308,60.5,139
L53824,L,301.5,310.6,1565,43.9,142
M21505,M,301.5,France,1486,39.6,
L53826,L,301.5,310.5,1479,34.2,147
L53827,L,301.5,310.5,1927,22.4,149
L53828,L,301.5,310.4,1488,,151
M21509,M,301.5,310.4,1350,54.9,153
L53830,L,301.6,310.4,1561,35.3,156
M21511,M,301.5,310.4,1276,55.6,158
H36066,H,301.5,310.4,1580,35.7,161
M21513,M,301.4,310.3,1610,29.1,166
L53834,L,301.4,310.3,2203,,169
L53835,L,301.4,310.3,1639,32.7,171
M21516,M,301.4,310.4,1553,44.7,173
L53837,L,301.4,310.3,1374,47.6,176
L53838,L,301.4,310.4,1430,50.9,178
L53839,L,301.3,310.3,1626,31.3,180
H36074,H,301.4,310.5,1421,43.8,182
M21521,M,301.3,310.4,1501,39.8,187
M21522,M,,310.4,2093,18.7,190
L53843,L,301.3,310.4,1504,47.2,193
L53844,L,,310.4,1538,38.4,
L53845,L,301.3,310.4,1440,41.5,197
L53846,L,301.3,310.4,1414,51.4,199
H36081,H,301.4,310.5,1536,39.9,error
L53848,L,301.4,310.5,1476,,206
L53849,L,301.4,310.5,1571,33.9,208
L53850,L,301.5,France,1998,20.2,
L53851,L,301.5,310.6,1357,,212
L53852,L,301.6,310.7,1424,50.5,214
L53853,L,301.6,310.7,1380,51.8,error
L53854,L,301.5,France,1618,35.5,218
L53855,L,301.5,310.6,1579,28.0,220
L53856,L,301.5,310.7,1423,44.0,222
L53857,L,301.5,310.7,1435,38.5,224
M21538,M,301.5,310.7,1336,65.6,0
L53859,L,301.6,310.8,1392,42.4,3
L53860,L,301.5,310.8,1417,,5
L53861,L,301.4,310.7,1425,45.1,
L53862,L,301.5,310.8,1512,38.9,9
L53863,L,,France,1318,50.6,11
L53864,L,301.6,France,1538,40.4,13
L53865,L,301.6,310.9,1532,43.6,15
L53866,L,301.7,311.0,1715,24.8,17
L53867,L,301.7,311.0,1700,28.7,19
L53868,L,301.7,311.0,1548,40.3,21
L53869,L,301.7,311.0,1546,43.0,23
L53870,L,301.7,311.0,1343,49.2,25
M21551,M,301.7,311.0,1510,47.8,27
M21552,M,301.8,311.0,1839,23.6,30
M21553,M,301.8,311.0,,26.7,33
M21554,M,301.7,310.9,1300,62.7,36
M21555,M,301.7,311.0,1311,55.8,39
L53876,L,301.7,310.9,1636,31.3,42
L53877,L,301.6,310.9,1643,34.1,44
L53878,L,301.6,310.8,1418,44.7,46
M21559,M,301.7,310.8,1516,40.4,48
H36114,H,301.6,310.9,1419,50.2,51
L53881,L,301.6,310.9,,34.1,error
M21562,M,301.6,France,,32.0,58
M21563,M,301.5,310.7,1744,28.2,61
M21564,M,301.5,310.7,1510,36.0,error
M21565,M,301.5,310.6,1382,58.1,67
L53886,L,301.4,310.6,1381,,
L53887,L,,310.6,1556,39.0,error
M21568,M,301.4,310.6,1464,37.4,74
L53889,L,301.4,310.6,1481,37.6,77
L53890,L,301.5,France,1323,49.7,79
L53891,L,301.5,310.7,1426,46.1,81
H36126,H,301.4,310.7,,36.4,
L53893,L,301.3,310.6,,45.2,88
L53894,L,301.3,310.6,1440,53.8,
L53895,L,301.3,310.6,1576,30.4,92
L53896,L,301.3,310.6,1387,,94
M21577,M,,310.6,1464,48.6,96
L53898,L,301.4,310.6,2137,18.0,error
M21579,M,301.4,310.6,1431,40.6,error
