Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
H36666,H,300.2,310.4,1501,42.9,212
L54433,L,300.3,310.5,,39.1,217
L54434,L,300.3,310.4,1493,37.5,219
M22115,M,300.2,310.3,1704,,221
H36670,H,300.2,310.3,1408,42.5,0
L54437,L,300.2,310.4,1518,41.8,5
L54438,L,300.3,310.4,1742,25.9,
M22119,M,300.4,France,1500,43.0,error
L54440,L,300.4,France,2424,14.5,12
L54441,L,300.4,310.5,1818,25.1,14
M22122,M,300.4,310.6,1545,35.6,16
L54443,L,300.4,France,1429,46.9,19
M22124,M,300.4,310.6,1448,44.9,21
L54445,L,300.4,310.6,1384,48.7,error
L54446,L,300.4,310.5,1578,32.8,26
L54447,L,300.5,310.5,1695,26.7,28
L54448,L,300.5,310.6,1543,36.2,30
M22129,M,300.4,France,1540,33.4,error
L54450,L,300.2,310.4,1808,25.8,35
M22131,M,300.3,310.4,1293,49.7,37
L54452,L,300.2,310.3,1202,,40
M22133,M,300.2,310.3,1704,29.2,42
M22134,M,300.2,310.3,1478,38.1,45
L54455,L,300.2,France,1514,38.7,48
M22136,M,300.1,310.3,1350,48.8,50
L54457,L,300.1,310.2,,54.2,error
H36692,H,300.0,310.1,1714,28.7,620.2
L54459,L,300.0,310.1,1465,40.9,60
L54460,L,299.9,310.2,1288,69.6,62
L54461,L,300.0,310.2,1675,29.7,
L54462,L,300.0,310.2,,,66
M22143,M,300.0,310.2,1443,58.7,error
M22144,M,300.1,310.3,1345,57.1,71
M22145,M,300.2,France,1202,61.7,74
M22146,M,,310.4,1480,37.1,77
M22147,M,300.2,France,1530,35.7,80
M22148,M,300.2,France,1983,20.8,
L54469,L,300.3,310.6,1433,,86
L54470,L,300.3,310.6,1806,24.4,88
L54471,L,300.2,310.5,1416,46.7,90
M22152,M,300.1,France,1556,38.1,92
L54473,L,300.1,310.5,1627,29.2,
L54474,L,300.1,310.6,1809,24.3,97
M22155,M,300.1,France,1329,57.4,99
H36710,H,300.0,310.4,1881,21.9,error
L54477,L,300.1,310.5,1500,39.8,107
L54478,L,300.1,310.5,1532,36.0,109
L54479,L,300.1,310.5,1492,50.9,111
L54480,L,300.2,310.6,1431,42.3,113
L54481,L,300.1,310.4,1554,39.4,620.8
L54482,L,300.1,310.5,,44.2,117
L54483,L,300.1,310.6,1374,,119
L54484,L,300.1,310.5,1394,44.3,121
M22165,M,300.0,France,1790,25.7,123
L54486,L,,France,1356,45.8,126
M22167,M,300.0,310.4,1385,52.1,128
L54488,L,300.0,310.4,1333,49.1,error
L54489,L,,310.4,1505,44.9,133
L54490,L,300.0,310.5,,,
H36725,H,300.0,310.5,1558,36.7,137
L54492,L,300.0,310.5,1412,52.4,142
L54493,L,299.9,310.4,1408,38.4,144
L54494,L,299.9,310.3,,53.3,146
L54495,L,299.9,310.4,,50.0,148
L54496,L,299.9,310.4,1497,47.0,150
L54497,L,299.9,310.3,1638,29.1,152
H36732,H,299.9,310.3,1535,43.9,154
L54499,L,299.8,310.2,1654,32.7,159
H36734,H,299.8,310.2,1411,49.7,
L54501,L,299.8,310.2,1911,23.5,166
H36736,H,299.8,310.2,1573,33.3,168
L54503,L,299.9,310.2,1479,46.3,173
M22184,M,299.9,310.4,1820,26.6,175
L54505,L,299.9,310.4,1419,45.7,178
M22186,M,299.9,310.5,1335,52.9,error
M22187,M,299.9,310.5,1576,39.4,183
L54508,L,,France,,42.2,186
M22189,M,299.9,310.4,1576,29.38657643777443,188
H36744,H,299.8,310.2,1537,36.6,191
L54511,L,299.8,310.3,,34.2,196
M22192,M,299.8,310.3,,23.7,198
M22193,M,299.9,310.4,1367,53.3,error
L54514,L,299.8,310.4,1694,30.3,204
L54515,L,,310.4,1328,,206
H36750,H,299.9,310.5,1549,42.8,error
L54517,L,299.9,310.5,1539,32.8,621.0
L54518,L,299.8,310.5,1496,38.8,215
L54519,L,299.8,310.4,1579,36.4,
L54520,L,299.7,310.3,1386,46.6,2
L54521,L,299.7,310.3,1505,37.7,4
M22202,M,299.7,310.3,1661,34.5,6
L54523,L,299.6,310.2,1468,48.0,error
L54524,L,299.6,310.1,1384,49.8,error
L54525,L,299.6,310.2,1381,60.5,13
L54526,L,299.6,310.2,1469,47.0,15
L54527,L,299.6,310.2,1627,,17
H36762,H,299.7,310.3,1462,,19
L54529,L,299.7,310.2,1633,36.5,24
L54530,L,,310.2,1469,39.5,error
L54531,L,299.7,310.2,1458,,
M22212,M,299.7,310.2,1440,42.8,30
L54533,L,299.8,310.3,1687,30.4,error
M22214,M,299.7,310.3,1429,47.7,
L54535,L,299.6,310.2,1588,34.1,38
L54536,L,299.6,310.2,1333,51.2,40
L54537,L,299.6,310.1,1487,,42
M22218,M,299.5,310.1,1659,31.5,44
M22219,M,299.4,310.0,1512,43.2,47
L54540,L,299.5,310.1,1585,35.2,50
L54541,L,299.5,France,1502,,52
L54542,L,299.5,310.0,1594,35.1,54
L54543,L,299.5,310.0,1412,48.9,56
L54544,L,,309.9,1402,51.7,58
L54545,L,299.6,310.1,2057,20.4,60
H36780,H,,310.1,1531,,62
M22227,M,299.5,310.1,1359,61.1,67
M22228,M,299.6,310.2,1620,,70
M22229,M,299.6,France,1646,29.6,73
M22230,M,299.6,310.1,1455,46.1,76
L54551,L,299.6,310.2,1512,44.0,error
L54552,L,299.6,310.2,,42.7,81
L54553,L,299.6,310.1,,38.0,83
L54554,L,299.5,310.0,1379,47.975080047360464,
M22235,M,299.4,309.9,1567,40.6,
L54556,L,299.5,310.0,1481,43.1,90
L54557,L,,310.0,1349,52.7,92
L54558,L,299.5,310.0,1388,52.4,
M22239,M,,310.1,1357,48.7,96
L54560,L,299.6,310.2,1743,24.8,99
L54561,L,,310.3,1495,43.1,101
L54562,L,299.8,310.4,1698,28.3,103
M22243,M,299.7,310.4,1410,,
L54564,L,299.7,310.4,,36.2,108
M22245,M,299.8,310.5,1375,53.9,110
M22246,M,299.8,310.6,1574,31.8,113
H36801,H,,310.6,1423,44.6,
M22248,M,299.8,310.6,1694,31.3,121
L54569,L,299.8,310.6,1707,32.5,124
M22250,M,299.7,310.5,1490,41.2,126
L54571,L,299.7,310.6,1675,31.3,129
M22252,M,299.7,310.5,1492,39.3,131
M22253,M,299.7,310.5,1594,35.4,134
L54574,L,299.7,310.6,1479,38.0,137
M22255,M,,310.6,1572,38.0,139
L54576,L,299.7,310.6,1616,35.1,142
L54577,L,299.7,310.6,1737,26.1,144
M22258,M,299.7,310.7,1498,37.8,146
L54579,L,299.6,France,1642,35.1,149
M22260,M,299.6,310.6,1633,34.2,151
L54581,L,,310.8,1409,,154
M22262,M,299.8,310.8,1463,43.5,156
L54583,L,299.8,310.8,1376,48.6,error
L54584,L,299.8,310.8,1553,32.2,161
M22265,M,299.8,310.8,1530,35.2,163
L54586,L,299.8,310.9,1545,40.7,166
H36821,H,299.8,310.9,1427,47.2,168
L54588,L,299.9,310.9,1292,51.1,173
L54589,L,299.8,310.9,2084,17.6,
L54590,L,299.9,311.0,1747,27.6,error
L54591,L,300.0,311.1,-311.1,47.8,179
L54592,L,300.0,311.0,1637,33.6,181
M22273,M,300.1,311.1,1616,35.2,183
L54594,L,300.1,311.1,1619,,186
L54595,L,300.1,311.2,1489,39.1,
M22276,M,300.1,311.2,1452,42.4,190
M22277,M,300.1,311.3,1495,41.0,193
M22278,M,,311.4,1427,39.7,
L54599,L,300.1,311.4,1572,36.2,199
L54600,L,300.1,311.3,1547,40.0,201
M22281,M,,311.4,1342,48.5,203
L54602,L,300.0,311.2,1351,44.1,206
L54603,L,300.0,311.3,1407,47.3,208
M22284,M,300.1,France,1575,,210
M22285,M,300.0,311.4,1791,24.1,213
M22286,M,300.0,311.4,1692,29.0,216
L54607,L,300.0,311.4,1634,31.9,0
M22288,M,300.0,France,1864,23.3,2
L54609,L,300.0,311.4,,33.6,5
M22290,M,300.0,311.4,1384,46.1,7
M22291,M,300.0,311.4,1352,61.8,10
L54612,L,300.1,311.4,,43.1,
M22293,M,300.1,311.4,1913,21.9,15
L54614,L,,France,1508,38.2,18
L54615,L,299.9,311.3,1504,40.7,20
L54616,L,300.0,311.4,1487,41.2,22
L54617,L,299.8,311.3,1727,30.0,24
L54618,L,299.9,311.3,1647,27.5,26
L54619,L,300.0,France,1493,,28
L54620,L,300.0,311.4,1655,29.6,30
M22301,M,,France,1337,56.028189955050856,32
L54622,L,,311.5,1601,36.9,35
H36857,H,300.1,311.6,1589,37.9,37
L54624,L,300.2,311.7,1286,55.1,42
L54625,L,300.2,311.7,1553,41.3,44
L54626,L,300.2,311.8,1379,51.0,46
M22307,M,300.3,311.9,1677,30.8,48
L54628,L,300.3,France,1488,38.4,51
L54629,L,300.3,311.8,1418,,error
L54630,L,300.3,311.8,1451,41.0,55
L54631,L,300.3,311.8,1508,43.1,57
L54632,L,300.3,311.7,1579,33.6,59
H36867,H,300.3,311.7,1432,47.7,error
L54634,L,300.2,311.6,1446,,66
M22315,M,300.2,311.7,-311.7,39.5,68
M22316,M,300.2,311.7,1397,50.2,71
L54637,L,300.1,311.6,1530,36.6,error
M22318,M,300.1,311.6,1433,51.4,76
L54639,L,300.0,311.5,1591,32.0,79
L54640,L,300.0,311.5,1445,,81
L54641,L,300.0,311.5,1749,28.3,
L54642,L,300.0,311.3,1703,30.4,85
H36877,H,300.1,311.4,1518,,87
L54644,L,300.1,311.3,1535,42.3,
M22325,M,300.1,France,1390,52.1,94
H36880,H,,311.6,1801,,error
H36881,H,300.3,311.6,1463,41.6,102
L54648,L,300.3,France,1560,37.7,107
L54649,L,300.3,France,1607,,109
L54650,L,300.4,311.6,1332,54.6,111
L54651,L,300.3,311.7,1365,,113
M22332,M,300.3,311.6,1617,,115
M22333,M,300.3,311.6,1304,62.8,error
L54654,L,300.3,311.7,,22.3,121
H36889,H,300.3,France,1339,53.4,123
L54656,L,300.2,311.5,1492,41.8,128
M22337,M,300.1,311.3,1518,40.2,
L54658,L,,311.3,,39.5,133
M22339,M,300.1,France,1523,,
M22340,M,300.2,311.4,1570,35.3,138
H36895,H,,311.4,1506,36.1,141
M22342,M,300.2,311.6,1510,47.5,623.2
L54663,L,300.2,France,1671,28.8,149
M22344,M,300.3,311.6,1312,53.4,error
L54665,L,300.3,311.6,1595,,154
L54666,L,300.3,311.7,1635,31.8,156
L54667,L,300.3,311.7,1707,33.6,158
L54668,L,,311.7,1545,43.5,160
M22349,M,300.2,311.6,1751,28.0,162
M22350,M,300.4,311.8,1707,30.0,165
L54671,L,,311.8,1320,57.9,168
M22352,M,300.3,311.7,1319,,170
L54673,L,300.2,311.7,1448,54.2,173
L54674,L,300.2,311.8,1436,48.2,175
L54675,L,300.3,311.9,1609,34.0,177
L54676,L,300.2,311.8,1464,44.5,179
M22357,M,,311.8,1483,45.1,error
M22358,M,300.2,311.8,1748,28.5,error
L54679,L,300.3,311.8,1746,26.3,187
L54680,L,300.2,311.8,1410,51.4,189
L54681,L,300.2,311.7,1640,,191
H36916,H,300.3,311.7,1655,29.9,193
M22363,M,,311.7,1646,28.9,error
L54684,L,300.4,311.8,1589,42.0,
L54685,L,300.5,311.9,1546,39.4,error
L54686,L,300.5,311.9,1511,41.8,205
L54687,L,300.5,311.9,,28.3,207
M22368,M,300.5,311.9,1730,27.5,209
L54689,L,,311.9,1372,60.1,623.8
L54690,L,300.5,311.8,,38.9,214
L54691,L,300.4,311.8,,36.1,0
M22372,M,300.5,311.8,1636,34.4,2
L54693,L,300.4,311.8,2261,14.9,
L54694,L,,311.8,1636,32.3,7
M22375,M,300.4,311.9,1335,58.3,error
M22376,M,300.3,311.7,1236,,error
L54697,L,,311.7,1445,47.3,15
L54698,L,300.2,311.5,1500,40.8,17
L54699,L,300.2,311.6,1999,,19
L54700,L,,311.6,1529,35.5,21
M22381,M,300.2,311.6,1467,40.7,23
L54702,L,300.1,311.5,1334,,26
M22383,M,300.1,France,1343,46.2,28
L54704,L,300.2,France,1639,31.1,31
H36939,H,300.1,311.5,1383,49.1,33
L54706,L,300.1,France,,31.4,38
L54707,L,300.1,France,1470,45.2,40
M22388,M,300.1,311.3,1748,26.6,42
L54709,L,300.1,311.4,1467,35.7,45
M22390,M,300.1,311.4,1617,39.3,
H36945,H,300.1,311.4,1377,56.7,50
M22392,M,300.0,311.3,1629,32.1,55
L54713,L,300.0,311.2,1504,37.9,58
L54714,L,300.0,311.2,1418,47.3,60
L54715,L,300.0,311.2,1629,31.7,62
L54716,L,300.1,311.3,2579,12.5,64
L54717,L,300.1,311.3,,64.7,66
M22398,M,300.2,311.4,1450,38.5,68
L54719,L,300.2,311.3,1487,36.9,71
M22400,M,300.2,311.3,,31.2,73
M22401,M,300.3,311.5,1528,40.9,76
M22402,M,300.4,311.6,1401,,79
L54723,L,300.3,311.5,1446,45.0,82
L54724,L,300.2,France,1425,44.2,
L54725,L,300.2,311.4,1891,22.6,86
H36960,H,300.2,311.5,1454,42.8,88
L54727,L,300.1,311.4,1430,40.9,
L54728,L,,311.4,1495,43.6,95
L54729,L,300.3,311.4,1544,41.6,97
M22410,M,300.3,311.4,1554,34.3,99
M22411,M,300.2,France,,37.3,102
L54732,L,300.3,311.3,1525,40.7,105
L54733,L,300.3,311.3,1505,39.6,107
M22414,M,300.3,311.4,1371,50.2,
L54735,L,300.3,311.3,1332,60.5,112
L54736,L,300.3,France,1471,37.0,114
M22417,M,300.4,311.5,1750,27.3,116
M22418,M,300.3,311.4,1386,48.1,119
M22419,M,300.4,311.4,1355,56.2,122
