Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
H32281,H,300.7,309.6,1390,48.5,error
M17500,M,299.9,309.5,1372,,
H35803,H,,France,,30.1,130
L49789,L,299.4,309.2,1621,34.5,48
H29707,H,298.1,308.5,1392,44.8,111
M21755,M,301.0,311.6,1357,45.6,error
M24847,M,298.8,308.6,1500,37.1,210
L48960,L,298.5,308.2,1595,,
M23640,M,297.5,308.6,1327,52.1,
L47449,L,298.0,308.0,1524,37.0,49
L53246,L,301.0,France,1804,25.8,174
M24761,M,298.7,309.2,1423,48.9,187
L48747,L,298.1,308.2,1521,39.3,
L48050,L,295.8,306.4,1325,56.2,65
M24731,M,298.9,309.8,1947,21.7,105
L51927,L,303.3,311.2,1763,27.3,27
L47663,L,297.4,309.0,1324,56.9,error
M15218,M,297.6,308.3,1467,36.7,error
L51813,L,303.0,311.2,1382,,203
L50174,L,300.5,309.8,1461,52.5,146
L50577,L,301.4,310.6,1648,30.7,90
M17575,M,299.5,309.0,1701,28.6,98
L50429,L,301.1,309.8,1493,38.9,149
L56220,L,297.3,308.3,1550,37.0,54
L55993,L,297.1,308.4,1693,29.5,100
L53478,L,301.1,310.5,1428,44.1,103
L51178,L,302.1,311.0,1586,35.1,142
L48805,L,297.9,307.8,1365,46.9,
L51567,L,302.0,309.8,1532,39.4,2
M15123,M,298.0,308.1,1587,32.3,
L55261,L,300.2,311.6,1356,53.5,132
L49558,L,299.1,308.2,1348,56.1,110
L56862,L,299.1,310.0,1394,46.6,27
M20875,M,300.8,310.8,1520,38.0,45
L51362,L,302.4,310.7,1362,54.8,155
L51322,L,301.7,France,,50.2,54
M15691,M,296.6,307.4,1544,,170
L56712,L,299.2,France,1384,48.7,
L53955,L,,310.6,1670,30.0,40
M22628,M,,311.4,1960,,20
M18497,M,302.2,311.4,1626,31.6,62
L48129,L,,306.3,1636,32.7,
L47389,L,298.4,308.6,1477,44.0,124
H30685,H,298.0,309.4,1490,40.5,53
L49712,L,298.9,308.7,1389,44.9,69
L47237,L,298.8,309.1,1513,40.3,160
L47664,L,297.4,309.0,,33.7,
L53459,L,301.3,310.8,1432,54.4,51
L48635,L,299.0,310.4,1382,53.0,89
M24241,M,297.5,308.1,1480,42.4,112
L49447,L,299.2,308.5,1370,52.4,61
M16711,M,,307.3,1365,49.2,error
L50748,L,301.8,310.6,1372,54.7,error
L51624,L,302.4,France,2224,16.0,154
M15790,M,295.5,305.9,1453,47.3,9
L49973,L,300.3,309.6,1597,31.8,73
H38000,H,297.3,307.9,1461,37.5,161
L55219,L,300.8,311.9,1560,31.8,21
L54087,L,300.9,311.3,1449,40.2,168
L47297,L,298.8,308.6,1599,33.0,error
M16533,M,298.1,307.8,1384,43.7,200
M19157,M,301.8,310.2,1609,34.2,217
M22072,M,299.8,309.7,1705,,103
H34081,H,303.3,311.4,1651,30.6,50
M17084,M,299.7,France,1645,31.9,155
L53528,L,300.2,309.8,1557,33.8,19
L53446,L,300.8,310.4,1368,46.8,21
H29812,H,297.4,308.3,1502,43.6,error
L48874,L,298.0,307.5,1618,35.2,31
M20036,M,304.0,313.3,1844,27.1,88
L54976,L,300.1,311.5,1454,52.4,90
L55533,L,298.7,France,1442,55.6,194
L50505,L,,310.6,1587,33.7,
L55686,L,298.4,309.6,1710,27.3,163
L56709,L,299.1,France,1459,46.7,
M21746,M,,311.3,1465,43.2,113
H38469,H,297.3,308.4,1864,23.1,90
M22148,M,300.2,France,1983,20.8,
L54403,L,299.8,309.6,1374,,137
M21660,M,301.1,310.6,1310,48.8,error
L51663,L,302.7,310.4,1489,,33
L52694,L,302.7,312.0,1828,24.0,63
L47783,L,,France,1336,71.6,31
L52567,L,302.8,312.2,,50.0,216
L51685,L,302.4,310.1,1426,46.8,95
L48080,L,295.6,306.2,1569,35.1,140
M16931,M,299.7,309.6,1313,60.0,
M15541,M,297.7,France,1656,33.2,
L49623,L,,308.5,1647,35.0,74
M23534,M,297.4,308.6,,,163
H32392,H,300.5,309.4,1642,36.2,103
M15154,M,,308.5,1372,51.1,116
L56302,L,297.4,308.4,1580,41.2,616.8
L52260,L,,313.3,1410,51.6,47
L51040,L,302.6,311.5,1427,,213
L50835,L,,311.4,1686,30.9,106
L53505,L,300.7,310.1,1721,32.3,170
L47989,L,,307.6,1452,45.7,122
L52115,L,303.4,312.3,1479,42.8,92
M18004,M,300.6,France,1478,36.3,95
L53111,L,300.3,310.4,1336,54.4,52
L55983,L,297.4,308.5,1486,48.6,
L52619,L,303.0,312.5,1626,30.5,87
L50833,L,,311.4,1518,,102
L48633,L,299.1,310.4,1450,,85
M24669,M,298.2,309.0,1353,50.3,150
L51770,L,302.8,France,1456,36.1,89
L55890,L,297.1,308.5,1712,,48
L55518,L,298.8,309.7,1740,28.5,152
M23166,M,298.7,310.1,1549,42.5,61
L53787,L,301.5,310.5,1556,,48
H38754,H,298.4,308.9,,37.1,0
L50291,L,300.0,309.2,1759,27.9,5
M18339,M,301.8,310.8,1619,31.0,76
M22526,M,300.6,311.7,1424,50.8,
L49320,L,299.3,309.0,1419,,error
M18149,M,301.2,310.1,1295,56.6,39
M20909,M,300.9,311.0,1567,34.3,
L51070,L,,311.2,1386,53.5,59
L47884,L,297.7,308.9,1516,33.03517514935754,92
H36939,H,300.1,311.5,1383,49.1,33
M17785,M,300.7,309.6,1388,51.1,160
M18914,M,,310.9,1456,43.6,45
M19723,M,303.6,312.3,,22.3,116
L57066,L,298.8,309.6,,22.3,145
L52327,L,304.4,313.6,1569,38.4,11
L48428,L,297.2,308.6,1489,40.2,214
L54098,L,301.0,311.5,1559,31.8,195
L47789,L,298.1,309.9,1629,32.5,45
L54860,L,300.7,311.7,1395,43.7,215
L55962,L,297.5,308.7,1456,44.7,29
L49654,L,298.9,308.5,1503,,145
L55813,L,297.4,308.3,1336,53.7,61
M19346,M,,310.5,1965,20.2,40
M16628,M,298.3,307.8,1485,42.0,13
L53375,L,300.9,310.8,1729,30.2,
L49042,L,297.9,307.7,1517,44.4,error
L55216,L,300.7,311.7,1460,46.1,15
M24689,M,298.4,309.4,1429,41.8,203
L50090,L,,France,1576,38.8,124
M17819,M,300.7,309.4,1589,35.0,52
H30537,H,296.6,307.7,,62.3,100
L57004,L,298.4,309.3,1504,39.3,192
L53705,L,301.1,310.4,1312,73.6,49
L53625,L,300.7,310.3,1662,34.4,57
M16895,M,298.9,308.6,1469,34.2,93
L52457,L,303.5,312.9,1501,44.0,128
M22134,M,300.2,310.3,1478,38.1,45
L53343,L,300.8,310.7,,48.1,198
L55207,L,300.6,311.9,1425,44.9,224
L47720,L,297.4,309.4,1473,45.5,94
L53463,L,301.3,310.8,1719,29.5,62
M21855,M,300.6,310.7,1705,,181
L52697,L,302.6,311.9,1448,49.5,72
M23628,M,297.5,308.7,1363,,194
H30932,H,298.2,309.0,1371,55.7,23
L47495,L,297.9,308.4,1646,40.6,175
M23954,M,297.3,308.1,1370,58.8,
L55356,L,299.8,311.2,1564,40.0,172
M16830,M,297.9,307.6,1202,67.0,129
L47518,L,297.5,308.2,1563,38.2,15
L49879,L,299.9,309.4,1363,60.9,
L47696,L,297.5,France,1732,29.9,32
H33001,H,301.8,310.5,1478,38.6,141
M18302,M,301.4,310.5,1495,52.5,error
L56771,L,299.2,310.4,1570,37.3,error
M19514,M,303.1,311.0,1510,47.6,16
L53901,L,301.4,310.7,1280,61.0,
H31269,H,297.7,307.3,1249,62.8,error
L47757,L,297.7,France,,37.7,error
L55365,L,299.7,311.1,1554,,192
L54457,L,300.1,310.2,,54.2,error
L56665,L,298.9,309.6,1589,34.2,197
L52596,L,302.6,312.3,,30.3,36
M21687,M,301.0,310.9,,41.8,error
L49566,L,299.1,France,1543,37.9,FranceFrance
M19847,M,303.7,313.0,1303,54.4,2
M20686,M,301.3,311.1,1492,41.2,223
L53341,L,301.0,310.9,1479,,194
L54697,L,,311.7,1445,47.3,15
L55014,L,300.0,311.4,1483,,187
L47837,L,297.7,309.2,1365,58.6,170
L53167,L,300.7,310.8,1608,39.5,202
L49872,L,300.1,309.7,1641,30.4,41
L50435,L,301.0,309.7,1491,42.9,165
M17749,M,300.7,309.7,1523,38.2,
L53414,L,301.2,310.8,1479,44.4359044870635,155
M16698,M,297.8,307.2,1456,39.6,199
L49546,L,299.3,308.5,1485,44.7,78
L53015,L,301.3,311.2,1668,30.1,error
M19783,M,303.4,312.2,1972,,59
L47881,L,297.7,France,1515,40.1,82
M22856,M,301.0,312.2,1499,41.5,140
L53166,L,,310.7,1440,52.5,error
L56089,L,,308.4,1529,40.4,165
L48049,L,,306.5,1358,49.2,63
M21789,M,301.0,311.6,1301,55.0,9
L49990,L,299.8,309.1,1772,24.8,error
L49047,L,298.1,307.9,1502,41.8,79
L52721,L,302.4,311.8,,42.2,134
H31834,H,298.8,308.2,1450,44.7,14
L54272,L,300.7,310.2,1493,34.581801484011216,error
H33443,H,302.0,310.9,,29.0,222
L54027,L,301.2,311.4,1757,28.0,6
L48632,L,299.0,310.3,1584,,83
H38474,H,297.2,308.3,1453,45.8,105
L56882,L,298.9,310.0,1633,31.2,
M23193,M,298.8,309.7,,48.5,138
M17563,M,299.8,309.2,1372,58.2,65
L50341,L,300.4,309.8,1314,63.1,146
L55876,L,297.2,308.6,1413,49.8,error
L53562,L,300.2,309.8,1481,41.9,106
L54248,L,300.8,310.7,1461,42.8,173
L53920,L,301.8,311.2,1417,55.9,
M23329,M,298.6,309.7,1280,64.1,
H29909,H,297.5,309.3,1459,49.7,error
L55168,L,301.1,312.3,1486,34.9,122
L50661,L,302.0,310.9,1663,31.5,81
M19093,M,302.2,310.9,1302,53.4,error
L54363,L,300.2,310.3,1445,50.9,34
L53613,L,300.3,309.9,1570,34.0,31
L48463,L,298.3,309.4,,,96
M19614,M,303.3,France,1384,54.8,48
L54116,L,,311.1,1471,40.7,26
L56707,L,299.1,310.4,1550,43.9,79
M17229,M,299.2,308.4,1856,22.7,86
L48448,L,298.0,309.5,1496,45.8,46
L49931,L,,309.1,1417,,187
M22765,M,300.8,312.4,1465,43.7,
M20895,M,300.6,310.9,1702,30.3,91
L52965,L,301.7,311.1,1469,37.2,128
L55456,L,298.8,310.5,1384,52.8,200
M18671,M,302.1,310.7,1608,30.3,81
M21656,M,301.3,310.7,1300,,
H36710,H,300.0,310.4,1881,21.9,error
L48210,L,296.3,307.4,1760,28.4,error
H30368,H,295.6,306.2,1414,42.5,69
L56227,L,297.3,308.4,1488,37.4,69
H35468,H,300.7,310.8,1518,,142
L49197,L,298.7,308.5,1483,42.5,46
L55306,L,300.2,311.4,1433,37.9,
L56344,L,297.6,308.6,2384,,171
L49534,L,299.3,308.6,,,42
L52867,L,302.3,311.7,2170,18.2,91
M21692,M,301.1,311.1,1384,,185
M16306,M,299.0,310.2,1628,,64
M20023,M,,313.4,1713,23.5,error
H37486,H,300.5,312.0,,,108
M22467,M,300.5,311.3,1468,41.1,34
L48438,L,297.5,308.9,1427,50.4,17
M21465,M,301.6,310.6,1691,30.1,40
L49029,L,297.7,307.2,1668,32.7,31
L56122,L,297.3,308.3,,17.0,32
L49417,L,299.3,308.6,,,189
L50876,L,302.1,311.2,1454,46.8,0
M20600,M,302.3,311.7,1535,38.3,5
L52774,L,302.6,311.9,1598,,69
M14948,M,299.0,309.0,1419,45.2,618.0
L48644,L,298.8,310.0,1412,,107
L48940,L,298.1,307.5,1684,33.1,
H29452,H,298.9,309.2,1379,50.7,106
M18536,M,302.2,311.5,1562,38.0,
L48010,L,296.6,307.4,,35.0,168
L55646,L,,309.8,1469,38.4,62
L53534,L,300.1,France,1565,34.8,32
L49774,L,298.8,France,1446,,error
L47893,L,297.4,308.6,1439,46.4,114
L54921,L,300.5,312.0,1478,39.0,153
L55372,L,299.6,310.9,1229,65.2,209
M15817,M,295.7,306.4,1387,40.1,error
L54022,L,301.2,311.2,1635,29.6,211
L47875,L,297.6,309.0,1487,45.4,64
L56984,L,,309.1,1467,42.5,139
L54773,L,300.5,311.2,1270,67.5,
L52069,L,303.7,312.5,1632,36.6,186
H36395,H,300.8,311.2,,,143
L50225,L,300.2,309.4,1526,35.3,46
L57077,L,298.8,309.3,1357,47.1,176
M16361,M,298.0,France,1436,48.2,201
H37374,H,301.1,312.2,1491,42.6,52
L54936,L,300.5,France,1368,57.9,191
L50979,L,302.2,310.9,1506,34.0,49
L47981,L,296.9,France,1285,52.1,100
M18856,M,302.3,311.3,1625,33.1,137
L55853,L,297.4,France,,42.6,161
M21427,M,301.3,310.6,1499,36.1,error
M18040,M,300.2,309.4,1433,48.8,191
H34076,H,303.3,311.2,1607,31.7,34
L50558,L,301.5,310.7,1568,,38
M22079,M,299.8,309.7,1556,37.7,124
M18904,M,301.9,310.9,1419,47.7,20
L51796,L,,311.4,1829,24.5,159
L53049,L,301.5,311.1,2076,18.7,103
L52398,L,303.8,France,1589,37.2,
H39197,H,298.8,309.9,1466,44.6,66
L53929,L,301.7,311.0,1585,35.9,185
L56583,L,297.7,308.1,1697,,179
L56615,L,298.0,308.7,1443,47.69529535288929,52
L47620,L,297.4,308.5,1389,39.2,54
L56959,L,298.8,309.8,1509,36.2,57
L49016,L,297.7,307.2,1518,35.8,error
H38280,H,297.9,France,1416,39.6,error
M20326,M,302.9,312.3,,44.7,157
L56919,L,298.9,310.0,,42.9,170
L52622,L,303.1,312.7,1353,,97
L55582,L,298.5,309.5,1370,52.4,113
M24206,M,,308.8,1626,40.4,
M20344,M,302.5,312.0,1826,,
L54788,L,300.5,311.4,,,37
M20956,M,,310.7,1483,40.8,28
H29968,H,297.5,France,1368,45.3,129
L55414,L,299.2,310.6,1534,,83
L52156,L,303.7,312.7,1359,56.8,194
L54138,L,300.6,311.0,,40.7,87
H30594,H,297.3,France,1531,,error
L49571,L,299.2,308.4,1580,32.6,142
M14955,M,299.0,309.0,1351,52.2,44
L56145,L,297.1,307.9,1496,44.7,88
M17731,M,300.7,309.6,1536,37.2,19
H37585,H,300.0,311.4,,34.5,error
