Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
M22923,M,300.3,311.7,1551,36.4,error
L55244,L,300.5,311.8,1596,34.8,87
M22925,M,300.5,311.9,1670,26.3,89
L55246,L,300.4,311.9,,21.3,error
M22927,M,300.6,312.0,1490,39.8,94
M22928,M,300.5,311.9,1676,35.2,97
M22929,M,300.5,311.9,1875,22.1,
M22930,M,300.5,312.0,1867,23.0,103
L55251,L,300.5,312.0,1646,29.5,
H37486,H,300.5,312.0,,,108
L55253,L,300.5,312.0,1558,,113
L55254,L,300.4,312.0,1631,34.9,115
L55255,L,300.4,312.0,1366,43.0,117
L55256,L,300.3,France,1360,48.0,119
L55257,L,300.3,311.8,1547,39.7,121
L55258,L,300.3,311.7,1571,31.2,123
L55259,L,300.2,311.5,1528,36.1,125
H37494,H,300.2,311.5,1432,43.6,127
L55261,L,300.2,311.6,1356,53.5,132
H37496,H,300.1,311.5,,46.2,134
L55263,L,300.1,311.4,,42.2,error
L55264,L,300.2,311.4,1483,44.4,141
L55265,L,300.2,France,1331,49.8,143
L55266,L,300.2,311.4,,,error
L55267,L,300.1,311.4,1446,40.6,147
L55268,L,300.1,311.4,-311.4,45.7,149
L55269,L,300.1,France,1676,,151
L55270,L,300.1,311.4,1910,23.0,153
L55271,L,300.2,311.6,1375,56.9,155
M22952,M,300.2,311.6,,40.8,
L55273,L,300.2,311.6,,35.7,160
H37508,H,300.2,311.6,1662,28.8,162
L55275,L,300.2,311.7,,48.3,167
M22956,M,300.2,311.7,1555,37.4,169
L55277,L,300.3,311.7,1452,41.5,172
L55278,L,300.2,311.6,1500,,174
L55279,L,300.2,311.7,1603,30.5,176
L55280,L,,311.7,1682,27.8,178
L55281,L,300.3,311.8,1567,37.7,180
L55282,L,300.3,France,1413,46.0,error
M22963,M,300.3,311.9,1429,41.6,184
L55284,L,300.3,311.9,1692,31.5,187
L55285,L,300.4,311.9,1476,48.7,189
M22966,M,300.4,312.0,,30.4,
H37521,H,300.3,311.9,1390,49.0,194
M22968,M,300.3,311.8,1607,33.7,199
L55289,L,300.3,311.7,1821,26.3,202
H37524,H,300.3,311.8,2141,18.5,204
M22971,M,300.4,311.8,1553,33.1,209
M22972,M,300.4,311.8,1442,45.1,0
L55293,L,300.4,311.7,,45.6,error
H37528,H,300.4,311.8,2496,13.5,5
L55295,L,300.4,311.8,1367,57.2,
L55296,L,300.3,311.8,2004,19.6,12
L55297,L,300.3,311.7,1406,47.5,14
L55298,L,300.3,311.8,1548,33.0,16
L55299,L,300.3,311.7,1333,55.2,18
L55300,L,300.2,France,1767,26.4,20
L55301,L,300.2,311.6,1827,27.0,
M22982,M,300.2,311.6,1533,46.4,24
H37537,H,300.2,311.5,-311.5,36.8,27
L55304,L,300.2,311.4,1568,41.0,32
L55305,L,300.2,311.4,1452,47.8,34
L55306,L,300.2,311.4,1433,37.9,
M22987,M,300.1,311.3,1650,33.8,38
L55308,L,300.1,311.4,1629,31.3,41
L55309,L,300.0,311.3,1520,39.2,
H37544,H,300.0,311.2,1393,43.1,45
H37545,H,,311.2,1364,49.6,50
M22992,M,299.9,311.3,1389,50.0,55
L55313,L,,311.1,1466,46.1,58
L55314,L,299.7,311.1,1650,32.4,60
L55315,L,299.6,311.0,1554,36.3,62
M22996,M,299.6,310.9,1474,,64
H37551,H,299.5,310.8,1600,32.4,67
L55318,L,299.5,310.8,1356,54.9,72
L55319,L,299.5,310.8,1571,38.2,74
L55320,L,299.6,310.9,1658,28.0,error
L55321,L,299.6,310.8,1393,49.9,78
M23002,M,299.7,311.0,1448,49.8,80
L55323,L,299.7,France,1477,40.4,83
M23004,M,,311.0,,42.7,85
M23005,M,299.7,310.9,1685,32.1,error
L55326,L,299.6,France,1533,31.8,91
L55327,L,299.5,310.8,1447,41.0,error
M23008,M,299.5,310.7,1488,39.5,error
M23009,M,299.6,310.8,1427,,98
M23010,M,299.5,310.7,,41.3,101
L55331,L,299.5,France,1472,,104
L55332,L,299.5,310.7,1438,45.7,106
L55333,L,299.6,310.8,1507,42.4,108
L55334,L,299.6,310.7,1393,52.1,error
L55335,L,299.5,310.8,1283,52.4,error
L55336,L,299.6,310.8,1644,30.9,error
L55337,L,299.6,310.8,1498,46.9,116
L55338,L,299.6,310.8,1400,40.8,118
H37573,H,299.6,310.9,1679,31.2,120
M23020,M,299.7,311.1,1618,30.3,error
H37575,H,,311.0,1714,30.2,128
L55342,L,299.6,311.0,1574,35.0,133
L55343,L,299.7,311.1,1574,36.4,135
L55344,L,299.6,310.9,1472,40.9,137
L55345,L,299.6,311.0,1552,33.2,139
L55346,L,299.7,311.1,1603,,141
H37581,H,299.7,311.1,1353,47.1,143
L55348,L,299.7,311.1,1690,30.6,148
M23029,M,299.8,311.2,1745,26.3,150
L55350,L,299.9,311.3,1522,45.7,153
H37585,H,300.0,311.4,,34.5,error
L55352,L,299.9,311.4,1596,28.9,160
H37587,H,299.9,France,1497,37.0,
L55354,L,299.9,311.3,1371,,622.6
M23035,M,299.9,311.3,1445,41.2,169
L55356,L,299.8,311.2,1564,40.0,172
L55357,L,299.7,311.1,1439,44.9,error
L55358,L,299.7,311.2,1352,52.1,176
L55359,L,299.8,311.3,1560,35.4,178
M23040,M,299.7,311.2,1616,42.3,
L55361,L,,311.2,1835,23.7,183
M23042,M,299.7,311.1,1649,32.7,185
L55363,L,299.8,311.1,1452,47.3,188
L55364,L,299.8,311.1,2144,,190
L55365,L,299.7,311.1,1554,,192
L55366,L,299.7,311.0,1827,25.4,194
L55367,L,,310.9,1448,46.3,
M23048,M,299.6,France,,38.8,
L55369,L,299.7,311.0,1983,21.0,error
M23050,M,,310.9,1620,37.2,203
M23051,M,299.6,France,1630,,206
L55372,L,299.6,310.9,1229,65.2,209
L55373,L,299.5,310.8,1873,22.3,
L55374,L,299.4,310.7,1426,39.24801048634002,error
L55375,L,299.4,310.8,,53.9,error
L55376,L,,310.8,1622,33.6,217
M23057,M,,310.7,1492,45.7,error
M23058,M,299.3,310.7,1374,48.9,222
L55379,L,299.2,310.7,,27.0,225
L55380,L,,310.8,1426,42.4,0
M23061,M,299.3,310.9,1826,25.1,2
L55382,L,,310.9,1669,32.4,5
M23063,M,299.4,France,1473,40.1,7
L55384,L,299.4,310.9,1751,27.8,10
M23065,M,299.4,310.9,1446,47.3,12
L55386,L,299.3,310.8,1483,43.5,error
L55387,L,299.2,310.7,1535,42.6,17
L55388,L,299.2,310.7,1477,44.0,19
L55389,L,299.3,310.8,,46.9,21
H37624,H,,310.7,1636,29.4,23
L55391,L,299.2,310.6,1675,33.3,28
H37626,H,,310.5,1329,48.9,30
M23073,M,,310.5,1548,33.5,error
L55394,L,,310.5,1391,45.8,38
L55395,L,299.1,310.5,1437,43.1,40
L55396,L,299.2,310.6,1370,61.9,42
L55397,L,299.1,310.6,1577,37.1,44
L55398,L,299.1,310.5,1485,37.8,46
L55399,L,299.0,310.4,1504,34.3,48
M23080,M,298.9,310.3,,35.2,50
M23081,M,299.1,310.5,1428,43.0,53
L55402,L,299.0,310.5,1755,27.9,56
L55403,L,,310.5,1329,54.9,58
L55404,L,299.1,310.5,1496,35.2,60
L55405,L,299.1,France,1532,36.6,error
L55406,L,299.1,310.5,1389,61.4,64
M23087,M,299.1,310.4,,51.4,66
M23088,M,299.1,310.4,1422,41.5635146487327,69
L55409,L,299.1,310.5,1739,27.4,72
L55410,L,299.1,310.5,1736,26.9,74
L55411,L,299.1,310.5,1419,48.8,76
L55412,L,299.1,310.6,1326,49.7,78
M23093,M,,France,1449,43.2,error
L55414,L,299.2,310.6,1534,,83
M23095,M,299.2,310.6,1443,50.9,621.2
L55416,L,299.2,310.6,1498,41.1,
L55417,L,299.1,310.6,1796,,90
L55418,L,299.1,310.4,1519,45.3,92
L55419,L,299.0,France,1339,49.6,94
L55420,L,299.0,310.4,1483,41.5,96
M23101,M,298.9,310.2,2099,20.0,
M23102,M,299.0,310.3,1689,,101
H37657,H,299.1,310.4,1369,54.5,104
L55424,L,299.0,310.4,-310.4,38.8,error
M23105,M,299.0,310.3,1303,68.6,111
L55426,L,299.0,310.3,1552,39.9,114
L55427,L,299.0,310.4,1713,28.0,
L55428,L,298.9,310.3,1456,44.1,118
L55429,L,,310.4,1524,39.8,120
M23110,M,299.0,310.4,1394,45.2,122
L55431,L,299.0,310.4,1981,21.2,125
L55432,L,299.0,310.4,1565,36.1,127
L55433,L,,310.4,1657,31.0,129
M23114,M,299.0,310.4,1625,37.1,131
L55435,L,299.0,310.4,1606,31.1,134
H37670,H,299.0,310.5,1336,56.8,136
M23117,M,299.0,France,1587,34.2,141
L55438,L,299.1,310.6,1602,39.7,
L55439,L,299.1,France,1471,38.4,146
H37674,H,299.1,France,1332,48.0,148
H37675,H,299.2,310.6,1434,48.4,error
L55442,L,299.1,310.6,1921,,158
H37677,H,299.2,310.6,1704,30.6,error
M23124,M,299.1,310.6,1397,49.5,error
H37679,H,,310.6,1791,28.0,168
L55446,L,299.1,310.6,1818,24.1,173
L55447,L,299.2,310.7,1540,36.3,175
M23128,M,299.2,310.8,1502,39.8,177
H37683,H,,310.8,1761,30.4,error
M23130,M,299.1,310.8,1517,38.4,185
L55451,L,,310.7,1309,51.1,188
L55452,L,,310.6,1363,52.6,190
M23133,M,299.0,310.6,1787,19.692048161390446,192
L55454,L,298.9,310.5,1640,29.2,195
M23135,M,298.9,France,1720,31.724265118091026,197
L55456,L,298.8,310.5,1384,52.8,200
H37691,H,298.8,310.5,1294,55.8,202
L55458,L,,310.5,1464,,207
L55459,L,298.8,310.6,1803,25.4,209
L55460,L,298.8,310.6,1602,39.1,211
H37695,H,298.9,310.6,1519,38.8,
M23142,M,298.9,310.7,1638,33.6,218
H37697,H,298.9,310.6,1615,33.0,221
L55464,L,,310.6,1651,33.3,0
L55465,L,298.9,310.6,1387,52.7,2
M23146,M,298.8,310.5,1678,32.8,error
L55467,L,298.9,310.6,1585,38.1,7
M23148,M,298.8,310.6,,33.8,error
L55469,L,298.9,310.6,1406,43.8,12
M23150,M,298.9,310.6,1679,35.8,
L55471,L,298.9,310.5,1717,,17
H37706,H,298.9,310.5,1429,39.9,19
M23153,M,298.9,310.4,1533,44.4,24
M23154,M,298.9,310.5,1525,38.5,27
L55475,L,298.9,310.4,,,error
L55476,L,298.9,310.3,1436,39.0,32
M23157,M,298.8,310.2,1595,33.1,34
H37712,H,298.7,310.1,1435,45.6,37
L55479,L,298.7,310.0,1637,31.8,42
L55480,L,298.7,France,1558,37.6,44
M23161,M,298.7,310.1,1644,34.1,
L55482,L,298.7,310.1,1641,31.1,49
L55483,L,298.8,France,1504,41.0,51
M23164,M,298.7,310.1,1506,50.7,53
H37719,H,298.8,310.1,1380,44.0,error
M23166,M,298.7,310.1,1549,42.5,61
M23167,M,298.7,310.1,,69.7,64
L55488,L,,France,1401,45.3,67
M23169,M,,310.0,1459,40.2,
L55490,L,298.7,309.9,1465,39.7,
M23171,M,,France,1295,52.7,74
M23172,M,298.8,310.0,1529,38.5,77
M23173,M,298.8,310.0,1484,44.9,
L55494,L,298.8,309.9,1739,30.6,83
H37729,H,298.7,309.8,1422,40.7,error
L55496,L,,309.8,,40.0,90
L55497,L,298.7,France,1667,30.4,92
H37732,H,298.7,309.7,1565,39.3,94
L55499,L,298.7,309.7,1393,,99
M23180,M,298.8,309.7,1453,47.7,619.4
L55501,L,298.8,309.6,1442,50.0,104
L55502,L,298.7,309.6,1364,44.9,error
H37737,H,298.7,309.5,1453,40.4,108
M23184,M,298.7,309.5,1394,46.0,113
M23185,M,298.7,309.5,1500,38.8,error
H37740,H,298.6,309.5,1523,34.2,619.0
M23187,M,,309.6,1254,57.1,124
L55508,L,298.6,309.5,1325,52.2,127
L55509,L,,309.7,1424,49.6,129
L55510,L,298.8,309.7,1505,39.0,131
M23191,M,298.8,309.7,1392,48.7,133
L55512,L,298.8,309.7,1529,44.0,
M23193,M,298.8,309.7,,48.5,138
M23194,M,298.8,309.7,1459,47.3,141
M23195,M,299.0,309.8,2240,15.9,144
L55516,L,,309.7,1449,48.8,147
M23197,M,298.8,France,1589,35.3,error
L55518,L,298.8,309.7,1740,28.5,152
M23199,M,298.8,309.7,1499,40.3,154
M23200,M,298.8,309.7,1480,38.1,157
L55521,L,298.8,309.7,1751,29.6,160
L55522,L,298.7,309.7,1510,40.6,error
H37757,H,298.8,309.8,1437,48.2,164
L55524,L,,309.7,1609,40.4,169
H37759,H,298.8,309.8,1490,35.9,error
L55526,L,,309.7,1601,35.7,
L55527,L,298.7,309.6,1665,31.1,error
M23208,M,298.7,309.6,1452,42.7,180
M23209,M,298.7,France,1487,33.6,183
M23210,M,298.7,309.6,1382,48.1,
M23211,M,298.7,309.6,1686,26.2,189
L55532,L,298.6,309.6,1491,36.9,192
L55533,L,298.7,France,1442,55.6,194
L55534,L,,France,1390,50.3,196
L55535,L,298.7,309.6,1502,46.7,198
M23216,M,298.6,309.6,1344,59.4,200
L55537,L,298.5,309.5,1385,46.3,203
L55538,L,298.7,309.7,1547,37.4,0
M23219,M,298.6,309.6,1525,42.4,2
L55540,L,298.6,309.6,1540,,5
L55541,L,298.6,309.5,,,7
L55542,L,,309.6,-309.6,62.5,9
L55543,L,298.8,309.7,1582,45.0,11
L55544,L,298.9,309.8,,49.0,13
M23225,M,298.8,309.8,1551,36.6,15
M23226,M,,309.8,1836,22.8,18
L55547,L,298.9,309.8,1390,,21
L55548,L,298.9,309.8,1534,42.1,23
L55549,L,298.8,309.7,1953,20.6,25
L55550,L,298.8,France,1634,33.6,27
L55551,L,298.7,309.7,1881,21.7,29
M23232,M,298.8,309.7,1448,44.8,31
M23233,M,298.7,309.7,1362,,34
L55554,L,298.8,309.7,,63.4,37
M23235,M,298.8,309.6,1384,48.2,39
L55556,L,298.8,309.8,1334,49.3,42
L55557,L,298.8,309.7,1336,50.3,44
M23238,M,,309.9,1331,61.6,46
L55559,L,298.8,France,1629,31.9,49
L55560,L,298.9,310.0,1776,25.7,51
H37795,H,298.8,France,1530,38.3,53
L55562,L,298.9,310.0,1719,27.3,58
M23243,M,298.8,309.9,1495,35.2,60
L55564,L,298.8,309.7,1450,43.1,63
H37799,H,298.8,309.8,1563,38.8,
M23246,M,,309.9,1501,37.1,error
L55567,L,298.8,309.9,1351,47.2,
L55568,L,298.9,309.9,1365,,75
L55569,L,298.8,309.9,1525,39.7,error
M23250,M,,309.8,1288,,
L55571,L,298.6,309.6,1423,42.7,82
M23252,M,,309.6,1502,39.4,error
L55573,L,,309.5,1428,43.5,619.0
M23254,M,,309.5,1566,,89
M23255,M,298.5,309.5,1483,45.00585124042504,92
H37810,H,298.6,France,1593,33.3,95
L55577,L,298.5,309.6,1724,26.4,error
L55578,L,,309.7,2617,12.1,102
L55579,L,298.6,309.7,1294,59.4,104
