Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
L51427,L,302.6,France,,60.0,93
L51428,L,302.6,311.0,1506,37.2,95
L51429,L,302.5,310.9,1330,56.9,97
L51430,L,302.6,311.0,1660,38.0,99
H33665,H,302.5,310.9,1356,,101
H33666,H,302.6,311.0,1438,51.0,106
M19113,M,302.6,311.0,1329,48.6,111
L51434,L,302.6,311.0,1284,68.0,114
M19115,M,302.5,311.0,1387,52.1,116
M19116,M,,311.0,1591,33.9,119
M19117,M,302.6,311.0,1589,39.0,122
M19118,M,302.7,311.1,1297,60.7,125
L51439,L,302.7,311.2,1545,35.1,128
H33674,H,302.7,311.1,,43.4,130
L51441,L,302.7,311.1,1730,28.1,135
L51442,L,302.6,311.0,2001,20.7,137
L51443,L,302.6,311.0,1620,36.2,139
M19124,M,302.6,311.0,1542,39.7,141
L51445,L,302.6,311.0,1424,38.0,144
L51446,L,302.7,311.1,1440,,146
L51447,L,302.6,311.0,1520,42.8,148
L51448,L,302.7,311.0,1694,29.8,150
L51449,L,302.6,311.0,1610,39.2,152
L51450,L,302.6,310.9,1331,52.0,
L51451,L,,310.8,1470,41.2,156
L51452,L,302.5,310.8,1577,36.9,error
L51453,L,302.6,310.8,,36.4,
L51454,L,302.4,France,1445,40.3,162
M19135,M,302.4,310.5,1500,36.7,164
M19136,M,302.2,310.4,1456,,167
L51457,L,302.2,310.4,1743,28.1,170
L51458,L,302.0,310.1,1409,50.4,172
L51459,L,302.0,310.1,1361,45.4,174
L51460,L,302.1,310.1,1753,28.9,176
L51461,L,302.0,310.0,,22.9,178
L51462,L,301.9,309.9,1374,48.5,error
M19143,M,,309.9,1334,61.0,error
L51464,L,301.8,310.0,1493,40.3,
L51465,L,301.7,France,1317,49.0,187
M19146,M,301.7,309.9,1434,47.9,189
M19147,M,301.7,309.9,1457,39.2,192
M19148,M,,310.0,1391,50.6,
M19149,M,301.8,310.0,1781,23.9,error
L51470,L,301.8,310.0,1642,26.552835008778892,201
L51471,L,301.8,310.0,2032,19.0,203
M19152,M,301.8,310.1,2372,13.9,205
L51473,L,,310.0,1393,44.9,208
M19154,M,301.7,310.1,-310.1,27.3,210
L51475,L,301.8,310.2,1457,40.4,213
L51476,L,301.8,310.2,2825,,215
M19157,M,301.8,310.2,1609,34.2,217
M19158,M,301.8,310.2,1437,42.3,0
L51479,L,301.7,310.1,1402,50.1,3
M19160,M,301.7,310.1,1644,34.6,5
L51481,L,301.7,310.2,1471,51.1,8
L51482,L,301.7,310.1,2695,12.6,error
L51483,L,301.7,310.2,1435,48.1,12
L51484,L,301.6,310.1,1694,26.3,14
L51485,L,301.6,310.1,1687,26.6,16
L51486,L,301.6,310.0,1869,22.9,18
L51487,L,301.4,309.9,,63.9,20
H33722,H,301.4,309.9,1460,47.2,22
M19169,M,301.3,309.9,1501,39.5,27
L51490,L,301.4,310.0,,25.6,30
M19171,M,301.5,310.1,,,32
L51492,L,301.5,310.1,1430,46.5,35
L51493,L,301.4,310.1,1502,46.6,37
H33728,H,301.4,310.1,1623,32.3,39
M19175,M,301.4,310.0,1651,29.8,44
L51496,L,301.5,310.1,1639,33.4,47
M19177,M,301.5,310.0,1417,44.6,49
L51498,L,301.5,310.1,1541,42.2,52
M19179,M,301.6,310.2,1411,45.1,error
L51500,L,301.7,310.3,1397,44.6,57
L51501,L,301.7,310.2,1686,28.9,59
M19182,M,301.7,310.1,1431,44.0,61
L51503,L,301.8,310.3,1341,50.5,64
L51504,L,301.7,310.2,1486,43.0,66
L51505,L,301.6,310.2,1384,57.1,error
L51506,L,301.6,310.1,1362,55.8,70
H33741,H,301.7,310.1,1660,29.3,72
L51508,L,,310.1,1326,48.2,
L51509,L,301.6,310.0,1566,30.3,79
L51510,L,,309.8,1549,38.5,81
M19191,M,,309.9,1746,31.1,83
M19192,M,301.7,309.9,1452,41.5,86
L51513,L,301.6,309.8,1588,33.9,89
L51514,L,,309.8,1472,42.5,91
L51515,L,301.7,309.9,1607,37.7,93
H33750,H,301.6,309.9,1423,53.6,95
L51517,L,301.6,France,1440,43.4,100
L51518,L,301.6,309.9,1397,43.7,
L51519,L,301.7,309.9,,46.6,104
M19200,M,301.7,309.9,1533,40.9,106
L51521,L,301.7,309.8,1398,46.0,109
M19202,M,301.7,309.8,1284,,111
L51523,L,301.7,309.8,1491,39.3,114
H33758,H,301.8,309.9,1418,51.3,116
M19205,M,301.8,309.8,1546,39.8,121
L51526,L,301.8,France,1598,30.4,124
H33761,H,301.9,309.8,1724,27.5,126
L51528,L,,309.8,,44.7,131
L51529,L,301.9,309.7,1595,31.4,133
M19210,M,301.9,309.7,,37.5,135
L51531,L,,309.6,1432,43.7,138
L51532,L,301.9,309.7,1424,42.8,140
M19213,M,302.0,309.7,1386,62.7,142
L51534,L,302.0,309.8,1456,58.1,145
H33769,H,302.0,309.8,1280,57.3,147
L51536,L,302.0,309.8,-309.8,31.0,152
L51537,L,302.0,309.9,1407,52.8,154
H33772,H,302.0,309.9,1606,34.5,156
M19219,M,302.1,310.0,1531,38.0,161
L51540,L,302.1,310.1,1543,35.8,164
M19221,M,302.1,310.1,1379,48.2,
L51542,L,302.1,310.1,1447,46.6,169
H33777,H,,310.1,1844,24.6,171
H33778,H,302.1,310.1,1615,29.9,176
L51545,L,302.0,310.0,1449,48.8,181
L51546,L,302.0,309.9,1388,51.4,183
H33781,H,302.0,309.9,1447,42.8,
L51548,L,302.0,310.0,,28.6,190
H33783,H,302.0,309.9,1735,27.2,error
L51550,L,302.0,309.9,1308,57.6,197
L51551,L,302.0,309.8,1480,40.0,199
M19232,M,301.9,309.6,1439,,201
M19233,M,,309.7,,35.9,204
L51554,L,302.0,309.7,1551,34.8,207
L51555,L,302.0,France,1414,,209
M19236,M,301.9,309.6,1551,34.6,211
M19237,M,301.8,309.6,1436,49.0,214
M19238,M,301.9,309.6,1385,45.8,217
M19239,M,,309.5,1732,30.1,220
L51560,L,301.9,309.6,1410,,223
L51561,L,301.9,France,1446,43.2,225
L51562,L,301.8,309.5,1525,39.6,227
L51563,L,301.7,309.5,1298,65.5,229
L51564,L,301.8,309.6,1443,42.7,231
L51565,L,301.8,309.7,1442,45.3,233
L51566,L,301.9,309.7,,31.9,0
L51567,L,302.0,309.8,1532,39.4,2
L51568,L,302.0,309.8,,,4
M19249,M,302.1,310.0,1355,45.1,
M19250,M,302.2,310.1,1421,45.4,9
M19251,M,302.2,310.1,,51.6,12
L51572,L,302.2,310.1,1458,45.1,
M19253,M,302.2,310.1,1572,,17
L51574,L,302.2,310.0,1483,48.7,
L51575,L,302.3,310.1,1513,40.4,error
H33810,H,302.3,310.1,,42.9,24
L51577,L,302.4,310.2,1539,37.7,29
M19258,M,,310.1,1563,37.8,31
L51579,L,302.3,310.1,1653,29.7,34
L51580,L,302.3,310.1,1353,50.9,36
H33815,H,302.2,France,,43.6,38
H33816,H,302.3,310.2,,33.8,43
L51583,L,,310.1,1388,49.9,48
M19264,M,302.4,310.2,1485,45.9,error
L51585,L,302.4,310.2,1331,45.5,53
L51586,L,302.5,France,,58.5,55
L51587,L,302.3,310.2,,55.4,
L51588,L,302.4,310.1,2009,18.9,error
M19269,M,302.4,310.1,1358,54.6,61
L51590,L,302.5,310.2,1586,32.2,64
L51591,L,302.5,310.3,1688,31.6,error
L51592,L,302.6,France,1450,,68
M19273,M,302.7,310.5,1398,47.3,70
L51594,L,302.7,310.5,1520,39.3,73
L51595,L,302.6,310.4,1514,42.7,75
M19276,M,302.6,310.4,1532,36.1,77
L51597,L,302.6,France,1365,66.8,80
L51598,L,302.6,310.3,1642,33.2,82
M19279,M,,310.2,,10.8,
H33834,H,302.6,310.2,1873,21.3,87
L51601,L,302.6,310.2,1325,62.4,error
M19282,M,302.6,310.2,2157,17.2,94
M19283,M,302.6,310.2,1563,39.0,97
M19284,M,302.6,310.2,1631,31.0,
L51605,L,302.5,310.2,1547,36.9,103
L51606,L,302.6,310.3,1479,40.4,105
M19287,M,302.4,310.1,1379,48.9,107
L51608,L,302.4,310.1,1906,21.2,110
M19289,M,302.3,France,1731,32.36874900036807,112
H33844,H,302.3,310.1,1688,30.4,115
H33845,H,302.3,310.2,1443,,120
L51612,L,302.4,310.2,1445,46.4,125
H33847,H,302.4,310.2,1435,44.9,127
L51614,L,302.4,310.1,1556,32.9,132
L51615,L,302.3,310.1,,52.7,
M19296,M,302.4,310.1,1577,35.8,error
L51617,L,,310.2,1578,31.2,139
L51618,L,302.4,310.1,1418,52.3,141
M19299,M,302.4,310.2,1392,55.8,143
L51620,L,302.5,France,,44.0,146
L51621,L,302.5,310.2,1329,50.6,148
L51622,L,302.5,France,1563,34.8,150
L51623,L,302.5,310.3,1405,57.4,152
L51624,L,302.4,France,2224,16.0,154
L51625,L,302.5,310.2,1716,29.9,
L51626,L,302.5,310.3,-310.3,35.5,158
M19307,M,302.5,310.3,1488,41.8,160
L51628,L,302.4,310.3,1374,51.2,163
M19309,M,,310.3,1378,54.3,error
L51630,L,302.5,310.3,1551,37.3,error
L51631,L,302.5,310.3,,40.9,170
M19312,M,302.5,310.3,1447,39.2,172
L51633,L,302.4,310.2,1400,53.7,error
L51634,L,,310.1,1401,48.8,error
H33869,H,,310.1,1597,28.9,179
L51636,L,,310.1,1487,46.0,184
M19317,M,302.5,310.3,1710,27.3,186
L51638,L,302.6,310.4,1478,47.7,189
L51639,L,302.6,310.4,1743,26.3,191
L51640,L,,France,1596,32.8,193
L51641,L,302.7,310.5,1642,30.8,195
L51642,L,302.7,310.5,1263,67.8,197
L51643,L,302.8,310.6,,19.9,199
L51644,L,302.8,France,1671,30.5,201
L51645,L,302.8,310.6,1404,43.2,203
L51646,L,302.8,France,1470,41.1,
L51647,L,302.8,310.6,1617,,
L51648,L,302.7,310.5,,29.0,209
L51649,L,302.7,310.5,1446,40.9,
L51650,L,302.7,310.6,1564,34.3,0
L51651,L,302.8,310.6,,29.1,2
L51652,L,302.7,310.6,1501,48.7,4
L51653,L,302.7,310.5,1551,35.9,6
L51654,L,,310.5,1563,35.0,8
L51655,L,302.7,310.5,1351,41.8,10
L51656,L,302.6,310.4,1415,52.1,12
L51657,L,302.6,310.3,,34.2,14
L51658,L,302.5,310.2,1477,41.6,16
L51659,L,302.6,310.2,1923,19.057696943218666,18
H33894,H,302.7,310.4,,,20
M19341,M,302.6,310.4,1544,35.1,25
H33896,H,,310.5,1568,36.9,
L51663,L,302.7,310.4,1489,,33
M19344,M,302.6,310.4,1451,43.1,35
L51665,L,302.7,310.4,1542,35.7,38
M19346,M,,310.5,1965,20.2,40
L51667,L,302.5,310.5,1436,36.5,43
M19348,M,,310.4,1509,37.6,45
L51669,L,,310.4,,40.2,48
L51670,L,,310.4,1967,20.3,50
H33905,H,,310.4,1409,53.3,
M19352,M,302.6,310.5,1420,56.4,57
L51673,L,302.7,310.5,1511,37.7,60
H33908,H,302.6,310.4,1649,30.1,62
L51675,L,302.6,310.4,1359,,67
M19356,M,302.5,310.4,,36.0,69
L51677,L,302.5,310.3,1523,36.0,72
H33912,H,302.6,310.4,1614,36.0,74
H33913,H,302.6,310.3,1721,27.4,
L51680,L,302.6,310.4,1638,36.2,84
L51681,L,302.5,310.2,1307,54.0,86
L51682,L,302.4,310.2,1642,28.3,88
M19363,M,302.5,310.2,,30.5,90
L51684,L,302.4,310.1,1645,31.6,93
L51685,L,302.4,310.1,1426,46.8,95
M19366,M,,310.1,1520,36.6,
L51687,L,302.4,310.1,1709,31.8,100
L51688,L,302.4,310.0,1426,46.6,102
L51689,L,302.4,France,1429,43.7,error
L51690,L,302.4,310.2,1346,62.4,
L51691,L,302.5,310.2,1454,43.0,108
M19372,M,302.5,310.3,1411,49.5,110
L51693,L,302.4,310.3,1900,24.4,113
L51694,L,,310.3,1479,36.2,115
L51695,L,302.5,France,1415,48.2,117
L51696,L,302.5,310.3,1539,39.0,
L51697,L,302.4,310.3,1520,31.6,121
L51698,L,302.4,310.3,1480,45.8,123
L51699,L,302.4,310.4,1666,29.7,125
L51700,L,302.4,310.4,,47.6,127
L51701,L,302.4,310.4,1865,23.9,129
M19382,M,302.5,310.5,1918,21.6,131
L51703,L,,France,1488,48.4,134
M19384,M,,310.5,,38.8,136
M19385,M,302.4,310.4,1463,42.2,139
L51706,L,302.4,310.4,1521,38.5,error
M19387,M,302.4,310.5,1372,45.7,144
L51708,L,302.5,310.5,,39.5,error
M19389,M,302.4,310.4,1586,34.3,149
L51710,L,302.5,310.4,1487,42.0,152
L51711,L,,310.5,1520,41.2,error
H33946,H,302.5,310.4,1422,41.9,156
M19393,M,,310.3,1375,52.5,161
L51714,L,,310.2,1633,28.0,164
L51715,L,302.4,310.2,1503,36.2,166
L51716,L,302.4,310.2,1351,45.1,168
L51717,L,302.3,310.2,1548,35.3,170
L51718,L,302.4,310.3,1923,23.3,172
L51719,L,302.5,310.3,1592,32.6,174
M19400,M,,310.4,1580,35.6,176
L51721,L,302.5,310.4,1427,46.8,179
M19402,M,302.5,310.4,1581,32.7,
M19403,M,302.6,310.5,1542,39.9,
L51724,L,302.5,310.4,1349,,187
L51725,L,302.5,310.5,1463,43.0,189
M19406,M,302.5,310.4,1429,43.2,191
M19407,M,302.5,310.4,,53.6,194
L51728,L,302.6,France,,37.2,197
L51729,L,,310.6,1549,37.5,199
M19410,M,302.5,310.5,1507,40.2,201
M19411,M,,310.5,-310.5,33.7,204
M19412,M,302.7,310.5,1880,22.7,error
L51733,L,302.6,France,1461,45.4,0
L51734,L,302.6,310.5,1748,28.2,2
L51735,L,,310.6,,26.7,4
M19416,M,302.7,310.6,,51.2,error
L51737,L,302.7,310.6,1686,26.3,error
L51738,L,302.7,310.7,1369,47.5,11
L51739,L,302.7,310.7,1433,43.7,13
L51740,L,302.7,310.7,1597,41.9,15
L51741,L,,310.8,1610,32.2,17
L51742,L,302.7,310.7,1398,57.7,19
L51743,L,302.7,310.7,1977,,21
L51744,L,302.8,310.8,1516,39.5,23
H33979,H,302.7,France,1275,55.0,25
L51746,L,302.8,310.8,1402,50.5,30
M19427,M,302.8,310.8,1451,44.7,32
M19428,M,302.7,310.8,1555,36.1,error
L51749,L,302.8,310.9,,35.0,38
L51750,L,302.8,310.9,1312,52.2,40
L51751,L,302.8,310.9,1708,29.8,error
M19432,M,302.9,311.0,1556,36.5,44
H33987,H,302.8,311.0,,43.5,47
M19434,M,302.9,France,1402,40.7,52
M19435,M,302.9,311.0,1437,49.9,55
M19436,M,,France,1926,21.8,58
L51757,L,303.0,311.2,,23.7,61
L51758,L,303.0,311.2,1641,,63
L51759,L,303.0,311.2,1374,48.2,65
L51760,L,303.0,311.2,1494,37.0,error
L51761,L,303.0,311.2,1601,32.9,69
L51762,L,302.9,311.2,1634,36.9,71
M19443,M,,311.2,1467,37.7,73
L51764,L,302.8,311.1,1550,32.3,error
L51765,L,302.8,311.1,,32.2,78
L51766,L,302.7,310.9,1395,48.3,80
M19447,M,302.8,France,1507,33.4,
L51768,L,302.8,311.0,1564,38.5,
L51769,L,302.8,311.1,1721,30.0,87
L51770,L,302.8,France,1456,36.1,89
H34005,H,302.9,France,2102,17.8,91
L51772,L,302.9,311.1,1555,33.9,96
L51773,L,303.0,311.2,1409,41.9,98
M19454,M,303.0,311.2,1387,41.4,100
M19455,M,303.0,France,1460,43.9,103
L51776,L,303.0,311.2,1361,47.6,error
M19457,M,303.0,311.1,1490,43.0,108
L51778,L,303.1,311.2,1399,49.2,111
L51779,L,303.1,311.1,1420,55.8,
L51780,L,303.0,311.0,1359,44.2,error
M19461,M,303.0,311.1,1372,,117
M19462,M,303.0,311.0,1409,41.7,120
H34017,H,302.9,France,1452,58.3,123
L51784,L,302.9,311.0,1820,,128
H34019,H,302.9,311.0,1469,48.7,
L51786,L,302.9,311.1,,45.3,135
L51787,L,303.0,311.1,1980,20.2,137
M19468,M,303.0,311.2,1519,38.0,139
L51789,L,303.0,311.2,1456,,142
L51790,L,303.1,311.2,1394,45.3,144
L51791,L,303.0,311.3,1365,56.2,
L51792,L,303.0,311.3,2194,,148
L51793,L,303.1,311.3,1403,55.6,error
H34028,H,303.0,311.2,1503,37.0,152
L51795,L,303.0,France,1793,29.3,157
L51796,L,,311.4,1829,24.5,159
M19477,M,303.1,311.4,1831,,
M19478,M,303.0,311.3,1335,,164
H34033,H,303.1,311.3,2056,19.7,167
