Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
M20809,M,300.7,France,1506,44.0,97
L53130,L,300.7,310.8,1689,28.9,100
L53131,L,300.7,310.9,1650,29.4,102
L53132,L,300.7,310.8,1563,33.8,104
M20813,M,300.7,310.9,1486,38.9,106
L53134,L,300.8,310.9,1732,25.7,109
L53135,L,300.7,310.8,1653,,111
L53136,L,300.7,310.9,1535,37.1,error
L53137,L,300.7,310.9,1637,,
L53138,L,300.6,310.8,1533,38.5,117
L53139,L,300.6,310.8,1378,,119
L53140,L,300.5,310.7,1606,33.5,121
L53141,L,300.3,310.7,1539,32.3,123
L53142,L,300.5,310.8,1728,,error
H35377,H,300.4,France,1656,36.3,127
H35378,H,300.5,310.8,1631,30.5,132
H35379,H,300.5,310.9,1447,46.5,137
L53146,L,300.4,France,1396,49.3,142
L53147,L,300.4,310.8,1390,52.5,144
L53148,L,300.4,310.8,1348,56.0,146
M20829,M,300.4,310.8,1491,35.9,
L53150,L,,310.8,1520,37.6,151
L53151,L,300.5,310.8,1509,33.0,153
L53152,L,300.5,310.8,1445,46.6,
L53153,L,300.5,France,1354,51.8,157
L53154,L,300.5,310.7,1488,39.4,159
H35389,H,,310.7,,28.6,161
H35390,H,,310.6,1378,51.5,166
L53157,L,300.6,310.7,1750,30.6,error
L53158,L,,310.6,1448,46.3,173
H35393,H,,France,1501,45.3,175
M20840,M,300.6,310.7,1654,32.0,180
M20841,M,300.7,310.7,1347,46.5,183
L53162,L,300.7,310.8,1486,37.1,186
H35397,H,300.8,310.8,1466,45.2,188
H35398,H,300.7,310.8,1346,52.0,193
L53165,L,300.7,310.7,1314,42.4,198
L53166,L,,310.7,1440,52.5,error
L53167,L,300.7,310.8,1608,39.5,202
H35402,H,300.7,310.8,,58.2,204
L53169,L,300.7,310.7,1507,46.1,209
M20850,M,300.7,310.7,1343,51.6,
L53171,L,300.7,310.7,-310.7,40.4,214
L53172,L,,310.6,1288,47.2,216
M20853,M,300.7,310.6,1407,42.4,218
L53174,L,300.6,310.4,1608,39.2,221
L53175,L,300.6,310.3,1920,22.3,223
M20856,M,300.5,310.2,1386,48.2,error
M20857,M,300.5,310.2,1571,34.6,228
M20858,M,300.4,310.2,1613,36.9,error
M20859,M,300.4,310.2,1671,30.5,234
H35414,H,300.4,310.2,1431,43.2,0
M20861,M,300.4,France,,47.3,5
L53182,L,300.5,310.3,1683,31.5,error
L53183,L,,310.2,1529,36.2,
L53184,L,300.5,310.4,1761,26.5,
L53185,L,,310.5,1570,38.3,14
M20866,M,300.6,310.5,2156,18.0,16
M20867,M,300.7,310.6,1349,54.5,19
L53188,L,300.7,310.7,1431,39.3,22
L53189,L,300.6,310.6,1931,22.0,24
H35424,H,300.7,310.7,1428,,26
L53191,L,300.8,310.8,1564,36.2,error
H35426,H,300.8,310.9,1425,44.0,33
L53193,L,300.7,310.8,1597,30.5,38
H35428,H,300.8,310.8,1618,32.8,40
M20875,M,300.8,310.8,1520,38.0,45
L53196,L,300.7,310.7,1425,45.3,48
L53197,L,300.8,310.9,1398,38.2,50
M20878,M,300.8,310.9,1557,31.6,621.8
L53199,L,300.7,310.8,1519,43.9,55
L53200,L,300.7,310.8,1619,34.9,57
L53201,L,300.7,310.8,1814,21.4,59
L53202,L,300.7,310.9,1521,39.4,61
M20883,M,300.7,310.9,1369,51.2,63
L53204,L,300.7,310.9,,65.3,
L53205,L,,311.0,1336,53.3,
L53206,L,300.7,France,,48.3,70
M20887,M,,311.0,,44.3,
L53208,L,300.6,310.9,1472,47.6,75
M20889,M,300.7,310.8,1452,47.9,77
L53210,L,,310.7,1397,53.7,80
L53211,L,300.6,France,1455,,82
L53212,L,300.7,310.8,1754,27.7,84
L53213,L,300.6,310.9,1471,37.9,86
M20894,M,300.6,310.8,1389,,88
M20895,M,300.6,310.9,1702,30.3,91
M20896,M,300.6,311.0,1401,54.6,94
L53217,L,300.7,311.1,1426,46.2,97
L53218,L,300.7,311.0,1496,38.3,
L53219,L,300.6,310.9,1433,42.6,101
M20900,M,300.7,311.1,1438,46.6,103
M20901,M,,311.0,1418,49.3,106
M20902,M,300.8,311.0,1580,36.6,
M20903,M,300.7,310.9,1468,41.8,112
M20904,M,300.8,310.9,1522,41.7,115
L53225,L,300.8,310.9,1311,,118
L53226,L,,311.0,1316,56.5,120
H35461,H,300.9,311.0,1853,23.6,122
M20908,M,300.9,311.0,1556,38.8,127
M20909,M,300.9,311.0,1567,34.3,
M20910,M,300.9,France,1546,37.7,133
L53231,L,300.9,France,1382,51.2,136
L53232,L,300.9,311.0,2003,20.2,138
L53233,L,300.8,310.9,1748,29.9,140
H35468,H,300.7,310.8,1518,,142
L53235,L,300.7,310.8,1475,42.0,147
L53236,L,300.8,310.8,1634,29.2,149
L53237,L,,France,1689,32.9,151
M20918,M,300.9,310.9,1636,35.3,153
L53239,L,300.9,France,,15.8,156
L53240,L,301.0,311.1,1615,35.6,158
H35475,H,301.1,311.1,-311.1,29.5,160
M20922,M,301.1,311.2,1407,53.0,165
L53243,L,301.1,311.1,1450,43.3,
L53244,L,301.1,311.1,1889,23.8,
L53245,L,301.0,310.9,1568,,172
L53246,L,301.0,France,1804,25.8,174
L53247,L,301.0,311.0,1582,37.5,176
M20928,M,301.0,310.9,2047,17.9,
L53249,L,300.9,310.9,,34.0,181
L53250,L,300.9,310.9,1615,32.0,183
M20931,M,300.9,310.8,,43.6,185
M20932,M,300.9,310.8,1695,30.2,188
M20933,M,300.9,310.8,1790,26.2,191
M20934,M,301.0,310.8,1533,39.3,194
L53255,L,301.0,310.9,1813,28.5,197
L53256,L,301.0,310.9,,36.7,error
L53257,L,300.9,France,1479,43.3,201
L53258,L,300.8,310.7,1339,59.1,error
M20939,M,300.8,310.7,1371,44.7,205
L53260,L,300.9,310.7,1468,,208
L53261,L,300.9,310.7,1517,41.7,210
L53262,L,,310.7,1352,46.4,212
L53263,L,300.9,310.7,1389,50.0,214
M20944,M,300.8,310.6,1505,36.2,0
L53265,L,300.9,France,1538,36.7,3
L53266,L,300.9,310.8,1482,37.0,5
M20947,M,300.9,310.8,1599,33.0,7
L53268,L,,310.8,1476,39.0,10
L53269,L,300.9,310.7,1509,37.5,12
L53270,L,300.9,310.8,1708,29.1,14
L53271,L,300.9,310.7,,57.5,16
L53272,L,300.9,France,1658,28.5,18
L53273,L,301.0,310.8,1375,,20
M20954,M,300.9,310.8,1402,48.1,22
M20955,M,300.9,310.7,1452,47.3,25
M20956,M,,310.7,1483,40.8,28
H35511,H,300.9,310.8,-310.8,38.4,31
M20958,M,300.8,310.7,1924,22.4,36
H35513,H,300.9,310.7,1609,28.7,39
M20960,M,300.8,310.7,1886,21.1,44
L53281,L,300.7,310.6,1616,29.6,
L53282,L,300.7,310.7,1442,43.2,49
L53283,L,300.8,310.8,1407,45.1,51
M20964,M,300.8,310.8,,41.3,
M20965,M,300.8,310.9,1522,46.2,
L53286,L,300.9,France,1432,48.1,59
L53287,L,300.9,311.0,1438,49.0,
M20968,M,300.8,310.9,1678,28.1,error
M20969,M,300.8,310.9,1514,38.7,66
L53290,L,300.7,310.8,1534,41.3,69
M20971,M,300.7,310.8,1486,41.2,71
L53292,L,300.7,310.8,1925,22.0,
M20973,M,300.7,310.8,1724,30.0,error
M20974,M,300.8,310.8,1549,35.5,79
L53295,L,300.8,310.9,1457,47.7,82
L53296,L,300.8,310.9,1453,43.9,error
L53297,L,300.8,311.0,1578,44.4,86
M20978,M,300.9,311.1,1325,61.4,88
L53299,L,300.9,311.1,1471,39.3,91
M20980,M,300.9,311.2,1472,,93
L53301,L,300.9,311.1,1457,37.4,96
L53302,L,301.0,311.0,1402,55.3,98
L53303,L,,310.9,1477,41.5,error
M20984,M,,310.9,1727,30.1,102
L53305,L,300.9,310.9,,20.2,105
L53306,L,300.9,310.9,1370,52.5,
L53307,L,,310.9,1228,66.4,109
L53308,L,300.9,311.0,1499,38.0,111
M20989,M,301.0,311.0,1508,46.9,113
L53310,L,301.0,310.9,1473,44.2,116
H35545,H,301.0,311.0,,37.6,118
L53312,L,301.1,France,,42.5,123
L53313,L,301.1,311.1,,40.9,
L53314,L,301.0,311.0,1581,37.0,127
L53315,L,301.0,310.9,1740,28.9,129
H35550,H,300.9,310.8,1390,40.6,
M20997,M,300.9,310.8,1988,19.7,136
M20998,M,300.8,310.7,1452,,
L53319,L,300.8,310.7,1586,33.4,error
L53320,L,300.8,310.7,,34.3,error
L53321,L,300.8,France,1486,45.7,146
L53322,L,300.9,310.9,1755,27.9,148
M21003,M,301.0,310.9,1575,,150
M21004,M,301.1,311.1,1615,37.7,153
M21005,M,301.1,311.1,1436,41.8,156
M21006,M,301.1,311.1,1470,40.6,159
M21007,M,301.1,311.1,2089,19.8,error
L53328,L,301.1,311.2,1564,37.0,165
M21009,M,301.0,France,1420,47.4,
L53330,L,301.1,311.1,1711,29.1,170
L53331,L,301.1,311.2,1555,35.3,172
M21012,M,301.1,France,1592,35.7,174
L53333,L,301.0,311.1,1236,64.4,error
M21014,M,301.0,France,1765,24.2,179
L53335,L,,311.0,1634,31.2,182
L53336,L,,311.1,1508,41.5,184
L53337,L,301.1,311.2,1774,29.6,
L53338,L,301.1,311.0,1677,29.1,188
L53339,L,301.0,311.0,,58.0,
L53340,L,301.0,310.9,1570,34.0,192
L53341,L,301.0,310.9,1479,,194
L53342,L,301.0,310.8,,34.9,196
L53343,L,300.8,310.7,,48.1,198
H35578,H,300.9,310.7,1656,,200
L53345,L,300.9,310.7,1523,35.8,error
H35580,H,300.9,310.7,1403,40.6,207
M21027,M,300.9,310.7,1362,51.6,212
M21028,M,300.7,310.6,1778,27.1,
L53349,L,300.7,310.5,1448,38.2,218
H35584,H,300.8,310.5,1559,40.1,220
L53351,L,300.8,310.6,,42.2,225
L53352,L,300.8,310.6,1577,37.9,
L53353,L,300.8,310.7,1633,27.8,error
L53354,L,,France,1573,31.2,2
L53355,L,300.9,310.8,,44.3,4
L53356,L,301.0,310.9,1515,37.3,6
L53357,L,301.0,310.8,1527,45.3,8
L53358,L,,310.9,1282,67.9,error
M21039,M,301.1,310.9,1396,45.1,12
L53360,L,301.0,310.9,,44.6,15
L53361,L,,310.8,1975,19.7,error
L53362,L,301.0,310.8,1475,35.3,
H35597,H,301.0,310.9,,37.3,
L53364,L,301.0,311.0,1553,35.8,26
L53365,L,301.1,France,1918,21.7,28
M21046,M,301.1,311.0,1413,46.6,30
L53367,L,301.0,France,1437,56.0,33
L53368,L,301.0,310.9,1450,45.9,35
M21049,M,301.0,310.9,1910,21.9,37
L53370,L,,310.9,1749,26.4,40
H35605,H,301.0,310.9,1916,22.0,42
L53372,L,301.0,310.9,1428,45.3,47
L53373,L,,310.9,1578,38.4,49
L53374,L,300.9,310.8,,,51
L53375,L,300.9,310.8,1729,30.2,
L53376,L,300.9,310.8,1701,30.4,55
L53377,L,300.9,France,1493,45.8,57
M21058,M,301.0,310.9,1554,32.7,59
L53379,L,300.9,310.9,1497,43.2,
L53380,L,301.0,310.9,1679,29.8,64
M21061,M,301.0,310.9,1510,44.5,
L53382,L,301.0,310.9,1296,54.9,69
L53383,L,301.0,310.9,1404,41.8,71
M21064,M,300.9,France,1519,34.9,73
M21065,M,300.9,310.7,1696,27.3,76
M21066,M,300.8,310.6,1669,,79
L53387,L,300.7,310.6,1447,40.7,82
M21068,M,300.7,310.6,1418,46.3,84
L53389,L,,France,1407,40.5,87
L53390,L,,310.5,1434,44.5,89
L53391,L,300.8,310.6,1360,48.8,error
L53392,L,,310.6,1402,47.377152112537026,93
L53393,L,300.9,310.6,1552,34.9,95
L53394,L,300.9,310.7,,44.2,97
L53395,L,301.1,310.8,1521,41.0,99
L53396,L,301.1,France,1724,27.5,101
M21077,M,301.0,310.7,,,103
H35632,H,301.0,310.6,1366,50.6,error
H35633,H,301.1,310.6,1407,43.9,error
L53400,L,301.1,France,1470,49.3,116
M21081,M,301.2,France,1359,50.8,
H35636,H,301.1,310.8,1792,25.8,121
M21083,M,301.1,310.9,1552,37.9,126
L53404,L,301.2,311.0,1612,32.9,129
M21085,M,301.2,311.0,1424,41.4,131
H35640,H,301.3,311.0,1341,59.3,error
L53407,L,301.2,310.8,1479,38.2,139
L53408,L,301.2,310.9,1413,,141
L53409,L,301.3,310.9,2165,17.4,
M21090,M,301.3,311.0,1641,33.0,145
M21091,M,301.3,France,1495,40.8,148
L53412,L,301.3,311.0,1576,30.4,151
L53413,L,301.2,310.9,1467,37.1,153
L53414,L,301.2,310.8,1479,44.4359044870635,155
L53415,L,301.3,310.9,1596,33.9,error
M21096,M,301.3,310.9,1512,36.9,159
L53417,L,301.4,310.9,1414,38.8,162
L53418,L,301.3,310.8,1390,57.4,164
L53419,L,301.2,310.7,1644,,166
M21100,M,301.2,310.7,,,168
L53421,L,301.1,310.5,1324,52.4,error
L53422,L,301.0,310.4,1476,43.6,173
L53423,L,301.0,310.4,2204,16.6,error
M21104,M,301.0,310.4,,30.9,
L53425,L,300.9,310.4,1445,,180
H35660,H,,France,1457,46.8,182
L53427,L,300.8,310.2,1492,46.3,187
L53428,L,300.8,310.1,1405,61.2,189
L53429,L,300.7,310.1,1542,35.5,
L53430,L,300.8,310.2,1520,37.7,193
M21111,M,300.8,310.2,1598,36.5,195
L53432,L,300.8,310.3,1538,36.1,198
L53433,L,300.9,310.4,1615,30.9,200
L53434,L,301.0,310.5,1408,,202
L53435,L,,310.5,,57.3,204
L53436,L,301.0,310.6,1493,37.8,
L53437,L,301.1,310.7,1376,49.1,error
M21118,M,301.1,310.7,1583,40.7,2
M21119,M,301.2,310.8,1396,47.4,error
L53440,L,301.1,France,,45.3,8
L53441,L,301.1,310.6,1417,47.6,10
L53442,L,301.0,310.6,1641,33.4,12
M21123,M,301.0,310.6,1698,,14
L53444,L,300.9,310.4,1541,,17
L53445,L,300.8,310.3,1383,46.6,19
L53446,L,300.8,310.4,1368,46.8,21
L53447,L,,France,1570,35.2,23
L53448,L,,France,1616,33.5,25
M21129,M,,France,1444,43.2,27
L53450,L,300.9,310.4,2021,18.8,30
M21131,M,300.9,310.5,,29.3,32
M21132,M,301.1,310.6,1429,52.7,35
L53453,L,301.2,310.8,1711,28.9,38
M21134,M,301.2,310.7,1543,32.9,error
L53455,L,301.3,310.8,1628,,43
L53456,L,301.2,310.8,1233,64.6,error
L53457,L,301.2,310.8,1461,40.6,47
L53458,L,301.2,310.7,1568,38.3,49
L53459,L,301.3,310.8,1432,54.4,51
M21140,M,301.2,310.7,1527,41.1,53
M21141,M,301.3,310.8,1455,41.2,56
M21142,M,,310.8,1418,45.4,59
L53463,L,301.3,310.8,1719,29.5,62
M21144,M,301.2,310.8,1734,31.3,64
M21145,M,301.2,310.7,1426,46.1,67
L53466,L,,310.6,1611,35.2,621.2
M21147,M,301.1,310.6,1479,41.1,72
L53468,L,301.0,310.5,1317,50.9,
L53469,L,301.0,310.5,1248,61.4,77
L53470,L,,310.5,1932,21.7,79
M21151,M,301.1,310.5,1547,35.8,81
L53472,L,301.0,310.4,,31.6,84
H35707,H,301.0,310.4,1512,44.9,86
L53474,L,301.1,310.5,,38.7,91
H35709,H,301.1,310.6,1782,24.9,93
L53476,L,301.0,310.5,1429,39.4,98
M21157,M,301.1,310.5,1309,60.7,100
L53478,L,301.1,310.5,1428,44.1,103
L53479,L,301.2,310.6,,49.2,105
